mg_id,indicator,direction,model,hp_set_id,nrounds,eta,gamma,max_depth,min_child_weight,max_delta_step,subsample,colsample_bytree,colsample_bylevel,colsample_bynode,lambda,alpha,cv_pos_rate,cv_brier,cv_log_loss,cv_auc_roc,cv_auc_pr,test_pos_rate,test_brier,test_log_loss,test_auc_roc,test_auc_pr,time
1,v2x_veracc_osp,up,xgboost,run-10_xgboost_hp-01,186,0.021498971991240977,0,13,2.1129228222416714,1.8929017207119614,0.8571756591554731,1,0.8448554237838835,0.9407861061627045,1,1.3101472780108452,0.09011627906976744,3.4863533361522387,0.16811582956606597,0.9476336070173028,0.5921752933763474,0.03451676528599606,3.6878362938702507,0.15123807561231487,0.7831314752663068,0.0742977530573299,20.357999999999947
2,v2x_veracc_osp,up,xgboost,run-10_xgboost_hp-02,38,0.17912170279305428,0.5511241829954088,13,1.4790277145802975,2.3622280138079077,0.6027865140931681,0.8958550919778645,1,0.5356037380406633,1.7657156421337277,2.0018673799932003,0.09011627906976744,3.5162909766404677,0.16957791314423526,0.9409403735385391,0.5705056115131385,0.03451676528599606,3.7385577711921854,0.13992484124701934,0.8025098497008609,0.08428056122456765,2.4420000000009168
3,v2x_veracc_osp,up,xgboost,run-10_xgboost_hp-03,120,0.034079663408920165,0.020723842084407806,15,4.991886372212321,2.4996332346927375,0.7492900901706889,0.6273243863834068,0.9110126087907702,1,1,0.12220596056431532,0.09011627906976744,3.473472323661775,0.1752325761014411,0.9425149152037743,0.5663876521597682,0.03451676528599606,3.6852042417113458,0.14561999375781884,0.7851451918867649,0.07892986328961563,8.308999999999287
4,v2x_veracc_osp,up,xgboost,run-10_xgboost_hp-04,295,0.2538935968419537,0.5179451499134302,10,3.083383750868961,4.5789906091522425,0.7474187787156552,1,1,1,2.932067950023338,1.959171503316611,0.09011627906976744,3.568422095985296,0.17829492600146477,0.9483779358045049,0.6083361610427103,0.03451676528599606,3.80153022386272,0.17041009983709335,0.7997081570115278,0.08576590047126827,25.075000000000728
5,v2x_veracc_osp,up,xgboost,run-10_xgboost_hp-05,305,0.04771177601069212,0,11,0.9259547048714012,4.886091526132077,0.8158362129470333,0.8033428377239034,0.9321320531889796,1,0.619126251200214,2.0018673799932003,0.09011627906976744,3.569327717472895,0.16809621103402853,0.949007752470599,0.6000980009307872,0.03451676528599606,3.7930895222208716,0.16106040212058775,0.7830731066686123,0.07363070081305594,28.646000000000186
6,v2x_veracc_osp,up,xgboost,run-10_xgboost_hp-06,244,0.12077957864385097,0,12,3.5563160181045532,4.278177447849885,0.5285557680763304,0.974479497061111,0.6912246653810143,0.9407861061627045,1,1.7759396319743246,0.09011627906976744,3.556071534049468,0.17280624414618423,0.945366267019364,0.5935853013130645,0.03451676528599606,3.787379754396922,0.15939711232739504,0.7847074274040566,0.07355402969625278,13.76299999999901
7,v2x_veracc_osp,up,xgboost,run-10_xgboost_hp-07,130,0.26902190332766623,0,14,0.8604116565547884,4.858765943208709,1,1,1,1,2.869289812166244,0.5840519510675222,0.09011627906976744,3.590164053463969,0.1875837999413009,0.9512865436806486,0.6274234231724057,0.03451676528599606,3.816565706510142,0.20356039929366407,0.7456004669487816,0.061156558331652934,15.4399999999996
8,v2x_veracc_osp,up,xgboost,run-10_xgboost_hp-08,141,0.10987369869835674,0.14956638333387673,3,1.4241835831198841,4.886091526132077,0.6839527448173612,0.8875699467025697,1,1,2.9379762194585055,2.8959331093356013,0.09011627906976744,3.4803042287776504,0.18840903503092332,0.9184673697710902,0.5131542584986184,0.03451676528599606,3.6958864461152237,0.1490039008773076,0.7620604114986137,0.06617374269626723,5.511999999999716
9,v2x_veracc_osp,up,xgboost,run-10_xgboost_hp-09,155,0.2549232894787565,0.2317040238995105,15,3.9130365883465856,4.057112779701129,0.8935688119381666,0.9499625145690516,1,0.5723146789241582,1,0,0.09011627906976744,3.5875053998355995,0.18798999262896443,0.950107068833236,0.6316736348001062,0.03451676528599606,3.8125819463384394,0.19520238865215842,0.7698234349919744,0.08150627143729981,8.054999999998472
10,v2x_veracc_osp,up,xgboost,run-10_xgboost_hp-10,57,0.17806404163129627,0.3482513530179858,8,4.35605230613146,4.057112779701129,0.9342677178792655,1,0.6003774458076805,0.6462080931523815,1,0,0.09011627906976744,3.543446833242571,0.16637490825207835,0.9464541321698902,0.5660603892519859,0.03451676528599606,3.7561639123650217,0.15105762840138773,0.7859477601050635,0.07803232305282697,2.342000000000553
