mg_id,indicator,direction,model,hp_set_id,nrounds,eta,gamma,max_depth,min_child_weight,max_delta_step,subsample,colsample_bytree,colsample_bylevel,colsample_bynode,lambda,alpha,cv_pos_rate,cv_brier,cv_log_loss,cv_auc_roc,cv_auc_pr,test_pos_rate,test_brier,test_log_loss,test_auc_roc,test_auc_pr,time
1,v2x_veracc_osp,up,xgboost,run-05_xgboost_hp-01,100,0.6326587812509388,0.7380464132875204,11,4.775081871077418,3.3939211547840387,0.742907831678167,1,1,0.7265812606783584,1,2.6666747708804905,0.08333333333333333,3.5944264063643216,0.17382666697269344,0.936206303161414,0.5910109971279108,0.03451676528599606,3.780755838330963,0.2057451240543394,0.7291988909966438,0.06819298180520046,6.987999999999943
2,v2x_veracc_osp,up,xgboost,run-05_xgboost_hp-02,100,0.5097027728334069,0.7455419378820807,9,4.762569186859764,0.6485725590027869,1,1,1,0.6051418524002656,1.9923269832506776,0,0.08333333333333333,3.606908250641165,0.17325368651629142,0.9397217168985692,0.5762582135694709,0.03451676528599606,3.8068343340541064,0.18411925601613385,0.7351816722603239,0.06442382271071573,6.677000000000021
3,v2x_veracc_osp,up,xgboost,run-05_xgboost_hp-03,100,0.11181920347735286,0.5375524135306478,7,2.0929874860448763,4.6335934568196535,1,1,1,1,1,0,0.08333333333333333,3.5781237412768134,0.15699829316550035,0.9497640001966664,0.5680142268311086,0.03451676528599606,3.780376265443343,0.15509166085194506,0.7726251276813074,0.0733941817029304,10.72199999999998
4,v2x_veracc_osp,up,xgboost,run-05_xgboost_hp-04,100,0.3512671999633312,0.3846500455401838,15,0.8819175466196612,3.3939211547840387,0.5836301459930837,1,1,1,1.9923269832506776,1.1712019799742848,0.08333333333333333,3.6095311917647,0.17198617187895332,0.9427208810659324,0.6066588912030111,0.03451676528599606,3.795202309068401,0.1851912180055905,0.76713847949803,0.07225786041775689,13.523000000000025
5,v2x_veracc_osp,up,xgboost,run-05_xgboost_hp-05,100,0.9629542040638626,0.1662954930216074,6,3.5225913426838815,2.7014377515297383,0.5321361253736541,0.671283076168038,1,1,2.9512005576398224,0,0.08333333333333333,3.602074149758119,0.2211055365826714,0.9195388170509856,0.6029845087684665,0.03451676528599606,3.7700741876707817,0.3088916013867979,0.6732234058076755,0.07455693519938605,5.485000000000014
6,v2x_veracc_osp,up,xgboost,run-05_xgboost_hp-06,100,0.13274279842153192,0.03880059882067144,10,4.530536079430021,2.150080344872549,1,0.949706194922328,1,1,1,2.5776027536485344,0.08333333333333333,3.5739851059126235,0.15655540618054237,0.9474162938197552,0.5773814217833472,0.03451676528599606,3.772309528016893,0.15277466076387172,0.786341748139501,0.07468734433856197,11.595000000000027
7,v2x_veracc_osp,up,xgboost,run-05_xgboost_hp-07,100,0.15088658826425672,0.22327275923453271,7,2.7291018827818334,0,1,1,1,0.8026330989087,1,0.00352539285086095,0.08333333333333333,3.5875951241465995,0.16289913831928057,0.9467648360293032,0.5611872935709191,0.03451676528599606,3.80418821714106,0.15838474286477877,0.7775864584853349,0.07157006572212686,8.5460000000000491
8,v2x_veracc_osp,up,xgboost,run-05_xgboost_hp-08,100,0.1945704699028283,0.47279589204117656,4,2.832133444608189,2.7014377515297383,0.5321361253736541,1,0.7893442939966917,1,2.9512005576398224,0,0.08333333333333333,3.5415128626926475,0.18024824257233268,0.92644672796106,0.4588278117892604,0.03451676528599606,3.751192658017404,0.15740064384282637,0.73182547789289365,0.05938938930908857,4.5190000000000055
9,v2x_veracc_osp,up,xgboost,run-05_xgboost_hp-09,100,0.4791250820271671,0.8384942265693098,9,1.2278222913155332,0,1,1,0.7235931472387165,0.8016056403284892,1.9923269832506776,1.1712019799742848,0.08333333333333333,3.5942740614150988,0.15934244056237887,0.9526771227690644,0.5718449895372435,0.03451676528599606,3.774488930967841,0.16937855646617858,0.7779366700715016,0.07575430001005336,9.041999999999971
10,v2x_veracc_osp,up,xgboost,run-05_xgboost_hp-10,100,0.22070923098362985,0.2290294747799635,7,1.1349791622487828,0.6485725590027869,0.8989547346718609,1,1,0.7165669063106179,2.8844910871703178,0,0.08333333333333333,3.604778580625472,0.15099080933379955,0.956757952701706,0.61917153629502,0.03451676528599606,3.810239427818816,0.1763827409203497,0.7535969648329198,0.06548107627140949,8.355999999999995
