mg_id,indicator,direction,model,hp_set_id,num_iterations,learning_rate,num_leaves,min_data_in_leaf,bagging_freq,bagging_fraction,feature_fraction,lambda_l1,lambda_l2,cv_pos_rate,cv_brier,cv_log_loss,cv_auc_roc,cv_auc_pr,test_pos_rate,test_brier,test_log_loss,test_auc_roc,test_auc_pr,time
11,v2x_veracc_osp,up,lightgbm,run-03_lightgbm_hp-11,154,0.40542621228378267,18,31,0,1,0.8132741380017251,0.8634858326986432,0,0.07945736434108527,3.609014330703252,0.16873228664711373,0.9469191270860077,0.6338597396165355,0.03451676528599606,3.80970459739888,0.1972351042464126,0.7665256092222384,0.09299077237552691,1.625
12,v2x_veracc_osp,up,lightgbm,run-03_lightgbm_hp-12,199,0.21172056145966053,58,36,5,0.9436542680487037,0.9774888075422495,0,0.006247516255825758,0.07945736434108527,3.642452365283689,0.28412743030100196,0.9557124518613607,0.6725061150660895,0.03451676528599606,3.852078962433432,0.3398740939561209,0.764745366992558,0.07710110149652286,4.753000000000043
13,v2x_veracc_osp,up,lightgbm,run-03_lightgbm_hp-13,160,0.4132042310573161,29,30,0,1,0.8607470606919378,0,0.34047750825993717,0.07945736434108527,3.6390452708699277,0.24572069743350164,0.9448780487804878,0.6069699403311606,0.03451676528599606,3.861413223970909,0.2779188038553564,0.7442288049029622,0.06533571943726667,2.701000000000022
14,v2x_veracc_osp,up,lightgbm,run-03_lightgbm_hp-14,114,0.35288666481617836,55,48,2,0.965806192252785,0.9136727007571608,0.7102155101019889,0,0.07945736434108527,3.621374826167076,0.17674709538969585,0.9454300385109115,0.6244925933009599,0.03451676528599606,3.819206631654867,0.2056895241700048,0.7706697796585437,0.07665527030120643,1.5699999999999363
15,v2x_veracc_osp,up,lightgbm,run-03_lightgbm_hp-15,46,0.5003339363471605,66,28,0,1,0.8485951294191182,0,0,0.07945736434108527,3.6404163406064525,0.2856285231705166,0.9526700898587933,0.623629327629701,0.03451676528599606,3.844654760096875,0.31485516233991173,0.7790164891288487,0.08176471485744848,1.6760000000003856
16,v2x_veracc_osp,up,lightgbm,run-03_lightgbm_hp-16,110,0.08213988428702577,47,37,0,1,0.9443694974761456,0,0.6228314705658704,0.07945736434108527,3.6057605949740887,0.15425671573637847,0.9492811296534018,0.6198928399652722,0.03451676528599606,3.809907549284027,0.16857119381192823,0.7625857288778637,0.07121809189757379,2.5710000000000264
17,v2x_veracc_osp,up,lightgbm,run-03_lightgbm_hp-17,142,0.9546182063431479,62,10,0,1,0.8460786551702768,0.10272678756155074,0.6304924108553678,0.07945736434108527,3.6178545068270553,0.28542110047120983,0.9380744544287548,0.4965577624343706,0.03451676528599606,3.790748585209148,0.40268287109825845,0.605953596964833,0.04392157179950004,1.4470000000001164
18,v2x_veracc_osp,up,lightgbm,run-03_lightgbm_hp-18,105,0.7930046686949208,49,16,0,1,0.8933762502856553,0.20552424807101488,0,0.07945736434108527,3.6203730806844794,0.2814238863499587,0.9109114249037228,0.5581873590849576,0.03451676528599606,3.778429818421805,0.3452327494373011,0.6762585728877863,0.06556327115615045,1.0480000000000018
19,v2x_veracc_osp,up,lightgbm,run-03_lightgbm_hp-19,78,0.42092698712600396,63,29,0,1,0.8946232286747545,0,0,0.07945736434108527,3.650138829688083,0.3315932978544555,0.9437740693196406,0.6231298108007319,0.03451676528599606,3.867801832784184,0.3132152878283447,0.818035896687582,0.09769285080420272,2.581000000000131
20,v2x_veracc_osp,up,lightgbm,run-03_lightgbm_hp-20,62,0.6493183703394607,34,24,4,0.8228702694177628,0.8932810713537037,0.8833859763108194,0.06070338166318834,0.07945736434108527,3.617091292597201,0.20673561226428575,0.922002567394095,0.5581691739199608,0.03451676528599606,3.795061155710254,0.2540783794551869,0.7086969210564716,0.07041815325431855,1.094000000000051
