mg_id,indicator,direction,model,hp_set_id,nrounds,eta,gamma,max_depth,min_child_weight,max_delta_step,subsample,colsample_bytree,colsample_bylevel,colsample_bynode,lambda,alpha,cv_pos_rate,cv_brier,cv_log_loss,cv_auc_roc,cv_auc_pr,test_pos_rate,test_brier,test_log_loss,test_auc_roc,test_auc_pr,time
1,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-01,109,0.8202190883457661,0,7,4.92387124185916,0,0.6697680171346292,0.823042883654125,1,0.6113144900882617,1,0,0.09883720930232558,3.551666752613431,0.27889522111566695,0.9063092979127134,0.5699092814283716,0.03451676528599606,3.7736503625994575,0.23330223085021567,0.7304830001459215,0.08650395428402066,4.357000000000085
2,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-02,133,0.5325836113188416,0.08877425501123071,3,1.2106808425160125,2.0649906806647778,0.9402090942021459,0.5605831813300028,0.7578375719022006,0.5667518288828433,0.21966319880448282,0.4268590067513287,0.09883720930232558,3.539790260585959,0.20922394259069169,0.9294223065570314,0.58278556883906,0.03451676528599606,3.788538492979373,0.1833707132417187,0.753144608200788,0.07054414319131581,1.9849999999996726
3,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-03,86,0.20139448926784098,0,6,3.1909727692836896,0,0.6120293015846983,0.5070259186904877,1,0.5667518288828433,1.2937266672961414,0,0.09883720930232558,3.522558308280847,0.20502782490654745,0.9314410710520767,0.5463473535170968,0.03451676528599606,3.7857188219158724,0.17781923279960735,0.700189697942507,0.05599075764851239,2.5909999999999513
4,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-04,194,0.4491727068088949,0.8430940599646419,3,2.3179041533730924,0,0.5928633820731193,0.5188671211944893,0.8955941761378199,0.9142652561422437,1.304885128280148,0,0.09883720930232558,3.5369298959669586,0.21453313946476485,0.9331804764916719,0.559183692771551,0.03451676528599606,3.786148717690555,0.18016424539571646,0.7652123157741135,0.09763727167178803,5.13799999999992
5,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-05,107,0.32827635831199586,0.9376787401270121,9,0.8778291780035943,4.775914559140801,1,0.94525798328686506,1,0.5266980921151116,2.1730199768207967,1.5693004808854312,0.09883720930232558,3.5458145521731246,0.18864451680980987,0.9441176470588235,0.6109381173106206,0.03451676528599606,3.7985733604838727,0.16888279214706134,0.7507369035458923,0.06554957224761034,8.421000000000276
6,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-06,196,0.2013931917026639,0.5152786381077021,14,2.705073304940015,4.7393123945221305,1,0.9493903716793284,0.9366592387668788,1,1,1.2568810677621514,0.09883720930232558,3.5602712507513727,0.20294665827908898,0.9458886780518659,0.6033741644402851,0.03451676528599606,3.8108313408387806,0.1698368965942776,0.7768860353130016,0.07128682252724618,20.41300000000001
7,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-07,76,0.5304441696498543,0.11481739371083677,7,2.779786294675432,1.6340852400753647,0.7709770717192441,1,0.8276313015958294,0.8335693824337795,1.21208153385669,0,0.09883720930232558,3.565745828975099,0.23671425414549463,0.9392051444233608,0.5810022550472116,0.03451676528599606,3.792873718940352,0.1990400679852426,0.7820516562089596,0.07448269322868223,5.015999999999849
8,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-08,115,0.6908534965477884,0,3,2.237019859603606,0,1,1,0.9909485633252189,1,1,1.377713682828471,0.09883720930232558,3.5397535558788067,0.21899716733914737,0.9300653594771242,0.5535755650200285,0.03451676528599606,3.78925717431354,0.16599421227685215,0.794425798920181,0.09874063722067403,5.631
9,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-09,161,0.12797513278201222,0.3012201946694404,9,0.7168727308744565,0,1,1,0.5033873587381095,0.8335693824337795,1.21208153385669,0.5336739148478955,0.09883720930232558,3.563728670712233,0.2105343274365572,0.9386358844613114,0.5987789798629256,0.03451676528599606,3.823166751935677,0.1676919040041227,0.7699693564862105,0.07017884786799233,9.764999999999873
10,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-10,156,0.5637815371155739,0.8588328843470663,6,4.697399791213684,3.622034990694374,0.7230542490724474,0.5605831813300028,1,1,0.21966319880448282,2.8445754961576313,0.09883720930232558,3.5414968416366883,0.2147505064895275,0.9318890997259118,0.5613398457615713,0.03451676528599606,3.793179137282467,0.16448104202293268,0.7963811469429447,0.10931495591621444,7.253000000000043
11,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-11,29,0.9420517079997808,0.2858604977373034,6,2.100596967502497,0,1,0.8603803759906441,1,0.8347293665865436,1.3884428387973458,2.0480780589859933,0.09883720930232558,3.544658855323425,0.2299973929796444,0.9172201138519924,0.5449661227905771,0.03451676528599606,3.7651217281873057,0.2115354566182938,0.7515686560630381,0.08487405653026181,2.1709999999998217
12,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-12,172,0.7858554273843765,0.7348458464257419,14,3.255289940163493,3.622034990694374,1,0.9128452982986346,0.861999174929224,0.9281529061263427,0.8141251620836556,1.9335784446448088,0.09883720930232558,3.546284074810698,0.21009925435814455,0.9345351043643264,0.585111433175571,0.03451676528599606,3.79154728351121,0.19036327191454708,0.7310083175251715,0.06494035269233492,12.141000000000076
13,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-13,160,0.4963164257351309,0.08055027551017702,14,4.926540782675147,3.568071024492383,0.9223144103307277,0.7537642434472218,0.9728887733072042,0.5002990758512169,1,0,0.09883720930232558,3.570608752614697,0.2493997259828645,0.9353046594982078,0.5832350089412818,0.03451676528599606,3.8218969245537635,0.2108242223714367,0.7423318254778929,0.07751799295554736,5.383000000000038
14,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-14,45,0.299471584148705,0.08877425501123071,8,1.1375667479587719,0,0.5028971089050174,1,0.5130739262094721,1,1,0.8831022111698985,0.09883720930232558,3.5427529955066004,0.20293183977450308,0.930371073160447,0.5777047982189214,0.03451676528599606,3.784088388174552,0.1702052626493145,0.7365241500072961,0.06481692667464745,2.882999999999811
15,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-15,151,0.5697416772600263,0.6251242698635906,3,0.7267399701522663,3.5896381561178714,0.8785474768374115,1,0.9101758429314941,0.550339157693088,1.0684233019128442,1.2759827768895775,0.09883720930232558,3.5379317705988176,0.21810966972580353,0.919122917984398,0.5674760583403123,0.03451676528599606,3.7762472191884373,0.1645642799366634,0.7908653144608201,0.08273204371181285,4.166999999999973
16,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-16,33,0.6907117222435772,0.3903392052743584,8,4.848090590443462,0,0.6910613321233541,0.7843857898842543,1,1,1.2780144733842462,0,0.09883720930232558,3.533543386225486,0.24556434840681746,0.9103573687539532,0.49660516755610745,0.03451676528599606,3.759772926073317,0.24024157792484713,0.5718079673135853,0.03794438844990539,2.837999999999738
17,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-17,38,0.2984445297624916,0.8430940599646419,6,4.733865628717467,0.49390377243980765,0.8637040596222505,0.823042883654125,0.7715245629660785,0.9085430197883397,2.1270762418862432,2.7942828631494194,0.09883720930232558,3.4539004662248836,0.22482076292445244,0.8921937592241197,0.443058303861066,0.03451676528599606,3.715515382737626,0.14921120973302382,0.7398511600758791,0.060537519215447005,1.956000000000131
18,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-18,133,0.5614080352243036,0,9,2.9143385178176686,1.6340852400753647,0.9205933128250763,0.9618611519690603,0.9728887733072042,0.550339157693088,1,0,0.09883720930232558,3.57391907639153,0.26505632491862563,0.9222116803710732,0.6036228682349888,0.03451676528599606,3.8350971943122554,0.22381057491627274,0.7325842696629213,0.06314961023883539,6.741999999999734
19,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-19,12,0.2216697782278061,0.7475202768109739,12,4.355465923901647,0,1,1,0.9159827756229788,0.5569263543002307,1.2780144733842462,0.4268590067513287,0.09883720930232558,3.3629819706942525,0.2290782796531849,0.9036896479021717,0.4739261488480264,0.03451676528599606,3.600295126244308,0.1603946614156261,0.7938275207938129,0.0810744756604039,1.0249999999999773
20,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-20,49,0.9615993252955377,0,4,3.4416743353940547,0.6408563035074621,0.9669331307522953,0.7037766799330711,0.8276313015958294,1,2.674384184880182,0,0.09883720930232558,3.5351756962138663,0.23039380944460439,0.9201191229179844,0.5339179309053009,0.03451676528599606,3.7603085738746076,0.2232791354741911,0.7174813950094849,0.06003013337501283,2.0909999999998945
21,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-21,116,0.03845525975339115,0.3012201946694404,3,4.362004161463119,4.812508877366781,0.599774032481946,0.5605831813300028,1,0.7175563902128488,2.313839736627415,2.5566329250577837,0.09883720930232558,3.398969114749626,0.24843824126756306,0.8599462365591398,0.36912083257493894,0.03451676528599606,3.672847330565402,0.14359080252033726,0.7432219465927331,0.06390370478816007,2.5419999999999163
22,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-22,111,0.14347492647357285,0.5398800256662071,15,2.4384560354519635,0,1,1,0.5033873587381095,0.8335396613692865,2.313839736627415,0.7754209013655782,0.09883720930232558,3.544203971448809,0.19923118506174464,0.9400801180687328,0.5766993444428241,0.03451676528599606,3.795408647897668,0.15983925354558315,0.770961622647016,0.07094194264606074,7.435999999999694
23,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-23,122,0.7536933729425073,0.0935137034393847,8,3.2390178812202066,3.0436405958607793,0.7709770717192441,0.7841678047552705,1,0.7839525202289224,1.5770491654984653,1.548878860194236,0.09883720930232558,3.565707402621031,0.26390079315360787,0.9241092135779042,0.5486144577725568,0.03451676528599606,3.7989231744522924,0.22120368532386195,0.7157741135269226,0.07616348646932747,6.7000000000000455
24,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-24,77,0.17098890687339008,0.7593199736438692,13,4.808297759736888,0.6643610610626638,1,0.6147845347877592,1,0.7333853795425966,1.89869065862149,1.2759827768895775,0.09883720930232558,3.523657495451007,0.19507029113921884,0.935325743200506,0.567407082777535,0.03451676528599606,3.7661742563174947,0.1514319809125272,0.7649204727856413,0.06769363291659351,4.798000000000229
25,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-25,73,0.3508523302152753,0.7268063072115183,12,4.3480603081407025,0,0.6697680171346292,0.8791868275729939,0.7237905283691362,1,0.3473814802709967,0.5336739148478955,0.09883720930232558,3.5433102204991673,0.22261271853199185,0.9254691123761333,0.5468853343962289,0.03451676528599606,3.7829426541962214,0.17632645314084072,0.7328177440536991,0.0648621947102738,5.011000000000422
26,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-26,64,0.8654378168284893,0.2858604977373034,7,3.473307202104479,2.1942955150734633,1,0.5795293091796339,1,0.5667518288828433,2.9497463351581246,2.0480780589859933,0.09883720930232558,3.550112390905095,0.2178124877043814,0.9326006746784735,0.5608496801221883,0.03451676528599606,3.792964922080241,0.20365849735526453,0.7032540493214651,0.0706349624424447,2.3570000000000277
27,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-27,48,0.12475922331213951,0.9376787401270121,9,1.9560511887539178,3.7347069021780044,0.9402090942021459,1,1,1,0.3942543058656156,2.8908180445432663,0.09883720930232558,3.4883474279250013,0.19960139372208452,0.9246204933586337,0.5358973905509389,0.03451676528599606,3.752334603607591,0.14520503941272092,0.7612724354297388,0.06691016640455173,6.414999999999964
28,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-28,166,0.22079100483097136,0,10,1.7817280263407156,0,0.9402090942021459,1,1,0.5593673414550722,2.674384184880182,2.7529662509914488,0.09883720930232558,3.554415898644757,0.20211159349956626,0.941977651275564,0.5876977086594153,0.03451676528599606,3.8087842278191903,0.17023456928975414,0.7570115277980446,0.06848641604485703,13.539999999999964
29,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-29,12,0.11687621823512018,0.11481739371083677,11,3.906381017761305,0,0.7709770717192441,0.9128452982986346,0.7661035143537447,0.7319818624528125,2.9497463351581246,0.7754209013655782,0.09883720930232558,3.0615481470864148,0.2949167227126866,0.8790375289900907,0.42460497075009096,0.03451676528599606,3.274181783395107,0.2361503844399645,0.7348168685247337,0.061180400056741975,1.0140000000001237
30,v2x_veracc_osp,up,xgboost,run-08_xgboost_hp-30,196,0.08736726944334805,0,14,1.5637472707312554,3.7347069021780044,0.6035948498174548,1,1,0.73766536032781,0.723783916560933,2.0581732811406255,0.09883720930232558,3.539790817483008,0.19466781665858823,0.9439753320683112,0.5811831090955115,0.03451676528599606,3.788060589957022,0.15799471506527257,0.7820808405078068,0.07184079641976661,19.016000000000076
