mg_id,indicator,direction,model,hp_set_id,lambda_l1,lambda_l2,eta,nrounds,cv_pos_rate,cv_brier,cv_log_loss,cv_auc_roc,cv_auc_pr,test_pos_rate,test_brier,test_log_loss,test_auc_roc,test_auc_pr,time
46,v2xcs_ccsi,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.12790697674418605,3.396752679097926,0.23915479113618685,0.9240824915824916,0.6172811693049628,0.1814595660749507,3.2524660672689034,0.6555342187819214,0.6772230225248821,0.2802652304493192,22.684000000000026
47,v2xcs_ccsi,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.13372093023255813,3.3561320533043797,0.21871773882898135,0.9337856239665402,0.6872822243359353,0.1814595660749507,3.2732483081062145,0.6371484513335424,0.7011196961760083,0.320967409122408,22.427999999999997
48,v2xcs_ccsi,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.13953488372093023,3.3431105083143535,0.22311199365415474,0.93969751001001,0.7041101462337649,0.1814595660749507,3.2770008543062,0.6567053133480265,0.690256678889471,0.31541146204396936,18.2109999999999
49,v2xcs_ccsi,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.1396702230843841,3.334747779187985,0.28962180680926897,0.8875892521608418,0.6016512400175973,0.1814595660749507,3.267135102051458,0.6742242977196454,0.677881089575694,0.27644019760436106,22.680999999999983
50,v2xcs_ccsi,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.11445198836081474,3.428128916703999,0.21118745794396207,0.9243043050476173,0.5944632218225896,0.1814595660749507,3.2171103783689543,0.6427470853116721,0.6748493975903614,0.2798594453307882,24.951999999999998
51,v2xcl_rol,up,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.14244186046511628,3.35458530899388,0.2412335378320969,0.9281986240824013,0.7288437583981444,0.16962524654832348,3.25755833698677,0.5678639718565232,0.7178575374247362,0.2753680435514419,2.941000000000031
52,v2xcl_rol,up,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.11531007751937984,3.419949939387451,0.19560110646922815,0.9340524818908944,0.6797663385120046,0.16962524654832348,3.2346603256373543,0.544954042554983,0.7207472518367122,0.28151939137050297,1.7630000000000337
53,v2xcl_rol,up,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.11918604651162791,3.397999798400561,0.21392901457792338,0.925442950799145,0.6353912992347004,0.16962524654832348,3.245728762712375,0.5519771670659108,0.7167044136330994,0.2767136472244877,2.1609999999999445
54,v2xcl_rol,up,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.1251212415130941,3.3820588433956673,0.23309075799663495,0.9121246497877241,0.6331312354403204,0.16962524654832348,3.2366603460213947,0.5461476463938787,0.7228256366348119,0.2822790947309215,2.30600000000004
55,v2xcl_rol,up,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.11154219204655674,3.433814161295268,0.18308546906355455,0.9409625973039681,0.7066282049289663,0.16962524654832348,3.2203971203358526,0.562663656555408,0.7131725404629067,0.26872612211987235,2.2250000000000227
56,v2xcl_rol,up,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.14244186046511628,3.4022263118543323,0.24753277005824229,0.9372074253430186,0.775640179195864,0.16962524654832348,3.323427172868369,0.7202787645943383,0.7203571231287632,0.2721920949343887,11.003999999999962
57,v2xcl_rol,up,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.11531007751937984,3.4817951260395534,0.18839919016992523,0.9495798319327731,0.733033530355346,0.16962524654832348,3.2816827161259012,0.6616265316105961,0.720467602054908,0.27415243571795395,10.949999999999989
58,v2xcl_rol,up,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.11918604651162791,3.4525501357285435,0.22481237619572642,0.9353349969143255,0.6817212364633768,0.16962524654832348,3.299409330974776,0.7132560330453546,0.7087913605479754,0.2652817337684887,10.784999999999968
59,v2xcl_rol,up,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.1251212415130941,3.4252023324933902,0.24860491513217056,0.9261073583251689,0.6191771648630416,0.16962524654832348,3.287307565183955,0.6990214340386416,0.7189692316190687,0.2777238988764783,11.13900000000001
60,v2xcl_rol,up,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.11154219204655674,3.4731396442133087,0.18193203388782103,0.949269033605468,0.7210007413123295,0.16962524654832348,3.245590793972191,0.6780326951834026,0.7093299453129316,0.2680704197458246,12.580999999999989
61,v2xcl_rol,up,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.14244186046511628,3.3125987437798696,0.2054695453342982,0.9541335178139052,0.7595076609600542,0.16962524654832348,3.043813422517125,0.43809560484004584,0.6934693144782633,0.2592322022613908,58.20999999999998
62,v2xcl_rol,up,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.11531007751937984,3.3748708802031833,0.1746363853781192,0.9550470790725929,0.7234418535889348,0.16962524654832348,3.0199343045841958,0.4315388642836589,0.7009784289896702,0.2620086085200416,57.763000000000034
63,v2xcl_rol,up,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.11918604651162791,3.3594205191291353,0.18705981514454173,0.9491713398982174,0.6502286358392875,0.16962524654832348,3.0255470477634665,0.43626444529275926,0.6928893001160029,0.2594288849840492,58.36700000000002
64,v2xcl_rol,up,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.1251212415130941,3.3428100987702134,0.19912242942422,0.9405584489248698,0.6656699725047265,0.16962524654832348,3.0227085511370797,0.4308926871134346,0.7054217533005579,0.27213102023916763,62.952000000000005
65,v2xcl_rol,up,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.11154219204655674,3.3824701727853523,0.1734580868630416,0.9546231251186634,0.6951678187194928,0.16962524654832348,3.0039585329531593,0.4339561168781719,0.6988724244600343,0.2598503859582346,60.29400000000001
66,v2xcl_rol,up,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.14244186046511628,3.3607798784037857,0.2530865086956501,0.920642607325416,0.7011660769019619,0.16962524654832348,3.2708715704222686,0.5502122571274577,0.7237750649063691,0.28501075621723426,3.073999999999984
67,v2xcl_rol,up,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.11531007751937984,3.4228852629737685,0.20324891411652707,0.9333529687888299,0.6414188058854076,0.16962524654832348,3.2283146333822375,0.5365454572988275,0.7145984091034635,0.2763949415960726,3.2899999999999636
68,v2xcl_rol,up,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.11918604651162791,3.4012450691052107,0.20746133343036102,0.9303531979214181,0.6384944298235697,0.16962524654832348,3.234622256460209,0.5492226510559635,0.7144292382478042,0.2734766063617246,3.0179999999999723
69,v2xcl_rol,up,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.1251212415130941,3.3803636981129395,0.2311666585438466,0.9135770638890321,0.6071071851801233,0.16962524654832348,3.2234239909902516,0.5436890874805117,0.7155996243716511,0.27041018033031583,2.9470000000000027
70,v2xcl_rol,up,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.11154219204655674,3.433265146206438,0.18594729907448057,0.9376400227833681,0.6958571999567786,0.16962524654832348,3.1938367740239917,0.5755902230746008,0.6932449041595315,0.24316886384662845,6.744000000000028
71,v2xcl_rol,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.14244186046511628,3.378709397880482,0.23898679742683793,0.9364695030554595,0.7384322986341778,0.16962524654832348,3.2699215825759316,0.6111178479570841,0.7095647130309893,0.2646162497238007,18.07899999999995
72,v2xcl_rol,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.11531007751937984,3.4431057748265683,0.17677081340126674,0.9529577438861634,0.7154251487308136,0.16962524654832348,3.229212201383065,0.5796399555950755,0.7160070154118102,0.26023617507802704,24.94399999999999
73,v2xcl_rol,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.11918604651162791,3.4280243942910387,0.20893780146695806,0.9334835922616652,0.662702608697929,0.16962524654832348,3.263934673182806,0.6020112838447249,0.7096337623598299,0.2670225043187519,26.229000000000003
74,v2xcl_rol,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.1251212415130941,3.406047537297656,0.22977493680946579,0.9221540418364015,0.6363737694836548,0.16962524654832348,3.2537055320791635,0.5884681342587114,0.7135350494393194,0.27344868360469593,21.496000000000038
75,v2xcl_rol,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.11154219204655674,3.445654717109308,0.17504652534407958,0.9498006455287641,0.7105016672665676,0.16962524654832348,3.2245417462182244,0.6075781620957277,0.7024457272275313,0.2585831329868327,22.42700000000002
76,v2x_freexp_altinf,up,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.14437984496124032,3.3097211358079153,0.25397634459525165,0.924639157235477,0.6132599036133267,0.15285996055226825,3.250929707773128,0.506735487184528,0.7121033459761914,0.24280286947887977,2.490000000000009
77,v2x_freexp_altinf,up,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.11918604651162791,3.412163097256203,0.19971892529439478,0.9306125734524672,0.6919352230483562,0.15285996055226825,3.272755945879025,0.48852780677389335,0.7059746892485635,0.24941375341103308,2.0249999999999773
78,v2x_freexp_altinf,up,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.13953488372093023,3.3292158712274347,0.228569641014639,0.927075513013013,0.7114252784856048,0.15285996055226825,3.272338623973841,0.49221685848555335,0.7310976754665965,0.2691318967772411,3.3310000000000173
79,v2x_freexp_altinf,up,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.13482056256062075,3.3498743448650394,0.23581059396029116,0.9123221602090525,0.7066275291952836,0.15285996055226825,3.2613984085045025,0.4871235773685438,0.7203650155845132,0.2870018692919832,2.40099999999984
80,v2x_freexp_altinf,up,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.11639185257032007,3.3886193793215673,0.19900241447541417,0.9417764361507501,0.5942640501138796,0.15285996055226825,3.200957381859969,0.48321712706048253,0.7226031769874949,0.2540112811077083,2.437999999999988
81,v2x_freexp_altinf,up,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.14437984496124032,3.356398913763001,0.2633730112920027,0.9345580578716548,0.6656144685240684,0.15285996055226825,3.3214092459946536,0.6246938403293804,0.6918772766532727,0.24601184856492278,12.421000000000006
82,v2x_freexp_altinf,up,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.11918604651162791,3.4558015717873873,0.19694530201550603,0.944091157083188,0.7214485549157239,0.15285996055226825,3.3221190923816395,0.6185895689324747,0.6907807277779864,0.2564957776787692,11.870000000000005
83,v2x_freexp_altinf,up,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.13953488372093023,3.3690489139441238,0.25754618127217566,0.9282876626626626,0.6986589324770456,0.15285996055226825,3.3421766060983313,0.600512708062797,0.7171805174809418,0.2790772276983628,12.053999999999974
84,v2x_freexp_altinf,up,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.13482056256062075,3.392124033076511,0.252194634777982,0.9255976384811433,0.7105996140293659,0.15285996055226825,3.324084184469437,0.621442348838904,0.6920800630891134,0.23154287150590866,8.810999999999922
85,v2x_freexp_altinf,up,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.11639185257032007,3.4432908511587685,0.20392095950286643,0.9491584339553604,0.655326421515359,0.15285996055226825,3.2724189368655474,0.6159096528349167,0.6909084081264787,0.26394053550943053,12.366
86,v2x_freexp_altinf,up,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.14437984496124032,1.0217743779599346,7.866261489918365,0.05233455197731954,0.07791130332718141,0.15285996055226825,1.1208454573686446,3.1844483950802585,0.2921476585677269,0.10057258337782697,59.179
87,v2x_freexp_altinf,up,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.11918604651162791,1.0392711087615403,8.51167799551564,0.048731295893817014,0.06324818537968205,0.15285996055226825,1.124831434275363,3.114048777004325,0.2915130121296331,0.10067820503019681,66.73900000000003
88,v2x_freexp_altinf,up,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.13953488372093023,1.0280887402309358,8.624144917595801,0.0664453516016016,0.07528657876709088,0.15285996055226825,1.1239809575700284,3.848448729985696,0.2809418303353487,0.09941768209662157,54.55200000000002
89,v2x_freexp_altinf,up,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.13482056256062075,1.0309913220494058,8.53989286777159,0.07005113398070781,0.07264560408042316,0.15285996055226825,1.1243268733200376,3.3894704371807456,0.29013857073115773,0.10033650117116075,56.839
90,v2x_freexp_altinf,up,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.11639185257032007,1.0567225447197097,8.163014596553369,0.05371844127332601,0.06218782461168137,0.15285996055226825,1.142416547195433,3.13962409933744,0.2875511660220061,0.10003263539200434,58.889999999999986
91,v2x_freexp_altinf,up,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.14437984496124032,3.308299549769259,0.24995158621521987,0.9264177187288606,0.6253509752445776,0.15285996055226825,3.239753696826606,0.5157075762095837,0.7034361034961883,0.23871184514708393,3.387999999999977
92,v2x_freexp_altinf,up,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.11918604651162791,3.4195615086148594,0.20182607938621241,0.9310418846762725,0.674773629572192,0.15285996055226825,3.255370215259333,0.48063365556643955,0.7060347741184423,0.2567964382895392,2.828000000000003
93,v2x_freexp_altinf,up,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.13953488372093023,3.3229029028056867,0.23417537306938974,0.926172266016016,0.6849225111566064,0.15285996055226825,3.2659786572510274,0.4838645629998251,0.7196439971459687,0.2667221063906218,3.370999999999981
94,v2x_freexp_altinf,up,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.13482056256062075,3.3404385363481763,0.2389205309977338,0.9092573474852406,0.6943576627250716,0.15285996055226825,3.2727961430614543,0.4810835520476779,0.7274888279695069,0.26839201975293253,2.812000000000012
95,v2x_freexp_altinf,up,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.11639185257032007,3.398253830845544,0.20724724574601097,0.9398097328942554,0.5660917480457209,0.15285996055226825,3.248255743686956,0.47946397758279247,0.7162116489541477,0.2531941204862727,3.6420000000000528
