mg_id,indicator,direction,model,hp_set_id,lambda_l1,lambda_l2,eta,nrounds,cv_pos_rate,cv_brier,cv_log_loss,cv_auc_roc,cv_auc_pr,test_pos_rate,test_brier,test_log_loss,test_auc_roc,test_auc_pr,time
96,v2x_freexp_altinf,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.14437984496124032,3.329585271243962,0.24527730642517565,0.9369598759567369,0.6380600157454586,0.15285996055226825,3.3305982281227684,0.5410623635902224,0.70637275151151,0.26050729341251627,22.80600000000004
97,v2x_freexp_altinf,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.11918604651162791,3.432031822731792,0.19958274979567833,0.9343064387739587,0.6990847571411931,0.15285996055226825,3.2854349214576066,0.534253244243759,0.6943482669270344,0.23883188260408536,22.494000000000028
98,v2x_freexp_altinf,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.13953488372093023,3.343571928100536,0.23775107667777376,0.9258711836836837,0.6970444688252614,0.15285996055226825,3.295922276696587,0.5129305982730104,0.7176424199181344,0.2751277647098797,25.007999999999996
99,v2x_freexp_altinf,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.13482056256062075,3.3643699184870393,0.24142711514575832,0.9151288834403329,0.6991847507097764,0.15285996055226825,3.3038384096981925,0.5136134269718435,0.7194186788839235,0.25689875157259173,22.168000000000006
100,v2x_freexp_altinf,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.11639185257032007,3.418039670834042,0.19281207914424753,0.9498627881448958,0.6227223231033254,0.15285996055226825,3.2776503886873636,0.5157093096090114,0.7091441661346652,0.2836911639149927,22.425999999999988
101,v2x_horacc_osp,up,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.10755813953488372,3.4755624193054153,0.20091039120307327,0.9279083643904491,0.6317344787153377,0.16962524654832348,3.305348856536505,0.6398552168085831,0.7045448268242832,0.27437883549513825,2.372000000000014
102,v2x_horacc_osp,up,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.10174418604651163,3.520031662497596,0.18149272496639915,0.9421585246827965,0.6726124636642592,0.16962524654832348,3.305875035507096,0.6420493774747754,0.7109249848091477,0.2796041156648081,1.8099999999999454
103,v2x_horacc_osp,up,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.10174418604651163,3.4895468860744683,0.1833579250209767,0.941182513998048,0.6283919432723903,0.16962524654832348,3.2953409018181508,0.6267852290478075,0.7038336187372258,0.27758394898883487,2.333
104,v2x_horacc_osp,up,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.0979631425800194,3.5011435757811817,0.18549264734574167,0.9268604279782817,0.6347429966819917,0.16962524654832348,3.3013675446662463,0.6275227669157099,0.7052629398442247,0.2689146269970936,1.84699999999998
105,v2x_horacc_osp,up,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.10281280310378274,3.503963932222869,0.18921285426476292,0.9381744008159102,0.6379694244256234,0.16962524654832348,3.302851705646413,0.6371827433611831,0.6930757333038723,0.25420985824717157,2.0630000000000166
106,v2x_horacc_osp,up,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.10755813953488372,3.511041130332791,0.22942578387534057,0.9312243839931136,0.6459299526368704,0.16962524654832348,3.344540735765576,0.8486919379542975,0.6782439374689277,0.24482094359061113,8.761999999999944
107,v2x_horacc_osp,up,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.10174418604651163,3.5472062874103854,0.2110086812279657,0.9377099707196794,0.6693637770298242,0.16962524654832348,3.3540355420332197,0.8089721975803196,0.701209744241286,0.273742668229459,12.369
108,v2x_horacc_osp,up,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.10174418604651163,3.5226025042647415,0.19693938201930136,0.9416345610520368,0.6441702364429573,0.16962524654832348,3.331578867004393,0.7669668429425097,0.6872479699497321,0.2727399225601731,10.409999999999968
109,v2x_horacc_osp,up,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.0979631425800194,3.5300729915538107,0.19041501087292878,0.9369956350473757,0.6544030823498587,0.16962524654832348,3.3368417490648463,0.7722991903715546,0.702790973871734,0.27139710602802836,11.715999999999951
110,v2x_horacc_osp,up,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.10281280310378274,3.5329465537580282,0.20632477855430972,0.9333401325854156,0.673790406307788,0.16962524654832348,3.3409695419755887,0.7793943116518683,0.6853698282052698,0.2562110840813551,12.721000000000004
111,v2x_horacc_osp,up,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.10755813953488372,3.4237091064440195,0.18210626876698727,0.9398078860619578,0.6487135497814648,0.16962524654832348,3.0925403774420968,0.4389885032160184,0.7051766281831741,0.2621335628372145,47.212999999999965
112,v2x_horacc_osp,up,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.10174418604651163,3.4537207738760625,0.16342863652114642,0.9565726614270303,0.6506817960862432,0.16962524654832348,3.0984920417876025,0.4340530330061482,0.711363448047285,0.273726809574299,60.31
113,v2x_horacc_osp,up,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.10174418604651163,3.434017872628124,0.1611375251352101,0.9556428828273489,0.639057715308038,0.16962524654832348,3.084098002418874,0.4352316974672081,0.7052284151798045,0.2692162322406836,55.738999999999976
114,v2x_horacc_osp,up,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.0979631425800194,3.4380294854259845,0.16817503540012774,0.9448738422229319,0.6445350449344741,0.16962524654832348,3.0834543455687453,0.4340329643302115,0.7062123681157819,0.26346513851481523,53.79899999999998
115,v2x_horacc_osp,up,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.10281280310378274,3.4506940020627255,0.16960414971415494,0.9515145334013259,0.6475130635916249,0.16962524654832348,3.0765551275634695,0.43547587214703926,0.7026563276804949,0.2613541482751158,54.17400000000009
116,v2x_horacc_osp,up,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.10755813953488372,3.4751321797178054,0.20470439926469802,0.9268030245228942,0.6292543277074598,0.16962524654832348,3.2960852583455544,0.6097277229397775,0.7131207534662763,0.2795016372935393,3.0289999999999964
117,v2x_horacc_osp,up,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.10174418604651163,3.5179321350296475,0.18747059807202254,0.9377716134997688,0.6507530838883291,0.16962524654832348,3.313402118289658,0.6441493211317957,0.69739131635640506,0.2613125372025097,2.9259999999999877
118,v2x_horacc_osp,up,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.10174418604651163,3.486908963002704,0.18007640999974803,0.9470180305131761,0.6100533976996025,0.16962524654832348,3.2948668352054336,0.6238383979083935,0.707672761420759,0.2853219726211414,2.9150000000000205
119,v2x_horacc_osp,up,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.0979631425800194,3.5029335782167306,0.17950376480306982,0.931768338124135,0.6563010501930325,0.16962524654832348,3.281001501268058,0.626183078394696,0.7029014527978787,0.26236935192348515,3.5360000000000014
120,v2x_horacc_osp,up,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.10281280310378274,3.503722640646163,0.1871385340925281,0.9348087710351861,0.657809410769184,0.16962524654832348,3.2920200805370152,0.6311649989872238,0.6955062696790587,0.26112243284587844,3.549000000000092
121,v2x_horacc_osp,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.10755813953488372,3.4905562426433505,0.20254175852950554,0.931439582905381,0.6389743327804402,0.16962524654832348,3.3310881552543736,0.6868885682802798,0.6969079710545214,0.2644081040226799,18.761999999999944
122,v2x_horacc_osp,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.10174418604651163,3.530024091158703,0.1880871491523738,0.9448399856166847,0.646116308667954,0.16962524654832348,3.335194356434072,0.6898815141736307,0.7150817544053472,0.2916278026374955,22.24200000000002
123,v2x_horacc_osp,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.10174418604651163,3.4997887679933766,0.179859408897554,0.9495762058868855,0.6294804972291297,0.16962524654832348,3.3126093929267606,0.6739989543496582,0.6901894713583384,0.25889350042941695,21.805000000000007
124,v2x_horacc_osp,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.0979631425800194,3.515331686607649,0.1791704551165515,0.938816139678484,0.6566947156992483,0.16962524654832348,3.3164245219078503,0.6609357877149235,0.7031016958515163,0.27304789901300397,27.692999999999998
125,v2x_horacc_osp,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.10281280310378274,3.514664606237667,0.19155729157020313,0.9368587455379909,0.6500729181485627,0.16962524654832348,3.317194294479852,0.6701373798302074,0.6943255261558857,0.2621545867132106,22.199000000000012
126,v2x_pubcorr,up,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.08527131782945736,3.6077887547631273,0.19463830385140618,0.9160126155624037,0.5477009577649008,0.26429980276134124,2.9640791754459306,0.806578655875637,0.6572316033772158,0.4245981482970436,2.472999999999999
127,v2x_pubcorr,up,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.08527131782945736,3.6010317380280674,0.2088918364665834,0.8954521379044684,0.49760071375481196,0.26429980276134124,2.935226775204828,0.762559430054708,0.6774738906006162,0.4242214509261139,2.3940000000000055
128,v2x_pubcorr,up,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.08624031007751938,3.5906873835203954,0.2255023804584602,0.8937290740762805,0.4177004807074092,0.26429980276134124,2.9354857573280384,0.7896744976452169,0.6542655355928134,0.40457138945392734,2.798000000000002
129,v2x_pubcorr,up,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.06886517943743937,3.6186404867076964,0.16968038891287646,0.9162411971830986,0.40701006589991545,0.26429980276134124,2.9189392622512997,0.7970385101520102,0.6379846744828138,0.3863611535611649,2.1720000000000255
130,v2x_pubcorr,up,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.07371483996120272,3.634825876206778,0.14220133908993604,0.9547258197850648,0.5796925359697767,0.26429980276134124,2.9381504186844674,0.7920572871678088,0.6544681085190669,0.4133215286841917,2.475999999999999
131,v2x_pubcorr,up,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.08527131782945736,3.639397815715291,0.19436441909800733,0.9386315485362096,0.6222370548018646,0.26429980276134124,3.0164837565257,1.0359357589971954,0.6259603457244608,0.3945434403919896,10.503999999999962
132,v2x_pubcorr,up,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.08527131782945736,3.625762248807708,0.2282008413464265,0.9121003466872111,0.48601231370075776,0.26429980276134124,3.025802310466186,0.9770563693547166,0.6508092913448842,0.4292515723362292,11.786999999999978
133,v2x_pubcorr,up,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.08624031007751938,3.6138820206543016,0.25086185223300433,0.8910720030502699,0.44591955916948534,0.26429980276134124,3.0091073269493633,0.9921054361000116,0.6500490176463527,0.4026788602349587,11.060999999999979
134,v2x_pubcorr,up,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.06886517943743937,3.644841694823682,0.1775578624393926,0.9180751173708921,0.456024579545674,0.26429980276134124,2.9715940473792917,0.9567439264337759,0.6303269176903685,0.40985027005645785,12.526999999999987
135,v2x_pubcorr,up,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.07371483996120272,3.6686191881048282,0.1600607446932778,0.9515982364287683,0.5681547924947594,0.26429980276134124,3.020393047182093,0.9897695199546416,0.6550408146932896,0.40348026188479696,10.84699999999998
136,v2x_pubcorr,up,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.08527131782945736,3.5317523812771427,0.16528935086049318,0.9359049980739599,0.5966616987332554,0.26429980276134124,2.6999012238677174,0.6050264275047915,0.6321500740266496,0.37987086740973697,61.39499999999998
137,v2x_pubcorr,up,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.08527131782945736,3.5331382360209176,0.17683627697434665,0.9198346013097073,0.5163200573458979,0.26429980276134124,2.692953365947666,0.5978919998653557,0.6445370333319995,0.3828308656391835,64.741
138,v2x_pubcorr,up,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.08624031007751938,3.524070937616882,0.1808652372557967,0.9228972797788554,0.49028083654852816,0.26429980276134124,2.6839342034291986,0.6008618660666764,0.638932515705654,0.3674953680316045,58.533000000000015
139,v2x_pubcorr,up,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.06886517943743937,3.5541847902030153,0.15631658287536754,0.9285724765258216,0.4178362752635983,0.26429980276134124,2.676149482610797,0.5991159451077407,0.6322050938337801,0.3716478094744393,60.68700000000001
140,v2x_pubcorr,up,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.07371483996120272,3.5737430364076066,0.1330994076512845,0.9614907688068338,0.5938125342559346,0.26429980276134124,2.6770097344570405,0.5927284285071455,0.642426273458445,0.3864245208939772,61.152000000000044
141,v2x_pubcorr,up,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.08527131782945736,3.6073056874744998,0.1934425525821645,0.9137013674884438,0.5569301738373457,0.26429980276134124,2.965712912737592,0.81054981566526,0.6545806490336521,0.4204791694254294,2.2140000000000555
142,v2x_pubcorr,up,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.08527131782945736,3.5934151181914356,0.21088396650070337,0.8953197226502311,0.4565165568320728,0.26429980276134124,2.9594260002333073,0.7754645815938029,0.6748729542635349,0.43177952411429776,2.9589999999999463
143,v2x_pubcorr,up,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.08624031007751938,3.5834700699138646,0.2216723119716298,0.8899281518462473,0.43076711935879725,0.26429980276134124,2.9230189020066586,0.8011613986388424,0.6430815093433636,0.3798585823577221,3.2029999999999745
144,v2x_pubcorr,up,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.06886517943743937,3.6159554697132164,0.17084217281964162,0.9076657863849765,0.41323765658447653,0.26429980276134124,2.9443108341443796,0.7721726293603063,0.6636839262134369,0.41969663370183624,3.0260000000000105
145,v2x_pubcorr,up,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.07371483996120272,3.627002964657891,0.14726733028119202,0.949738219895288,0.5492479238434081,0.26429980276134124,2.9531785935875536,0.7888668952951648,0.6571565763674923,0.42314875066032653,2.937999999999988
146,v2x_pubcorr,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.08527131782945736,3.6146613858188186,0.19815217244958858,0.9136411787365177,0.552446130873657,0.26429980276134124,2.983945697795077,0.8704343825183841,0.6401554559641471,0.38660664177888726,21.600000000000023
147,v2x_pubcorr,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.08527131782945736,3.5999643085161774,0.21295728221089327,0.9008450500770416,0.4654233714999123,0.26429980276134124,2.9611233280985214,0.8017435581351625,0.6645842503301188,0.4504991370600629,24.33099999999999
148,v2x_pubcorr,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.08624031007751938,3.5977999003724417,0.21811175154058982,0.8959214555506572,0.46939738284816995,0.26429980276134124,2.9538661916819544,0.8385880472217454,0.6353037093353607,0.3776616682638287,22.601
149,v2x_pubcorr,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.06886517943743937,3.635390513290332,0.15694481525001872,0.9257775821596244,0.4737625902767719,0.26429980276134124,2.9426341902588047,0.821733065288357,0.6478982433676124,0.3966011956956298,28.232999999999997
150,v2x_pubcorr,up,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.07371483996120272,3.6412125944419413,0.1430794789924405,0.9543124827776247,0.5690203575749468,0.26429980276134124,2.962249798429775,0.8267445413882761,0.6452823016285862,0.4168460972477587,22.391999999999996
151,v2x_veracc_osp,down,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.05232558139534884,3.7556896753058635,0.1356301050390613,0.9290691509505415,0.5679550867177848,0.06607495069033531,3.7682374961128535,0.3509396483312209,0.7348421566927769,0.18169139180172672,2.3740000000000236
152,v2x_veracc_osp,down,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.05813953488372093,3.7458923739306016,0.13113819175963282,0.9329903978052125,0.6967836639247345,0.06607495069033531,3.773214490719852,0.3557842972746423,0.7363079008337405,0.17302331567045184,2.315999999999974
153,v2x_veracc_osp,down,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.05135658914728682,3.755815208563579,0.12770240066036737,0.9340875363771273,0.5953030748508948,0.06607495069033531,3.761990280955626,0.3258732689443673,0.7534712919037337,0.23597117409051505,2.4739999999999895
154,v2x_veracc_osp,down,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.049466537342386034,3.770271201652747,0.13278356901799093,0.942156862745098,0.5399002718513783,0.06607495069033531,3.7774640671678665,0.37957212704571747,0.6997746221374648,0.17149470827673557,2.1860000000000355
155,v2x_veracc_osp,down,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.058195926285160036,3.7565348354605197,0.1598914377123771,0.9255750085822176,0.5744636390647537,0.06607495069033531,3.766731419089707,0.36029869578676305,0.7179624580371637,0.1961597196539492,2.42
156,v2x_veracc_osp,down,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.05232558139534884,3.758844331177425,0.14513883393691168,0.9318526092554722,0.5725570622327544,0.06607495069033531,3.774617935952736,0.36066368701713863,0.7627858595092121,0.23175953606836472,8.664000000000101
157,v2x_veracc_osp,down,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.05813953488372093,3.74881055817925,0.13706669552067371,0.9357338820301783,0.6946019267324138,0.06607495069033531,3.763776171716662,0.3672595350535335,0.7556462670806474,0.1939261356184946,10.947000000000031
158,v2x_veracc_osp,down,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.05135658914728682,3.7661701261996408,0.14427477815134476,0.9425482298070808,0.5667323107187919,0.06607495069033531,3.7632605718861996,0.3534813726146464,0.7613831581269996,0.19391633487886395,11.49799999999999
159,v2x_veracc_osp,down,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.049466537342386034,3.778929133257653,0.14150356439428852,0.945078031212485,0.5458026355181179,0.06607495069033531,3.764582665306623,0.4103799258069487,0.7096092925026399,0.148850576327389,8.518000000000029
160,v2x_veracc_osp,down,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.058195926285160036,3.753987456966341,0.17135501794700364,0.9296429797459663,0.5540410938495618,0.06607495069033531,3.7739032635138603,0.36401318760886864,0.7703667512490346,0.20590387683993144,9.80299999999994
161,v2x_veracc_osp,down,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.05232558139534884,3.6859558792999167,0.111383993681604,0.9479000984624706,0.46711479517924487,0.06607495069033531,3.5681312238215512,0.21299186966581068,0.7736134533247175,0.2179685705730456,41.88499999999999
162,v2x_veracc_osp,down,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.05813953488372093,3.6838941580201805,0.10634002986828209,0.9528377914951989,0.6580597806009846,0.06607495069033531,3.566684099988846,0.21318169457783642,0.7748349067755205,0.2041323118077522,43.82499999999999
163,v2x_veracc_osp,down,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.05135658914728682,3.682166172617004,0.10570522285757618,0.9571183533447685,0.5030603369985058,0.06607495069033531,3.54951515831959,0.2142951083063295,0.777175369194156,0.202916459339049,46.44
164,v2x_veracc_osp,down,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.049466537342386034,3.7057912416143193,0.11467457801136935,0.9285814325730292,0.5169568172292859,0.06607495069033531,3.5791017689721785,0.21897184162461308,0.7560087629434664,0.17953989294731587,41.26599999999999
165,v2x_veracc_osp,down,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.058195926285160036,3.681829391580891,0.12816034110810517,0.9308959835221421,0.5359387516107006,0.06607495069033531,3.5737605084854813,0.2140369393376539,0.7683730240035304,0.2088569335110556,46.14699999999999
166,v2x_veracc_osp,down,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.05232558139534884,3.754243653801955,0.12712366320373927,0.9387260471105052,0.5821145121711551,0.06607495069033531,3.7691094507467,0.3181197664984406,0.7687118788318177,0.2306536677511865,2.8730000000000473
167,v2x_veracc_osp,down,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.05813953488372093,3.743879749162942,0.12757176689081018,0.937517146776406,0.6780627763993974,0.06607495069033531,3.76108111306236,0.3321533175063289,0.7492474270674084,0.18477699022771918,2.812000000000012
168,v2x_veracc_osp,down,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.05135658914728682,3.754845763540947,0.12210076343174196,0.9421435041532561,0.5947798201033389,0.06607495069033531,3.7482088331137793,0.2970223055911847,0.77515800091412,0.2668625275102004,5.953999999999951
169,v2x_veracc_osp,down,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.049466537342386034,3.7706350307644043,0.12590413908639972,0.9493997599039616,0.5745163084738841,0.06607495069033531,3.766923084189759,0.34916324770546686,0.7191917918328106,0.16765078648851192,3.2280000000000086
170,v2x_veracc_osp,down,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.058195926285160036,3.7479312764631647,0.15935002627000236,0.9244936491589427,0.5475268571773013,0.06607495069033531,3.766303527821534,0.32216028342370734,0.7585147126038235,0.24105693929499603,2.5850000000000364
171,v2x_veracc_osp,down,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.05232558139534884,3.7497200861851256,0.13206720382325,0.9359993940771036,0.5530601904625321,0.06607495069033531,3.764074613179731,0.31168596130469417,0.7750476760863055,0.2405666201157393,23.470000000000027
172,v2x_veracc_osp,down,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.05813953488372093,3.740875177275491,0.12434503258461463,0.9396433470507545,0.6924025628739553,0.06607495069033531,3.7652373821481344,0.32413814177995626,0.7671200491733519,0.22156538206935847,24.705000000000013
173,v2x_veracc_osp,down,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.05135658914728682,3.7586609982527603,0.12308152031759888,0.9431071366623625,0.59632624999386,0.06607495069033531,3.7514776322161163,0.3175833811261781,0.7586092767419502,0.1984579595396312,22.514999999999986
174,v2x_veracc_osp,down,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.049466537342386034,3.772027791068984,0.12351907988024104,0.9474589835934374,0.5771889884298428,0.06607495069033531,3.7641868329514487,0.34062457250252165,0.7368122429037495,0.16031682334087535,21.369000000000028
175,v2x_veracc_osp,down,xgboost_2023,run-11_xgboost_2023,NA,NA,0.1,200,0.058195926285160036,3.749582644373753,0.1542301118751103,0.9319258496395468,0.568332284343898,0.06607495069033531,3.7643312009588814,0.3207645404424496,0.7610206622641806,0.21977120691893304,23.037000000000006
176,v2xcs_ccsi,down,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.06298449612403101,3.6663633044195993,0.11341539168975763,0.9593827062286214,0.6065285753832023,0.23274161735700197,3.035386531196285,0.8074100609275908,0.6972354145788855,0.37761159658175336,1.5349999999999682
177,v2xcs_ccsi,down,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.05717054263565891,3.7117610288975444,0.13146243676195926,0.9418015224624174,0.5148422033669384,0.23274161735700197,3.0441443328871762,0.820454634999006,0.6759999564289138,0.37566215554892424,1.6639999999999873
178,v2xcs_ccsi,down,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.07751937984496124,3.632032373545927,0.1584220285972385,0.9364233193277312,0.6073245192315585,0.23274161735700197,3.024275864765707,0.8292629026674425,0.6877205786240251,0.3645706599438124,2.7630000000000337
179,v2xcs_ccsi,down,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.06983511154219205,3.6764341335770796,0.13377734226195767,0.9597381531688102,0.6243483907567976,0.23274161735700197,3.06287327091445,0.8204900315628217,0.6900952028234064,0.377988168508829,2.4220000000000255
180,v2xcs_ccsi,down,lightgbm_default,run-11_lightgbm_default,NA,NA,NA,NA,0.06498545101842872,3.703621001329179,0.12232607594193032,0.9593732581903759,0.6920130393392636,0.23274161735700197,3.0364507234798213,0.8177508452872463,0.6778789595224609,0.36570127417084813,1.5900000000000318
181,v2xcs_ccsi,down,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.06298449612403101,3.692629368324266,0.10241779606641636,0.9681966430673773,0.6907327322310957,0.23274161735700197,3.052566687196658,0.990683950968598,0.66775412836042,0.36078785621675175,12.702000000000002
182,v2xcs_ccsi,down,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.05717054263565891,3.73430335890243,0.143013772333231,0.9374814918041354,0.5581704776679854,0.23274161735700197,3.0644707562957643,0.9431813813577736,0.6816805367957823,0.3826941883855053,11.973000000000013
183,v2xcs_ccsi,down,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.07751937984496124,3.6480653166613877,0.16797884142499678,0.9388261554621848,0.6389898065749267,0.23274161735700197,3.0561520481989874,0.9956285468484583,0.6775630691473139,0.34922262132104737,12.204000000000008
184,v2xcs_ccsi,down,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.06983511154219205,3.6887827680199985,0.14442762542724952,0.9636195110647665,0.6539165377176458,0.23274161735700197,3.080218732586605,0.9841029952075142,0.671631955034639,0.3583389322238946,11.272999999999968
185,v2xcs_ccsi,down,xgboost_default,run-11_xgboost_default,NA,NA,NA,NA,0.06498545101842872,3.714626021273447,0.11258095205867792,0.9692512541029293,0.7495628218458411,0.23274161735700197,3.0497188291069928,0.9629083115036127,0.6738159557317764,0.3503158358541589,14.247
186,v2xcs_ccsi,down,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.06298449612403101,3.607307327084036,0.10897013715375141,0.9720626839551348,0.661902588461815,0.23274161735700197,2.825126259252919,0.5414779618660357,0.7028805934381944,0.3783040629077815,72.08100000000002
187,v2xcs_ccsi,down,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.05717054263565891,3.65749700435087,0.12004815889366198,0.9425157210793109,0.5352679729438047,0.23274161735700197,2.8189658224657985,0.5417196815415958,0.6975131802535838,0.37669528193812246,51.312
188,v2xcs_ccsi,down,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.07751937984496124,3.5646861585619134,0.16947888311587342,0.9436318277310924,0.6163149424043103,0.23274161735700197,2.823780561957649,0.5431749479376783,0.6993622282253497,0.37382898716136176,53.422000000000025
189,v2xcs_ccsi,down,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.06983511154219205,3.615453331505467,0.12449596890865951,0.9606867686247249,0.6045487624703937,0.23274161735700197,2.837216483208385,0.543750970758893,0.6968269356455057,0.374592801144478,48.44399999999999
190,v2xcs_ccsi,down,ranger_2022,run-11_ranger_2022,NA,NA,NA,NA,0.06498545101842872,3.6379704422506127,0.11069406054987406,0.9622298259738651,0.7550523197651917,0.23274161735700197,2.823253350435014,0.5422022037407016,0.6945721319332491,0.3694839640817106,48.99799999999999
191,v2xcs_ccsi,down,lightgbm_2023,run-11_lightgbm_2023,0.1,0.1,NA,NA,0.06298449612403101,3.6692821081708846,0.1102792448746866,0.9601304589929203,0.6549749199055928,0.23274161735700197,3.0071992009823774,0.8106790961219592,0.6889351226526077,0.37278877693000984,2.727999999999952
