mg_id,indicator,direction,model,hp_set_id,lambda_l1,lambda_l2,cv_pos_rate,cv_brier,cv_log_loss,cv_auc_roc,cv_auc_pr,test_pos_rate,test_brier,test_log_loss,test_auc_roc,test_auc_pr,time
30,v2xcs_ccsi,up,xgboost_default,run-01_xgboost_default,NA,NA,0.13579049466537343,3.3741294179150447,0.24251670491257432,0.9284030784030785,0.6763737572993446,0.1814595660749507,3.2756512597029075,0.7680215865994796,0.6607386066003144,0.2773770061519763,10.317999999999984
31,v2xcs_ccsi,up,ranger_2022,run-01_ranger_2022,NA,NA,0.11337209302325581,3.3627840543183143,0.20103464089499434,0.92970435757321,0.5876749912409878,0.1814595660749507,2.9719246870743325,0.44638772101015367,0.7045966474594029,0.33607950675724607,21.16900000000001
32,v2xcs_ccsi,up,ranger_2022,run-01_ranger_2022,NA,NA,0.14050387596899225,3.2546545181619897,0.20775515069088438,0.9497142634995918,0.6875161544846103,0.1814595660749507,2.982519161247483,0.44530447148119756,0.7029432949188057,0.3092948619092337,54.07000000000005
33,v2xcs_ccsi,up,ranger_2022,run-01_ranger_2022,NA,NA,0.13662790697674418,3.2721968084851425,0.22966974344602736,0.9279835390946503,0.6078656172313011,0.1814595660749507,2.991419977977055,0.4506951460887432,0.7012702985856469,0.32428019281390097,54.44900000000001
34,v2xcs_ccsi,up,ranger_2022,run-01_ranger_2022,NA,NA,0.12900096993210475,3.259276662399158,0.2342935734110357,0.9147395214093139,0.5452482612597198,0.1814595660749507,2.9946306935224603,0.45123794944914075,0.6961727344159245,0.3239280213508266,21.342
35,v2xcs_ccsi,up,ranger_2022,run-01_ranger_2022,NA,NA,0.13579049466537343,3.2702629674481165,0.21420261141755184,0.9401595318261985,0.6744426497855214,0.1814595660749507,2.9822129737056287,0.44524187554835976,0.7020331325301205,0.3247865327470443,53.72399999999999
36,v2xcs_ccsi,up,lightgbm_2023,run-01_lightgbm_2023,0.1,0.1,0.11337209302325581,3.4196553324517414,0.23218258290080698,0.8968287328943066,0.5638773273243504,0.1814595660749507,3.2160179317220137,0.6165267008835169,0.6701119696176009,0.2938187709428763,3.3030000000000044
37,v2xcs_ccsi,up,lightgbm_2023,run-01_lightgbm_2023,0.1,0.1,0.14050387596899225,3.306653017633258,0.2139666575326155,0.9428760253469657,0.7109405668689268,0.1814595660749507,3.2386686975274186,0.6075204164740059,0.6814235201676271,0.30786994201679835,2.506999999999991
38,v2xcs_ccsi,up,lightgbm_2023,run-01_lightgbm_2023,0.1,0.1,0.13662790697674418,3.326861965576576,0.26847078455654083,0.9009878135173643,0.5573892146747714,0.1814595660749507,3.2194851304991685,0.6188602566851462,0.6637964903090623,0.30918146692507786,2.9209999999999994
39,v2xcs_ccsi,up,lightgbm_2023,run-01_lightgbm_2023,0.1,0.1,0.12900096993210475,3.308087992663949,0.26361423485239943,0.8884655960614231,0.5283715309937707,0.1814595660749507,3.242618477268164,0.6384253030159949,0.6634494499738083,0.2861787854501229,2.2700000000000102
40,v2xcs_ccsi,up,lightgbm_2023,run-01_lightgbm_2023,0.1,0.1,0.13579049466537343,3.325718613731991,0.23476138202132876,0.9242985409652077,0.646581631827287,0.1814595660749507,3.2078661608636865,0.6201909597711773,0.6674600576217915,0.2839816261569483,2.9690000000000083
41,v2xcl_rol,up,lightgbm_default,run-01_lightgbm_default,NA,NA,0.10852713178294573,3.4395550323179247,0.2110368932340314,0.9149650621118013,0.5938137338229502,0.16962524654832348,3.2430251725191193,0.5734706111665724,0.7016689222780754,0.25578720883015604,2.01400000000001
42,v2xcl_rol,up,lightgbm_default,run-01_lightgbm_default,NA,NA,0.1308139534883721,3.3765586512794123,0.21138293456702978,0.936896651389405,0.7104994892164701,0.16962524654832348,3.2294032746971486,0.5490976352125505,0.7147710324255648,0.26663598944346356,2.5379999999999967
43,v2xcl_rol,up,lightgbm_default,run-01_lightgbm_default,NA,NA,0.12790697674418605,3.405860212553315,0.2544709293296126,0.9099579124579125,0.5782631223373264,0.16962524654832348,3.233973448110571,0.5526712615813605,0.7125476440369,0.27058234475986925,2.2730000000000103
44,v2xcl_rol,up,lightgbm_default,run-01_lightgbm_default,NA,NA,0.11833171677982542,3.3801047851753125,0.22554316142729117,0.9170589190066548,0.5735742564095524,0.16962524654832348,3.2061368846035987,0.5502316977453005,0.7165732199083025,0.25542874361861956,2.155999999999999
45,v2xcl_rol,up,lightgbm_default,run-01_lightgbm_default,NA,NA,0.1280310378273521,3.3637293811110758,0.2125765543306172,0.9318350355613982,0.6783354102562943,0.16962524654832348,3.225675976178657,0.5638445096646543,0.7084012318400265,0.25857032769470556,2.5320000000000036
46,v2xcl_rol,up,xgboost_default,run-01_xgboost_default,NA,NA,0.10852713178294573,3.490556717426921,0.21765657572252978,0.9312402950310559,0.6476540649143596,0.16962524654832348,3.2973243015475835,0.7095908436822785,0.7084530188366569,0.26219909775567457,10.48399999999998
47,v2xcl_rol,up,xgboost_default,run-01_xgboost_default,NA,NA,0.1308139534883721,3.4234848632444157,0.22257934246150568,0.9399892646269458,0.725303814258678,0.16962524654832348,3.2718119402848265,0.7034900770590289,0.7163936916533171,0.26987639612571884,10.028999999999996
48,v2xcl_rol,up,xgboost_default,run-01_xgboost_default,NA,NA,0.12790697674418605,3.4412849217525583,0.2794013825602808,0.9243771043771044,0.5968826178729107,0.16962524654832348,3.2641594767405806,0.6497712839997225,0.7356446445340551,0.289379923513288,33.929
49,v2xcl_rol,up,xgboost_default,run-01_xgboost_default,NA,NA,0.11833171677982542,3.4273084578392563,0.21642269176968432,0.9376273692943065,0.6327299455823714,0.16962524654832348,3.2800995444053447,0.6638379046571327,0.715454620781086,0.28663211506264064,15.634
50,v2xcl_rol,up,xgboost_default,run-01_xgboost_default,NA,NA,0.1280310378273521,3.4121972710434236,0.222178061646585,0.9334951292682104,0.7227114548052441,0.16962524654832348,3.251106292094488,0.6868095558340583,0.709778765950395,0.26821287007629674,31.323999999999998
51,v2xcl_rol,up,ranger_2022,run-01_ranger_2022,NA,NA,0.10852713178294573,3.39946205139265,0.1839014408873917,0.9421972049689441,0.6336706698119895,0.16962524654832348,3.022380698791247,0.4331360959937661,0.6927512014583218,0.25561532965402134,54.15300000000002
52,v2xcl_rol,up,ranger_2022,run-01_ranger_2022,NA,NA,0.1308139534883721,3.333417069917028,0.1899764014285734,0.9513563730955036,0.734308017118411,0.16962524654832348,3.023583901921059,0.4346674482748972,0.6982993150306579,0.2618058679321508,24.349000000000046
53,v2xcl_rol,up,ranger_2022,run-01_ranger_2022,NA,NA,0.12790697674418605,3.354063892018261,0.20858628027260734,0.9418350168350168,0.6196595609914224,0.16962524654832348,3.0290290802204805,0.4304757410504719,0.702542396287908,0.2692110707774457,50.798
54,v2xcl_rol,up,ranger_2022,run-01_ranger_2022,NA,NA,0.11833171677982542,3.344814794781009,0.19013139458080885,0.94636061966852425,0.6277466800623753,0.16962524654832348,3.01749436836482,0.42713250465882946,0.7071652488537812,0.27339336900992656,52.22900000000004
55,v2xcl_rol,up,ranger_2022,run-01_ranger_2022,NA,NA,0.1280310378273521,3.3171572416474677,0.18994579434515788,0.9511072909293155,0.7407274839598774,0.16962524654832348,3.021931351278851,0.43349759012150285,0.6987757553996575,0.2614971794485217,56.54800000000003
56,v2xcl_rol,up,lightgbm_2023,run-01_lightgbm_2023,0.1,0.1,0.10852713178294573,3.445536849112042,0.2106364210632762,0.9133249223602484,0.6029285480604458,0.16962524654832348,3.2458333105769084,0.5653246234034844,0.6988724244600343,0.25145157178384525,2.6969999999999956
57,v2xcl_rol,up,lightgbm_2023,run-01_lightgbm_2023,0.1,0.1,0.1308139534883721,3.375264418061352,0.2134202539507981,0.9345307403278418,0.6894229164757174,0.16962524654832348,3.2368122741637526,0.564256392283689,0.7123370435839363,0.2622456985793307,3.0379999999999967
58,v2xcl_rol,up,lightgbm_2023,run-01_lightgbm_2023,0.1,0.1,0.12790697674418605,3.4014533384764167,0.2501310666813678,0.9179377104377104,0.5731870618192655,0.16962524654832348,3.2416271789146545,0.5463899135403743,0.7176572943710987,0.2735826285309463,2.703000000000001
59,v2xcl_rol,up,lightgbm_2023,run-01_lightgbm_2023,0.1,0.1,0.11833171677982542,3.3740633184953914,0.2246964885145941,0.9161211203087521,0.5791899246085547,0.16962524654832348,3.2285343975565746,0.5252344743040311,0.7283461304756118,0.28116543216776374,2.857
60,v2xcl_rol,up,lightgbm_2023,run-01_lightgbm_2023,0.1,0.1,0.1280310378273521,3.360633065751529,0.21821339019355354,0.9250345501735936,0.6864990841403777,0.16962524654832348,3.232236365299687,0.5527737650753659,0.7235472021211954,0.26493229647714095,2.843
61,v2x_freexp_altinf,up,lightgbm_default,run-01_lightgbm_default,NA,NA,0.11434108527131782,3.44304646706684,0.21681147307056703,0.9256295664429033,0.6058506999161803,0.15285996055226825,3.256621003742841,0.49681193274057195,0.7036426452363964,0.2598601170282579,2.1630000000000003
62,v2x_freexp_altinf,up,lightgbm_default,run-01_lightgbm_default,NA,NA,0.14825581395348839,3.2985729800413,0.20440348984404955,0.951095644932224,0.7604435222459918,0.15285996055226825,3.2717531238654574,0.5017531386152965,0.7120770588456194,0.24921822974036847,2.296999999999997
63,v2x_freexp_altinf,up,lightgbm_default,run-01_lightgbm_default,NA,NA,0.13565891472868216,3.360535837395369,0.25401327225495307,0.9121796925048046,0.636317646857889,0.15285996055226825,3.2639906671742835,0.4802563770450463,0.7279357091892298,0.27814179017664953,2.63600000000001
64,v2x_freexp_altinf,up,lightgbm_default,run-01_lightgbm_default,NA,NA,0.12221144519883609,3.3632944109977827,0.19986347847024147,0.9371218100499868,0.6745626855811138,0.15285996055226825,3.2511220110418475,0.4874089944087304,0.7105186075331406,0.248909291577175,1.9549999999999983
65,v2x_freexp_altinf,up,lightgbm_default,run-01_lightgbm_default,NA,NA,0.1338506304558681,3.3341719075631104,0.2077821632564993,0.9382232176185143,0.6893990133804905,0.15285996055226825,3.2752189798128835,0.5032167400968907,0.6988771639941417,0.2391047217131024,2.129000000000005
66,v2x_freexp_altinf,up,xgboost_default,run-01_xgboost_default,NA,NA,0.11434108527131782,3.4874915797712376,0.25479969220361626,0.9177391239847198,0.6151313243332134,0.15285996055226825,3.3324385181829586,0.6299392619364165,0.6982988471215592,0.26107720173376775,11.030000000000001
67,v2x_freexp_altinf,up,xgboost_default,run-01_xgboost_default,NA,NA,0.14825581395348839,3.3393516306306146,0.20298201152006573,0.9604645802196494,0.7675492579776251,0.15285996055226825,3.315990881921934,0.594866146284356,0.7044425250666566,0.26184660898143164,16.312000000000012
68,v2x_freexp_altinf,up,xgboost_default,run-01_xgboost_default,NA,NA,0.13565891472868216,3.418615329362874,0.28511889835728904,0.9145339525944908,0.6800181907618732,0.15285996055226825,3.3524772077900806,0.6217960266203787,0.715505651733073,0.26383839471594117,23.180000000000007
69,v2x_freexp_altinf,up,xgboost_default,run-01_xgboost_default,NA,NA,0.12221144519883609,3.419610572232292,0.2107107155493442,0.9438042620363062,0.6973108476321525,0.15285996055226825,3.340195775155496,0.6130499161932632,0.6968267678095309,0.25329231832051513,16.711000000000013
70,v2x_freexp_altinf,up,xgboost_default,run-01_xgboost_default,NA,NA,0.1338506304558681,3.3818410808857364,0.20330478381048359,0.9516772968498953,0.74422540077763,0.15285996055226825,3.3179020189834074,0.6018409716364824,0.7042772916744903,0.2461917078966985,10.341999999999985
71,v2x_freexp_altinf,up,ranger_2022,run-01_ranger_2022,NA,NA,0.11434108527131782,1.0364046151423798,8.700865481621554,0.06517727997626377,0.06108295157469659,0.15285996055226825,1.134400585361289,3.0810832904785856,0.29319914379060424,0.10079267329271603,122.005
72,v2x_freexp_altinf,up,ranger_2022,run-01_ranger_2022,NA,NA,0.14825581395348839,1.0162253546197493,7.459315097505106,0.04062102656762364,0.07951621001118248,0.15285996055226825,1.1263683182175048,3.3187103503349,0.28434038078786283,0.0997406281961706,50.40299999999996
73,v2x_freexp_altinf,up,ranger_2022,run-01_ranger_2022,NA,NA,0.13565891472868216,1.0176689577722364,8.664444379190542,0.062459961563100574,0.07296621339343896,0.15285996055226825,1.1215047092036317,3.1816399821932206,0.2846896240940328,0.09967017359048405,18.706
74,v2x_freexp_altinf,up,ranger_2022,run-01_ranger_2022,NA,NA,0.12221144519883609,1.0598428090844276,7.43175236260555,0.048973954222573,0.06526110895788265,0.15285996055226825,1.1236292301778439,3.193520582296935,0.28863269367982275,0.10018094507257813,17.062999999999988
75,v2x_freexp_altinf,up,ranger_2022,run-01_ranger_2022,NA,NA,0.1338506304558681,1.0391797082049785,8.581702075001568,0.04730837268935521,0.07150602048882412,0.15285996055226825,1.1327797826161192,3.1501623380602632,0.2888204588981937,0.10024749046423058,52.468999999999994
76,v2x_freexp_altinf,up,lightgbm_2023,run-01_lightgbm_2023,0.1,0.1,0.11434108527131782,3.447376753252005,0.21719389088828445,0.9227552572043171,0.6145237694344784,0.15285996055226825,3.2284217511850333,0.48682893226905305,0.7110405948402118,0.2534776087971072,3.1999999999999993
77,v2x_freexp_altinf,up,lightgbm_2023,run-01_lightgbm_2023,0.1,0.1,0.14825581395348839,3.288989715228891,0.20996304304868194,0.9498390178976407,0.7358276295769194,0.15285996055226825,3.2509448990920533,0.49472450429818693,0.7204025686281873,0.2511496349433971,3.029
78,v2x_freexp_altinf,up,lightgbm_2023,run-01_lightgbm_2023,0.1,0.1,0.13565891472868216,3.361680860748868,0.2531326047514938,0.9121796925048046,0.6471824571282265,0.15285996055226825,3.272860443492297,0.48679317692797863,0.7292650869352961,0.26302207125234545,2.5770000000000124
79,v2x_freexp_altinf,up,lightgbm_2023,run-01_lightgbm_2023,0.1,0.1,0.12221144519883609,3.3689545455143133,0.1919104865885491,0.9432824695255634,0.6944576131787292,0.15285996055226825,3.2424809499669047,0.4679412913894,0.7190769461864884,0.27291506056108955,2.7540000000000013
80,v2x_freexp_altinf,up,lightgbm_2023,run-01_lightgbm_2023,0.1,0.1,0.1338506304558681,3.3347302088251554,0.20679922563388214,0.9402924517584433,0.6839609008177778,0.15285996055226825,3.265252556621236,0.4874437184711572,0.7098651845732097,0.2539079203297205,2.7970000000000006
81,v2x_horacc_osp,up,lightgbm_default,run-01_lightgbm_default,NA,NA,0.08236434108527131,3.5592847304101034,0.1694629698758888,0.9333126281135474,0.5605848463028437,0.16962524654832348,3.309180481424892,0.630204613317872,0.7016723747445175,0.2649663295753983,1.6340000000000003
82,v2x_horacc_osp,up,lightgbm_default,run-01_lightgbm_default,NA,NA,0.09883720930232558,3.5194497434909504,0.17988959737487514,0.9399852414083913,0.5899140285687466,0.16962524654832348,3.287331876102288,0.6292746837181239,0.697260122631608,0.26124774256386374,2.426000000000002
83,v2x_horacc_osp,up,lightgbm_default,run-01_lightgbm_default,NA,NA,0.1182170542635659,3.459640696880235,0.24049803266277045,0.9131327688704738,0.6332803231806662,0.16962524654832348,3.3074523189162868,0.6322681565668338,0.7019934541236259,0.2769562977055391,2.023999999999994
84,v2x_horacc_osp,up,lightgbm_default,run-01_lightgbm_default,NA,NA,0.1066925315227934,3.4660613681970296,0.1751872131368647,0.9451189418616128,0.6870764474468984,0.16962524654832348,3.305166970065875,0.6354125631754783,0.6996423244766061,0.26105266804198013,2.463000000000001
85,v2x_horacc_osp,up,lightgbm_default,run-01_lightgbm_default,NA,NA,0.10572259941804074,3.4914669367453315,0.1993761637488336,0.929665266970487,0.646758340087051,0.16962524654832348,3.2864843076271795,0.6352898519456373,0.6992487433022151,0.2554116047331857,2.236000000000004
86,v2x_horacc_osp,up,xgboost_default,run-01_xgboost_default,NA,NA,0.08236434108527131,3.601747616216422,0.17446267118484957,0.9421206286104727,0.6403507474211276,0.16962524654832348,3.3581526512423325,0.828443697086747,0.6835676407225322,0.25512097182624316,10.047000000000025
87,v2x_horacc_osp,up,xgboost_default,run-01_xgboost_default,NA,NA,0.09883720930232558,3.5584457193955323,0.1761588638180054,0.9557242251739405,0.6584352737709401,0.16962524654832348,3.3446804611174,0.7910124619065092,0.6824835662597359,0.26284416006247197,11.162000000000006
88,v2x_horacc_osp,up,xgboost_default,run-01_xgboost_default,NA,NA,0.1182170542635659,3.50218351124647,0.27601889982915284,0.9179787425689065,0.6340579313862724,0.16962524654832348,3.349981199707663,0.8170353397198213,0.6958238965917252,0.2686435470135731,27.852999999999994
89,v2x_horacc_osp,up,xgboost_default,run-01_xgboost_default,NA,NA,0.1066925315227934,3.5018489820131444,0.1836962469583995,0.9492399565689468,0.7003965444572252,0.16962524654832348,3.345737161830137,0.8067981396788734,0.6879384632381373,0.25671022943348815,8.748000000000047
90,v2x_horacc_osp,up,xgboost_default,run-01_xgboost_default,NA,NA,0.10572259941804074,3.52833755298989,0.19941367677172608,0.9414515711755458,0.6983883317705845,0.16962524654832348,3.3527366305238884,0.7785636620031797,0.7009611666574601,0.2747957168529553,10.656999999999996
91,v2x_horacc_osp,up,ranger_2022,run-01_ranger_2022,NA,NA,0.08236434108527131,3.50382322812079,0.16139366634659166,0.9349773277843344,0.5577781794292815,0.16962524654832348,3.0841479765808857,0.4375992173131437,0.7003569850301055,0.26309989658629507,101.42000000000002
92,v2x_horacc_osp,up,ranger_2022,run-01_ranger_2022,NA,NA,0.09883720930232558,3.461509747608558,0.1584488634726237,0.959561458992199,0.6209695382135169,0.16962524654832348,3.073064559339481,0.4329116569328299,0.7065472573606585,0.2667421196991106,24.53200000000004
93,v2x_horacc_osp,up,ranger_2022,run-01_ranger_2022,NA,NA,0.1182170542635659,3.4111978336750313,0.1939588770368964,0.9441136732120339,0.6647691781911095,0.16962524654832348,3.0953797997133745,0.4379296982538598,0.7077210959509473,0.2642319309791683,20.353999999999985
94,v2x_horacc_osp,up,ranger_2022,run-01_ranger_2022,NA,NA,0.1066925315227934,3.413435533934587,0.16779233289080286,0.9524775441713552,0.6554350228458312,0.16962524654832348,3.0913965621815724,0.4385680301983813,0.7028358559354803,0.2668327246918876,17.22999999999996
95,v2x_horacc_osp,up,ranger_2022,run-01_ranger_2022,NA,NA,0.10572259941804074,3.4353138423111513,0.17867972199725252,0.9455511552468706,0.6549181979381785,0.16962524654832348,3.085102474154668,0.4368662595498637,0.7042686295089212,0.26297368675250854,118.838
96,v2x_horacc_osp,up,lightgbm_2023,run-01_lightgbm_2023,0.1,0.1,0.08236434108527131,3.5672380735092477,0.16950489525773774,0.9269271383315734,0.5745691175169253,0.16962524654832348,3.2977810042200453,0.6298010017771719,0.6990174280505993,0.25592345788079607,2.3709999999999996
97,v2x_horacc_osp,up,lightgbm_2023,run-01_lightgbm_2023,0.1,0.1,0.09883720930232558,3.5212321715135815,0.17884836267905987,0.9434956778410288,0.6154369372469835,0.16962524654832348,3.300839345284407,0.6293129844990004,0.7028703805999006,0.26145118371516846,3.2590000000000003
98,v2x_horacc_osp,up,lightgbm_2023,run-01_lightgbm_2023,0.1,0.1,0.1182170542635659,3.464164109010326,0.2344398358783926,0.919338857863448,0.6339796696276303,0.16962524654832348,3.3056864803157517,0.6273167891550461,0.7013167707009887,0.27201964452945837,3.094000000000001
99,v2x_horacc_osp,up,lightgbm_2023,run-01_lightgbm_2023,0.1,0.1,0.1066925315227934,3.4670216159508143,0.16878746219132604,0.9487513572204126,0.722413316572597,0.16962524654832348,3.3009822416359973,0.6165708776694752,0.7151300889355355,0.2791329108825664,3.25
