gwcode,year,NY.GDP.MKTP.KD,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.KD,NY.GDP.PCAP.KD.ZG
660,1997,24686413686.4571,1.0549666674065805,6008.75855385657,-0.755972338344096
663,1997,16555336763.0192,3.3084753830469595,3280.6979318487165,0.5699317923629691
666,1997,158409209239.432,3.612346107445613,28054.54116922759,0.9163478606417976
670,1997,336460414155.988,2.647319399486308,23406.033850219166,-1.23675975212218
678,1997,35526710256.2153,5.2311120404036675,1987.6265229103449,1.929693476439269
690,1997,57478364573.3471,2.4733252580408784,32152.43674261438,-0.8190420946628437
692,1997,14075803380.4845,3.092999233704161,22557.196465548353,0.546754725743721
694,1997,26889094692.7575,30.012039826431707,48844.81429673088,24.938622745881528
696,1997,173878021720.573,8.190398649169126,61715.56591988953,-0.2518147693012493
698,1997,42629059777.7952,6.033512507099304,19458.922202898633,4.397817977184982
700,1997,6486183790.270199,-5.140963652546266,351.5148291059688,-8.682097357717456
701,1997,7852866037.13555,-11.400000227661323,1810.7804814077772,-12.889582143851863
702,1997,2281936478.83437,1.6806741358806103,371.66124314445403,0.4666575340270525
703,1997,3152472634.58716,9.915253895509236,650.2633789808423,8.439013877521507
704,1997,27862556342.5032,5.199999996564078,1172.7178438156889,3.3979770629591752
705,1997,59824703259.2838,1.6999999994951696,3728.9639814128564,4.063072872402785
710,1997,2237626840759.87,9.287646528086757,1802.880837172943,8.389949949916433
712,1997,3543231097.14284,3.8967135837794062,1483.0645729918363,2.780677394400968
713,1997,329520465033.3618,5.239359851095859,15056.683523546919,4.392783580581798
731,1997,12079379349.582783,-6.483375866586114,522.6718101246378,-7.353700713643161
732,1997,720656531307.353,6.282192653792966,15686.382872879165,5.581602668590865
740,1997,3942583070732.46,0.981228732290784,31224.44116126101,0.7487996693186234
750,1997,667020123972.214,4.049820849981766,667.5984234291276,2.0237449933387106
760,1997,636020230.797729,5.373838545852538,1138.4002419877859,3.5041814753231226
770,1997,146664948034.581,1.0143960107785353,1028.9980475836887,-1.8025414813196639
771,1997,72028595646.2459,4.489896497626475,566.2711386216903,2.5710233768768704
775,1997,10122431105.8299,5.65158296304832,231.5879541192119,4.312620803453244
780,1997,32617018444.0344,6.405399695712874,1787.4101798552406,4.40430271746986
781,1997,1674442652.47933,8.397941004501796,6254.746887850845,6.227410994118703
790,1997,11758960072.8988,5.048612545173332,506.42688532944294,2.887870457544004
800,1997,219495596601.21,-2.7535751531411132,3614.6084556776177,-4.041961775877197
811,1997,5748123107.34897,4.006621078737824,496.7705513109406,-2.9119962285112906
812,1997,4220557557.23225,6.872091271206808,819.2057718101464,4.666345014401827
816,1997,79035160538.4626,8.152084143354301,1064.778035771533,6.592399565513195
820,1997,138523307832.505,7.322741850359588,6480.556342968143,4.68611137979892
830,1997,124643863764.479,8.316209111245088,32830.19677739333,4.548515755965813
835,1997,12158742971.3512,6.343944993265242,39820.14554638397,3.8830075991592508
840,1997,133055010091.644,5.186411674062154,1800.2591313761377,2.7405605157947694
850,1997,429975448805.372,4.699878853903873,2072.6375106804326,3.005806330432893
900,1997,765830271632.661,3.9179581477173477,41385.24143968047,2.797037201126823
910,1997,11526936460.3395,-3.9043896563937848,2310.9875080962697,-7.266697157839416
920,1997,108864761861.002,2.0792728865133143,28823.45857398218,0.7935624243359582
935,1997,492279237.256672,4.906812677687666,2819.048923165348,2.675321630012805
940,1997,890904025.151931,-0.9140771881579588,2186.4043643269238,-3.702274218795659
950,1997,3074325261.19313,-2.1999993686923016,3785.4691794480004,-3.2054094130022235
970,1997,128681731.023886,1.177133095439534,1529.2400965434028,-0.6564939044183952
971,1997,80530475.1540426,-8.953612500443478,7897.467407476964,-9.078614895755225
972,1997,365659268.644263,-0.6005378434838106,3632.130288946575,-0.9935010953653259
973,1997,25909351.9185652,10.00330278259431,2756.167429239423,9.318744172649966
983,1997,153553800,-6.445675557610795,3117.274000690229,-7.364904389501752
986,1997,251949375.830413,2.2999912124935626,13913.705314248566,-0.26485283491487555
987,1997,280547201.715586,-6.211074191012969,2525.836642468205,-6.515482252110298
990,1997,487603825.819919,0.6434250043231295,2746.3443425802197,-0.19297207246452663
2,1998,12516770844481.1,4.48313335374612,45331.01949491747,3.479877918440972
20,1998,1052253104641.38,3.892886543449412,34693.51014815165,2.9650070395371824
31,1998,9409773203.61725,4.716798554963023,29837.438178944125,3.23437755109253
40,1998,40618600303.8439,0.1591460523268011,3680.984013298389,-0.17468259550481438
41,1998,10762394520.9594,2.1818403295715,1344.9390395746989,0.2939617720993871
42,1998,31919035075.5019,6.70585570779017,3840.872033725837,4.9559686380850945
51,1998,13296541186.4629,-2.3345535394694843,5174.282956094673,-3.1664293789051596
52,1998,11454903204.1292,8.124563996545346,8742.702646858763,7.7624500330094435
53,1998,5382311693.12493,3.7284643060447564,20509.044845695447,3.710875573318991
54,1998,458925258.524187,3.7742304385393277,6639.1114369606585,4.0362012768314735
55,1998,639887179.228114,11.753502991919126,6036.158998086144,10.999230888694703
56,1998,1420453281.22774,6.286471215118724,9183.381323134025,4.838295583488431
57,1998,551222915.673932,4.090194933258514,4870.320866530588,4.053867289683115
58,1998,1085584792.26449,4.731279149350702,14991.676744546727,2.765014015519629
60,1998,559256948.982336,-0.48674577918520967,12711.10742615685,-1.774837108891538
70,1998,875650385843.31,6.185078930828935,9161.895277833817,4.458526749963411
80,1998,1110430514.69659,3.893019995425638,4931.454991036181,0.3276133435861654
90,1998,34419690178.0741,4.993527803058281,3089.9759522004692,2.3412433337146723
91,1998,9624452405.22104,11.57616598200328,1543.7578238241997,8.659404637645101
92,1998,17056150528.9746,2.6522773001642883,2900.320642611007,2.020333958778541
93,1998,6573754971.11657,3.71168146396695,1346.0726234920892,2.138429492763339
94,1998,28107138541.4782,7.1553085785920105,7430.17142853923,4.857234712443683
95,1998,18824824035.4975,8.38747203278511,6504.970097762926,6.244433722556153
100,1998,159249683235.263,0.5697840884346382,4213.828004700525,-1.2158739693927636
101,1998,94085942041.8022,0.29405516051962793,3986.466700383777,-1.7017302603692699
110,1998,2831412296.32746,-1.6791044918972275,3708.048799155379,-1.8517745083870158
115,1998,2901561112.04282,2.300001651053806,6343.520381899256,0.21153219579466195
130,1998,52092567129.0487,3.266529345709939,4252.0433129587345,1.4116371991784473
135,1998,83862369616.815308,-0.3915375558338206,3258.297398765006,-2.187052959607414
140,1998,1131254256718.86,0.338097901952594,6687.494466212172,-1.1436039093137242
145,1998,16838807367.9087,5.029354755430153,2025.5033465163206,3.191219700025996
150,1998,21570454446.6146,0.06803775580799752,4402.110651590405,-2.088795041393381
155,1998,125370887065.113,4.180886627007036,8287.450610965481,2.8354663959845245
160,1998,412766570325.764,3.8501788515622892,11348.202212467317,2.636542097422933
165,1998,37526894198.668,4.518890096790782,11584.950974026167,4.004746055115054
200,1998,2150801957623.71,3.246314828816349,36686.314829405164,2.9297956666717724
205,1998,134050299130.928,8.766122657121276,36121.70417291061,7.629508412546008
210,1998,591560723040.107,4.647784624617855,37376.42786139672,3.9635486494722523
211,1998,342484242936.573,1.9618324045559747,33566.41680210952,1.7448063627036405
212,1998,34897700608.2885,6.674512907027698,82275.91740341904,5.370238111084607
220,1998,1881350558837.76,3.4525943427961088,32007.28913691899,3.0827130675981746
221,1998,3642092596.06707,3.503265996431638,112871.85546035702,2.845695080517225
223,1998,1844403992.9483047,3.2130557965145803,57073.135795903174,1.8796363112657324
225,1998,501326352837.153,3.029969306324128,70507.14982511307,2.7238118359071395
230,1998,890363642200.019,4.301977453335882,21920.722508352515,3.8047926242317778
232,1998,2079172380.13746,3.19479339289225,31800.622196454042,2.1183597060855397
235,1998,179544008821.687,4.807963189532161,17672.47976509208,4.302736327387445
260,1998,2746774816494.42,2.0956123117223457,33492.37745121987,2.5658049586066483
290,1998,258431144714.153,4.6216113376177335,6742.89520013563,4.681320536399975
