gwcode,year,infmort,infmort_yearadj,infmort_imputed
165,1995,17.9,-0.7223157097681567,FALSE
165,1996,17.4,-0.718739147721738,FALSE
165,1997,16.7,-0.7205555972548807,FALSE
165,1998,16,-0.7246544686267751,FALSE
165,1999,15.3,-0.7270791340675983,FALSE
165,2000,14.8,-0.7200048597745944,FALSE
165,2001,14.4,-0.7128963739661945,FALSE
165,2002,14.1,-0.7087757788752771,FALSE
165,2003,13.7,-0.7021451647695341,FALSE
165,2004,13.2,-0.7012460675142757,FALSE
165,2005,12.5,-0.7019948098551133,FALSE
165,2006,11.7,-0.7016843446289762,FALSE
165,2007,11,-0.7134698191860414,FALSE
165,2008,10.3,-0.7186046698055093,FALSE
165,2009,9.7,-0.725477225835731,FALSE
165,2010,9.3,-0.7178189984879484,FALSE
165,2011,8.9,-0.73205814165952,FALSE
165,2012,8.6,-0.7309041363064417,FALSE
165,2013,8.3,-0.7298857857738323,FALSE
165,2014,8,-0.7292211764416153,FALSE
165,2015,7.6,-0.7330599901001185,FALSE
165,2016,7.2,-0.7408294284536973,FALSE
165,2017,6.8,-0.746090147999095,FALSE
165,2018,6.3,-0.7588076588946817,FALSE
165,2019,5.8,-0.7746603761272397,FALSE
165,2020,5.3,-0.7880507662293187,FALSE
200,1960,22.9,-1.2535477583073504,FALSE
200,1961,22.5,-1.2546576499271893,FALSE
200,1962,22,-1.2695701027376696,FALSE
200,1963,21.4,-1.2695984256922555,FALSE
200,1964,20.8,-1.2619992114238996,FALSE
200,1965,20.1,-1.261441839116842,FALSE
200,1966,19.6,-1.2620479074138824,FALSE
200,1967,19.1,-1.2575042536107215,FALSE
200,1968,18.7,-1.2669041615038052,FALSE
200,1969,18.4,-1.2587289571690072,FALSE
200,1970,18,-1.2471604920992978,FALSE
200,1971,17.6,-1.233632926253865,FALSE
200,1972,17.2,-1.231841194503581,FALSE
200,1973,16.6,-1.2180241687407762,FALSE
200,1974,16,-1.2114110208906188,FALSE
200,1975,15.4,-1.2228607810027883,FALSE
200,1976,14.7,-1.2118883571085937,FALSE
200,1977,14.1,-1.2069514922268463,FALSE
200,1978,13.4,-1.1960521943579157,FALSE
200,1979,12.7,-1.18794528149372,FALSE
200,1980,12.1,-1.1791898768658056,FALSE
200,1981,11.4,-1.1722361107518482,FALSE
200,1982,10.8,-1.164129823297721,FALSE
200,1983,10.4,-1.1498885420691145,FALSE
200,1984,10,-1.126812602923941,FALSE
200,1985,9.7,-1.111569645108238,FALSE
200,1986,9.4,-1.0972481200759154,FALSE
200,1987,9.2,-1.080806389091333,FALSE
200,1988,8.8,-1.0694113124420626,FALSE
200,1989,8.4,-1.061402031732684,FALSE
200,1990,7.9,-1.0580903602170897,FALSE
200,1991,7.4,-1.0657778383537864,FALSE
200,1992,6.9,-1.0516318332245724,FALSE
200,1993,6.6,-1.0425692444518224,FALSE
200,1994,6.3,-1.0188583344299482,FALSE
200,1995,6.1,-1.03042078330095,FALSE
200,1996,6,-1.021061674932527,FALSE
200,1997,5.9,-1.0125040071720017,FALSE
200,1998,5.8,-1.0067507698193632,FALSE
200,1999,5.7,-0.9996118928993217,FALSE
200,2000,5.6,-0.9885266142621844,FALSE
200,2001,5.5,-0.9810952008879634,FALSE
200,2002,5.4,-0.9793628881739103,FALSE
200,2003,5.3,-0.9722528926548739,FALSE
200,2004,5.2,-0.9673806180716092,FALSE
200,2005,5.1,-0.9559762693882584,FALSE
200,2006,5,-0.9396628866422888,FALSE
200,2007,4.9,-0.9366176195488084,FALSE
200,2008,4.8,-0.9252240235897964,FALSE
200,2009,4.6,-0.9237582161165374,FALSE
200,2010,4.4,-0.9098810637996174,FALSE
200,2011,4.3,-0.9210357633513133,FALSE
200,2012,4.1,-0.9209819060511694,FALSE
200,2013,4,-0.9163233416230556,FALSE
200,2014,3.9,-0.911135608834077,FALSE
200,2015,3.8,-0.9055822749676766,FALSE
200,2016,3.8,-0.899290970618173,FALSE
200,2017,3.8,-0.8891358620690076,FALSE
200,2018,3.7,-0.8858638769876397,FALSE
200,2019,3.7,-0.8798109019863609,FALSE
200,2020,3.6,-0.8752138283036616,FALSE
205,1960,30.4,-1.143420982507395,FALSE
205,1961,29.2,-1.1549674904380556,FALSE
205,1962,28.1,-1.1758256822145194,FALSE
205,1963,27.1,-1.1801500081181615,FALSE
205,1964,26,-1.179531757439789,FALSE
205,1965,24.7,-1.1875883487263226,FALSE
205,1966,23.3,-1.20094079838654,FALSE
205,1967,22,-1.2087657744696978,FALSE
205,1968,20.8,-1.2308895189752609,FALSE
205,1969,19.8,-1.2343089049303855,FALSE
205,1970,19.1,-1.2276356786554274,FALSE
205,1971,18.6,-1.2157038524592205,FALSE
205,1972,18.2,-1.2134322340907369,FALSE
205,1973,17.9,-1.1936149713296413,FALSE
205,1974,17.5,-1.183099994446536,FALSE
205,1975,16.9,-1.1942290707810803,FALSE
205,1976,16.2,-1.1827966902567364,FALSE
205,1977,15.2,-1.185226222497913,FALSE
205,1978,14.1,-1.1819402206483332,FALSE
205,1979,13,-1.1817769452631433,FALSE
205,1980,12,-1.181285499194763,FALSE
205,1981,11.1,-1.1786606543499496,FALSE
205,1982,10.3,-1.1750192970493751,FALSE
205,1983,9.7,-1.1653288698108306,FALSE
205,1984,9.3,-1.1424559865913289,FALSE
205,1985,8.9,-1.1296709354019558,FALSE
205,1986,8.7,-1.1133204594235646,FALSE
205,1987,8.4,-1.0993637760368602,FALSE
205,1988,8.2,-1.0834640693386892,FALSE
205,1989,8,-1.0708677545914425,FALSE
205,1990,7.6,-1.065280944682762,FALSE
205,1991,7.2,-1.0707630079896753,FALSE
205,1992,6.8,-1.0541537042901257,FALSE
205,1993,6.4,-1.0476656443704093,FALSE
205,1994,6.2,-1.0213648941532558,FALSE
205,1995,6.1,-1.03042078330095,FALSE
205,1996,6.1,-1.0184097229394498,FALSE
205,1997,6.1,-1.0070975551364993,FALSE
205,1998,6.1,-0.9984538197842868,FALSE
205,1999,6.1,-0.9882563612813333,FALSE
205,2000,6,-0.9768517553714197,FALSE
205,2001,5.8,-0.9720547909917241,FALSE
205,2002,5.5,-0.9762526915153052,FALSE
205,2003,5.1,-0.9786840290330963,FALSE
205,2004,4.7,-0.9840140274814426,FALSE
205,2005,4.4,-0.9800015425873398,FALSE
205,2006,4.1,-0.971630153479898,FALSE
205,2007,3.9,-0.9731992261656557,FALSE
205,2008,3.8,-0.9627911788233031,FALSE
205,2009,3.6,-0.9626368416617934,FALSE
205,2010,3.5,-0.9451577696731894,FALSE
205,2011,3.5,-0.9539014366890166,FALSE
205,2012,3.4,-0.9505495591225713,FALSE
205,2013,3.3,-0.946673641412464,FALSE
205,2014,3.3,-0.9377572330866323,FALSE
205,2015,3.2,-0.9328226357362385,FALSE
205,2016,3.1,-0.9319154057696827,FALSE
205,2017,3,-0.9272813858209844,FALSE
205,2018,2.8,-0.929844875558279,FALSE
205,2019,2.7,-0.9298825809668949,FALSE
205,2020,2.6,-0.9264862177591574,FALSE
210,1960,16.4,-1.348990964000645,FALSE
210,1961,16,-1.351371983759931,FALSE
210,1962,15.6,-1.3679249045980237,FALSE
210,1963,15.2,-1.3668931956851291,FALSE
210,1964,14.9,-1.3555680534443324,FALSE
210,1965,14.5,-1.3513504361139963,FALSE
210,1966,14.2,-1.3512312557240582,FALSE
210,1967,13.8,-1.3465780258339715,FALSE
210,1968,13.4,-1.3577982593139417,FALSE
210,1969,13,-1.3529205872322636,FALSE
210,1970,12.6,-1.3430095762782983,FALSE
210,1971,12.2,-1.3304499247449448,FALSE
210,1972,11.7,-1.3330904767742242,FALSE
210,1973,11.3,-1.3175385889554023,FALSE
210,1974,10.9,-1.3076685108005004,FALSE
210,1975,10.5,-1.3163910343937013,FALSE
210,1976,10.1,-1.3011028021209563,FALSE
210,1977,9.7,-1.2938525711425792,FALSE
210,1978,9.3,-1.2787080403711841,FALSE
210,1979,9,-1.2640214283374986,FALSE
210,1980,8.8,-1.2483454137213992,FALSE
210,1981,8.5,-1.234340032200164,FALSE
210,1982,8.4,-1.2163992973056612,FALSE
210,1983,8.2,-1.1984152864002222,FALSE
210,1984,8.1,-1.169273215735422,FALSE
210,1985,7.9,-1.1522975482691034,FALSE
210,1986,7.7,-1.1362809442059207,FALSE
210,1987,7.5,-1.1202408363505783,FALSE
210,1988,7.3,-1.1045432046836288,FALSE
210,1989,7,-1.0945320617383385,FALSE
210,1990,6.8,-1.0844558365912214,FALSE
210,1991,6.6,-1.0857185168973422,FALSE
210,1992,6.3,-1.0667630596178914,FALSE
210,1993,6.1,-1.0553102442482893,FALSE
210,1994,5.9,-1.028884573323179,FALSE
210,1995,5.7,-1.0408650230817227,FALSE
210,1996,5.5,-1.0343214348979124,FALSE
210,1997,5.4,-1.0260201372607574,FALSE
210,1998,5.3,-1.0205790198778233,FALSE
210,1999,5.2,-1.0138063074218073,FALSE
210,2000,5.1,-1.0031201878756404,FALSE
210,2001,5,-0.9961625507150291,FALSE
210,2002,4.9,-0.9949138714669352,FALSE
210,2003,4.8,-0.9883307336004299,FALSE
210,2004,4.6,-0.9873407093634092,FALSE
210,2005,4.4,-0.9800015425873398,FALSE
210,2006,4.3,-0.9645263164048736,FALSE
210,2007,4.1,-0.9658829048422862,FALSE
210,2008,4,-0.9552777477766018,FALSE
210,2009,3.8,-0.9548611165527422,FALSE
210,2010,3.7,-0.9373185017012845,FALSE
210,2011,3.6,-0.9497932275218036,FALSE
210,2012,3.6,-0.9421016582450278,FALSE
210,2013,3.5,-0.9380021271869188,FALSE
210,2014,3.5,-0.9288833583357805,FALSE
210,2015,3.4,-0.9237425154800513,FALSE
210,2016,3.4,-0.9179335049904643,FALSE
210,2017,3.5,-0.9034404334759989,FALSE
210,2018,3.5,-0.8956374322255596,FALSE
210,2019,3.5,-0.8898252377824677,FALSE
210,2020,3.6,-0.8752138283036616,FALSE
211,1960,29.3,-1.159572909624722,FALSE
211,1961,28.1,-1.171334531548212,FALSE
211,1962,27,-1.1927304137842678,FALSE
211,1963,26,-1.197411983439478,FALSE
211,1964,25,-1.195390883205964,FALSE
211,1965,24,-1.198826923350967,FALSE
211,1966,23.2,-1.2025923418737654,FALSE
211,1967,22.5,-1.2003625884109006,FALSE
211,1968,21.9,-1.2120247062222136,FALSE
211,1969,21.3,-1.2081445632461476,FALSE
211,1970,20.6,-1.2010109330501495,FALSE
211,1971,19.7,-1.1959818712851114,FALSE
211,1972,18.7,-1.2042277538843147,FALSE
211,1973,17.7,-1.1973702324698159,FALSE
211,1974,16.7,-1.1981992085500466,FALSE
211,1975,15.7,-1.2171344389584466,FALSE
211,1976,14.9,-1.2080094681950129,FALSE
211,1977,14.1,-1.2069514922268463,FALSE
211,1978,13.5,-1.1940361981136896,FALSE
211,1979,12.9,-1.1838330573400022,FALSE
211,1980,12.3,-1.174998632207891,FALSE
211,1981,11.7,-1.1658115671537463,FALSE
211,1982,11.2,-1.1554182442963974,FALSE
211,1983,10.7,-1.1432712587512361,FALSE
211,1984,10.2,-1.1223430647332586,FALSE
211,1985,9.8,-1.109306983821523,FALSE
211,1986,9.5,-1.0949520715976797,FALSE
211,1987,9.2,-1.080806389091333,FALSE
211,1988,8.9,-1.0670691862926251,FALSE
211,1989,8.6,-1.0566691703033047,FALSE
211,1990,8.4,-1.0461060527743027,FALSE
211,1991,8.1,-1.0483297446281747,FALSE
211,1992,7.7,-1.0314568647001472,FALSE
211,1993,7.3,-1.024731844736769,FALSE
211,1994,6.8,-1.0063255358134093,FALSE
211,1995,6.3,-1.0251986634105639,FALSE
211,1996,5.9,-1.023713626925604,FALSE
211,1997,5.5,-1.0233169112430063,FALSE
211,1998,5.2,-1.0233446698895152,FALSE
211,1999,5,-1.0194840732308017,FALSE
211,2000,4.8,-1.011876332043714,FALSE
211,2001,4.6,-1.0082164305766816,FALSE
211,2002,4.4,-1.0104648547599602,FALSE
211,2003,4.3,-1.0044085745459859,FALSE
211,2004,4.2,-1.0006474368912759,FALSE
211,2005,4,-0.993730270129672,FALSE
211,2006,4,-0.97518207201741,FALSE
211,2007,3.9,-0.9731992261656557,FALSE
211,2008,3.8,-0.9627911788233031,FALSE
211,2009,3.7,-0.9587489791072679,FALSE
211,2010,3.6,-0.9412381356872369,FALSE
211,2011,3.6,-0.9497932275218036,FALSE
211,2012,3.5,-0.9463256086837996,FALSE
211,2013,3.4,-0.9423378842996915,FALSE
211,2014,3.3,-0.9377572330866323,FALSE
211,2015,3.3,-0.9282825756081448,FALSE
211,2016,3.3,-0.9225941385835371,FALSE
211,2017,3.3,-0.912976814413993,FALSE
211,2018,3.4,-0.9005242098445195,FALSE
211,2019,3.4,-0.8948324056805211,FALSE
211,2020,3.4,-0.8854683061947609,FALSE
212,1960,32,-1.1199272703367382,FALSE
212,1961,30.3,-1.1386004493278994,FALSE
212,1962,28.7,-1.1666049195401111,FALSE
212,1963,27.1,-1.1801500081181615,FALSE
212,1964,25.7,-1.1842894951696414,FALSE
212,1965,24.4,-1.1924048807083132,FALSE
212,1966,23.2,-1.2025923418737654,FALSE
212,1967,22.1,-1.2070851372579383,FALSE
212,1968,21,-1.2274595530201613,FALSE
212,1969,19.9,-1.2325646154847694,FALSE
212,1970,18.9,-1.231185644736131,FALSE
212,1971,17.8,-1.230047111494936,FALSE
212,1972,16.8,-1.2392047786687188,FALSE
212,1973,15.8,-1.2330452133014744,FALSE
212,1974,14.9,-1.2321724402829461,FALSE
212,1975,14.1,-1.2476749298616021,FALSE
212,1976,13.3,-1.2390405795036605,FALSE
212,1977,12.7,-1.2346018355182158,FALSE
212,1978,12.1,-1.2222601455328543,FALSE
212,1979,11.6,-1.2105625143391676,FALSE
212,1980,11.2,-1.1980504778264218,FALSE
212,1981,10.8,-1.1850851979480514,FALSE
212,1982,10.5,-1.1706635075487135,FALSE
212,1983,10.1,-1.1565058253869926,FALSE
212,1984,9.7,-1.1335169102099643,FALSE
212,1985,9.4,-1.118357628968382,FALSE
212,1986,9,-1.1064323139888579,FALSE
212,1987,8.6,-1.0947244293004783,FALSE
212,1988,8.2,-1.0834640693386892,FALSE
212,1989,7.8,-1.0756006160208216,FALSE
212,1990,7.4,-1.070074667659877,FALSE
212,1991,6.9,-1.0782407624435089,FALSE
212,1992,6.5,-1.061719317486785,FALSE
212,1993,6.1,-1.0553102442482893,FALSE
212,1994,5.6,-1.0364042524931023,FALSE
212,1995,5.3,-1.0513092628624954,FALSE
212,1996,4.9,-1.050233146856375,FALSE
212,1997,4.6,-1.0476459454027662,FALSE
212,1998,4.3,-1.0482355199947437,FALSE
212,1999,4,-1.047872902275773,FALSE
212,2000,3.7,-1.043982193993317,FALSE
212,2001,3.5,-1.0413646001962262,FALSE
212,2002,3.3,-1.0446770180046148,FALSE
212,2003,3.1,-1.0429953928153202,FALSE
212,2004,2.9,-1.0438943013568427,FALSE
212,2005,2.8,-1.0349164527566685,FALSE
212,2006,2.6,-1.0249089315425797,FALSE
212,2007,2.5,-1.0244134754292415,FALSE
212,2008,2.4,-1.0153851961502125,FALSE
212,2009,2.4,-1.009291192316101,FALSE
212,2010,2.3,-0.9921933775046186,FALSE
212,2011,2.3,-1.0031999466955712,FALSE
212,2012,2.3,-0.9970130139490603,FALSE
212,2013,2.3,-0.9900312125401903,FALSE
212,2014,2.3,-0.9821266068408911,FALSE
212,2015,2.3,-0.9736831768890811,FALSE
212,2016,2.3,-0.9692004745142653,FALSE
212,2017,2.3,-0.9606587191039639,FALSE
212,2018,2.3,-0.9542787636530785,FALSE
212,2019,2.3,-0.9499112525591084,FALSE
212,2020,2.3,-0.9418679345958062,FALSE
220,1960,23.6,-1.2432692592326882,FALSE
220,1961,22.4,-1.2561455627553852,FALSE
220,1962,21.4,-1.2787908654120779,FALSE
220,1963,20.4,-1.2852911305298158,FALSE
220,1964,19.4,-1.2842019874965445,FALSE
220,1965,18.6,-1.285524499026794,FALSE
220,1966,17.8,-1.2917756901839412,FALSE
220,1967,17.2,-1.2894363606341506,FALSE
220,1968,16.5,-1.3046337870098996,FALSE
220,1969,15.8,-1.3040804827550196,FALSE
220,1970,15.1,-1.2986350002695017,FALSE
220,1971,14.3,-1.2927988697761914,FALSE
220,1972,13.6,-1.2981134519898203,FALSE
220,1973,13.1,-1.2837412386938312,FALSE
220,1974,12.7,-1.273695279067601,FALSE
220,1975,12.3,-1.2820329821276517,FALSE
220,1976,11.9,-1.2661928018987272,FALSE
220,1977,11.4,-1.2602771542887734,FALSE
220,1978,10.9,-1.2464521004635671,FALSE
220,1979,10.5,-1.2331797471846155,FALSE
220,1980,10.1,-1.2211023234449532,FALSE
220,1981,9.8,-1.206500343275057,FALSE
220,1982,9.4,-1.1946203498023529,FALSE
220,1983,9.1,-1.1785634364465871,FALSE
220,1984,8.8,-1.1536298320680345,FALSE
220,1985,8.5,-1.138721580548815,FALSE
220,1986,8.3,-1.1225046533365073,FALSE
220,1987,8.1,-1.1063227961414328,FALSE
220,1988,7.9,-1.0904904477870023,FALSE
220,1989,7.7,-1.0779670467355111,FALSE
220,1990,7.5,-1.0676778061713195,FALSE
220,1991,7.1,-1.0732555928076197,FALSE
220,1992,6.7,-1.0566755753556787,FALSE
220,1993,6.2,-1.052762044288996,FALSE
220,1994,5.7,-1.0338976927697945,FALSE
220,1995,5.3,-1.0513092628624954,FALSE
220,1996,4.9,-1.050233146856375,FALSE
220,1997,4.6,-1.0476459454027662,FALSE
220,1998,4.4,-1.0454698699830516,FALSE
220,1999,4.3,-1.0393562535622816,FALSE
220,2000,4.1,-1.0323073351025522,FALSE
220,2001,3.9,-1.0293107203345737,FALSE
220,2002,3.7,-1.0322362313701947,FALSE
220,2003,3.6,-1.0269175518697642,FALSE
220,2004,3.4,-1.0272608919470094,FALSE
220,2005,3.3,-1.0177555433287533,FALSE
220,2006,3.3,-1.000045501779995,FALSE
220,2007,3.2,-0.9988063507974486,FALSE
220,2008,3.2,-0.9853314719634072,FALSE
220,2009,3.1,-0.9820761544344215,FALSE
220,2010,3.1,-0.9608363056169991,FALSE
220,2011,3.1,-0.9703342733578681,FALSE
220,2012,3.1,-0.9632214104388864,FALSE
220,2013,3.1,-0.9553451556380093,FALSE
220,2014,3.1,-0.946631107837484,FALSE
220,2015,3.2,-0.9328226357362385,FALSE
220,2016,3.2,-0.92725477217661,FALSE
220,2017,3.3,-0.912976814413993,FALSE
220,2018,3.4,-0.9005242098445195,FALSE
220,2019,3.4,-0.8948324056805211,FALSE
220,2020,3.4,-0.8854683061947609,FALSE
225,1960,21.7,-1.2711680424353433,FALSE
225,1961,21.2,-1.2740005166937376,FALSE
225,1962,20.7,-1.2895484218655537,FALSE
225,1963,20,-1.2915682124648398,FALSE
225,1964,19.3,-1.2857879000731622,FALSE
225,1965,18.4,-1.2887355203481212,FALSE
225,1966,17.6,-1.295078777158392,FALSE
225,1967,16.9,-1.2944782722694288,FALSE
225,1968,16.3,-1.3080637529649992,FALSE
225,1969,15.6,-1.3075690616462514,FALSE
225,1970,15,-1.3004099833098535,FALSE
225,1971,14.3,-1.2927988697761914,FALSE
225,1972,13.6,-1.2981134519898203,FALSE
225,1973,12.8,-1.289374130404093,FALSE
225,1974,12,-1.286907091408173,FALSE
225,1975,11.2,-1.3030295696235707,FALSE
225,1976,10.5,-1.293345024293794,FALSE
225,1977,9.8,-1.2918775466217671,FALSE
225,1978,9.2,-1.2807240366154102,FALSE
225,1979,8.8,-1.2681336524912166,FALSE
225,1980,8.4,-1.2567279030372287,FALSE
225,1981,8.1,-1.2429060903309663,FALSE
225,1982,7.8,-1.2294666658076465,FALSE
225,1983,7.6,-1.2116498530359787,FALSE
225,1984,7.4,-1.18491659940281,FALSE
225,1985,7.3,-1.1658735159893918,FALSE
225,1986,7.2,-1.147761186597099,FALSE
225,1987,7.1,-1.1295195298233418,FALSE
225,1988,7,-1.1115695831319419,FALSE
225,1989,6.8,-1.0992649231677178,FALSE
225,1990,6.6,-1.089249559568336,FALSE
225,1991,6.4,-1.0907036865332314,FALSE
225,1992,6.1,-1.0718068017489975,FALSE
225,1993,5.8,-1.0629548441261696,FALSE
225,1994,5.5,-1.0389108122164101,FALSE
225,1995,5.2,-1.0539203228076885,FALSE
225,1996,5.1,-1.0449292428702208,FALSE
225,1997,4.9,-1.039536267349513,FALSE
225,1998,4.8,-1.0344072699362834,FALSE
225,1999,4.7,-1.0280007219442928,FALSE
225,2000,4.7,-1.014795046766405,FALSE
225,2001,4.6,-1.0082164305766816,FALSE
225,2002,4.5,-1.007354658101355,FALSE
225,2003,4.5,-0.9979774381677635,FALSE
225,2004,4.4,-0.9939940731273427,FALSE
225,2005,4.3,-0.9834337244729229,FALSE
225,2006,4.2,-0.9680782349423858,FALSE
225,2007,4.1,-0.9658829048422862,FALSE
225,2008,4,-0.9552777477766018,FALSE
225,2009,4,-0.947085391443691,FALSE
225,2010,3.9,-0.9294792337293797,FALSE
225,2011,3.9,-0.9374686000201651,FALSE
225,2012,3.8,-0.9336537573674843,FALSE
225,2013,3.8,-0.9249948558486009,FALSE
225,2014,3.8,-0.9155725462095028,FALSE
225,2015,3.7,-0.9101223350957702,FALSE
225,2016,3.7,-0.9039516042112459,FALSE
225,2017,3.6,-0.8986722430070018,FALSE
225,2018,3.6,-0.8907506546065995,FALSE
225,2019,3.6,-0.8848180698844142,FALSE
225,2020,3.5,-0.8803410672492112,FALSE
230,1960,26.611554079303325,-1.1990488937792376,TRUE
230,1961,26.098016493566888,-1.2011223009587988,TRUE
230,1962,25.590830249819533,-1.2143864468415497,TRUE
230,1963,25.089995348061272,-1.2116924178431594,TRUE
230,1964,24.595511788292093,-1.2018057126263748,TRUE
230,1965,24.107379570512002,-1.197102932899022,TRUE
230,1966,23.625598694720985,-1.1955633943493846,TRUE
230,1967,23.15016916091907,-1.1894356035531106,TRUE
230,1968,22.68109096910623,-1.1986291290628632,TRUE
230,1969,22.218364119282477,-1.1921256348411802,TRUE
230,1970,21.761988611447805,-1.180385832266131,TRUE
230,1971,21.31196444560223,-1.167080841785566,TRUE
230,1972,20.868291621745733,-1.1643117592560956,TRUE
230,1973,20.430970139878323,-1.146092702263505,TRUE
230,1974,20,-1.1359149503730643,FALSE
230,1975,18.5,-1.163688579877925,FALSE
230,1976,17.1,-1.1653416901456222,FALSE
230,1977,15.8,-1.1733760753730405,FALSE
230,1978,14.5,-1.173876235671429,FALSE
230,1979,13.4,-1.1735524969557078,FALSE
230,1980,12.4,-1.1729030098789335,FALSE
230,1981,11.5,-1.1700945962191476,FALSE
230,1982,10.8,-1.164129823297721,FALSE
230,1983,10.1,-1.1565058253869926,FALSE
230,1984,9.6,-1.1357516793053053,FALSE
230,1985,9.2,-1.1228829515418117,FALSE
230,1986,8.8,-1.1110244109453291,FALSE
230,1987,8.4,-1.0993637760368602,FALSE
230,1988,8.1,-1.0858061954881268,FALSE
230,1989,7.8,-1.0756006160208216,FALSE
230,1990,7.4,-1.070074667659877,FALSE
230,1991,7.1,-1.0732555928076197,FALSE
230,1992,6.7,-1.0566755753556787,FALSE
230,1993,6.3,-1.0502138443297027,FALSE
230,1994,5.9,-1.028884573323179,FALSE
230,1995,5.6,-1.0434760830269159,FALSE
230,1996,5.2,-1.0422772908771436,FALSE
230,1997,4.9,-1.039536267349513,FALSE
230,1998,4.7,-1.0371729199479753,FALSE
230,1999,4.5,-1.0336784877532872,FALSE
230,2000,4.4,-1.0235511909344788,FALSE
230,2001,4.3,-1.0172568404729212,FALSE
230,2002,4.2,-1.01668524807717,FALSE
230,2003,4.1,-1.0108397109242082,FALSE
230,2004,3.9,-1.010627482537176,FALSE
230,2005,3.8,-1.000594633900838,FALSE
230,2006,3.7,-0.9858378276299464,FALSE
230,2007,3.6,-0.9841737081507097,FALSE
230,2008,3.4,-0.9778180409167059,FALSE
230,2009,3.3,-0.9743004293253703,FALSE
230,2010,3.1,-0.9608363056169991,FALSE
230,2011,3,-0.974442482525081,FALSE
230,2012,2.9,-0.97166931131643,FALSE
230,2013,2.8,-0.9683524269763272,FALSE
230,2014,2.8,-0.9599419199637618,FALSE
230,2015,2.7,-0.9555229363767066,FALSE
230,2016,2.7,-0.950557940141974,FALSE
230,2017,2.7,-0.9415859572279757,FALSE
230,2018,2.7,-0.9347316531772389,FALSE
230,2019,2.7,-0.9298825809668949,FALSE
230,2020,2.7,-0.921358978813608,FALSE
232,1960,32.38968438507989,-1.1142053123489466,TRUE
232,1961,31.61716530464397,-1.1190021777915544,TRUE
232,1962,30.85439053296078,-1.1334963798527393,TRUE
232,1963,30.101360070030317,-1.133050550427937,TRUE
232,1964,29.358073915852575,-1.126275640876171,TRUE
232,1965,28.624532070427566,-1.1245795679544515,TRUE
232,1966,27.900734533755287,-1.1249576668297714,TRUE
232,1967,27.186681305835723,-1.1215964783884522,TRUE
232,1968,26.482372386668896,-1.1334377998229022,TRUE
232,1969,25.787807776254787,-1.1298642058654076,TRUE
232,1970,25.102987474593416,-1.121083669066948,TRUE
232,1971,24.427911481684767,-1.1112147974354385,TRUE
232,1972,23.76257979752884,-1.1110309228047412,TRUE
232,1973,23.106992422125646,-1.0958468898296818,TRUE
232,1974,22.461149355475172,-1.0894631740492675,TRUE
232,1975,21.825050597577434,-1.1002206564230224,TRUE
232,1976,21.198696148432422,-1.0858497548941646,TRUE
232,1977,20.582086008040136,-1.0789287041079225,TRUE
232,1978,19.975220176400573,-1.0634960025520859,TRUE
232,1979,19.37809865351374,-1.0506360885742734,TRUE
232,1980,18.790721439379627,-1.0389776244138271,TRUE
232,1981,18.21308853399825,-1.0263328296705205,TRUE
232,1982,17.6451999373696,-1.015048573212098,TRUE
232,1983,17.08705564949367,-1.0023880694187193,TRUE
232,1984,16.53865567037047,-0.9806887467517325,TRUE
232,1985,16,-0.9690219840452086,FALSE
232,1986,15.3,-0.961781259860014,FALSE
232,1987,14.4,-0.9601833739454062,FALSE
232,1988,13.7,-0.9546471311196144,FALSE
232,1989,12.9,-0.9549126495716516,FALSE
232,1990,12.3,-0.9526284547205636,FALSE
232,1991,11.6,-0.9610892760001176,FALSE
232,1992,11,-0.9482351195368938,FALSE
232,1993,10.5,-0.9431894460393816,FALSE
232,1994,9.9,-0.928622184390869,FALSE
232,1995,9.4,-0.9442558051095757,FALSE
232,1996,9,-0.941503115140214,FALSE
232,1997,8.5,-0.9422201307104726,FALSE
232,1998,8.1,-0.943140819550446,FALSE
232,1999,7.7,-0.9428342348093793,FALSE
232,2000,7.3,-0.9389084639764341,FALSE
232,2001,6.9,-0.9389066213721796,FALSE
232,2002,6.5,-0.9451507249292554,FALSE
232,2003,6.2,-0.9433127789528732,FALSE
232,2004,5.9,-0.9440938448978425,FALSE
232,2005,5.6,-0.9388153599603433,FALSE
232,2006,5.3,-0.9290071310297524,FALSE
232,2007,5,-0.9329594588871238,FALSE
232,2008,4.7,-0.928980739113147,FALSE
232,2009,4.4,-0.9315339412255885,FALSE
232,2010,4.1,-0.9216399657574749,FALSE
232,2011,3.9,-0.9374686000201651,FALSE
232,2012,3.7,-0.9378777078062561,FALSE
232,2013,3.5,-0.9380021271869188,FALSE
232,2014,3.3,-0.9377572330866323,FALSE
232,2015,3.1,-0.937362695864332,FALSE
232,2016,2.9,-0.9412366729558285,FALSE
232,2017,2.8,-0.9368177667589785,FALSE
232,2018,2.6,-0.9396184307961988,FALSE
232,2019,2.5,-0.9398969167630016,FALSE
232,2020,2.4,-0.9367406956502567,FALSE
235,1960,84.7,-0.3461031257157192,FALSE
235,1961,82.6,-0.3604220401813779,FALSE
235,1962,78.9,-0.39513444244795876,FALSE
235,1963,74.4,-0.43788506930156035,FALSE
235,1964,69.9,-0.4833161363047019,FALSE
235,1965,66.1,-0.52290693521164755,FALSE
235,1966,63.3,-0.5403234034963501,FALSE
235,1967,61.6,-0.5432334386129607,FALSE
