outcome,from_year,for_years,gwcode,p_up,p_same,p_down
v2x_freexp_altinf,2006,2007 - 2008,760,0.9045,0.09156062500000002,0.04125
v2x_freexp_altinf,2006,2007 - 2008,770,0.101,0.889111,0.011
v2x_freexp_altinf,2006,2007 - 2008,771,0.174,0.35650160000000003,0.5684
v2x_freexp_altinf,2006,2007 - 2008,775,0.017,0.9815255,0.0015
v2x_freexp_altinf,2006,2007 - 2008,780,0.2475,0.325268125,0.56775
v2x_freexp_altinf,2006,2007 - 2008,781,0.7,0.26467500000000005,0.11775
v2x_freexp_altinf,2006,2007 - 2008,790,0.533,0.3120494,0.3318
v2x_freexp_altinf,2006,2007 - 2008,800,0.431,0.302139,0.469
v2x_freexp_altinf,2006,2007 - 2008,811,0.0355,0.9577485,0.007
v2x_freexp_altinf,2006,2007 - 2008,812,0.031,0.969,0
v2x_freexp_altinf,2006,2007 - 2008,816,0.051,0.933816,0.016
v2x_freexp_altinf,2006,2007 - 2008,820,0.1525,0.8246175,0.027
v2x_freexp_altinf,2006,2007 - 2008,830,0.2081440476190476,0.7843333208333334,0.0095
v2x_freexp_altinf,2006,2007 - 2008,840,0.0465,0.9411045,0.013
v2x_freexp_altinf,2006,2007 - 2008,850,0.0405,0.9412695,0.019
v2x_freexp_altinf,2006,2007 - 2008,860,0.023,0.9491555,0.0285
v2x_freexp_altinf,2006,2007 - 2008,900,0,1,0
v2x_freexp_altinf,2006,2007 - 2008,910,0,0.999,0.001
v2x_freexp_altinf,2006,2007 - 2008,920,0,0.999,0.001
v2x_freexp_altinf,2006,2007 - 2008,940,0.0735,0.91121275,0.0165
v2x_freexp_altinf,2006,2007 - 2008,950,0.223,0.6145422500000001,0.20908333333333332
v2x_freexp_altinf,2007,2008 - 2009,2,0,0.9995,5e-4
v2x_freexp_altinf,2007,2008 - 2009,20,0.003,0.996003,0.001
v2x_freexp_altinf,2007,2008 - 2009,40,0.0285,0.97004275,0.0015
v2x_freexp_altinf,2007,2008 - 2009,41,0.48,0.49348,0.051
v2x_freexp_altinf,2007,2008 - 2009,42,0.007,0.9815805,0.0115
v2x_freexp_altinf,2007,2008 - 2009,51,0.001,0.98776125,0.01125
v2x_freexp_altinf,2007,2008 - 2009,52,0,0.999,0.001
v2x_freexp_altinf,2007,2008 - 2009,53,5e-4,0.997501,0.002
v2x_freexp_altinf,2007,2008 - 2009,70,0.1,0.789525,0.12275
v2x_freexp_altinf,2007,2008 - 2009,90,0.032,0.933152,0.036
v2x_freexp_altinf,2007,2008 - 2009,91,0.017,0.4330115,0.5595
v2x_freexp_altinf,2007,2008 - 2009,92,0.015,0.96924,0.016
