From_Year,For_Years,Space,Country,p_up,p_same,p_down
2022,2023 - 2024,Individual,Guyana,0.217,0.486,0.379
2022,2023 - 2024,Individual,Haiti,0.352,0.33,0.492
2022,2023 - 2024,Individual,Honduras,0.229,0.637,0.174
2022,2023 - 2024,Individual,Hungary,0.128,0.741,0.15
2022,2023 - 2024,Individual,Iceland,0,0.963,0.037
2022,2023 - 2024,Individual,India,0.191,0.387,0.521
2022,2023 - 2024,Individual,Indonesia,0.333,0.457,0.315
2022,2023 - 2024,Individual,Iran,0.353,0.371,0.426
2022,2023 - 2024,Individual,Iraq,0.532,0.304,0.35
2022,2023 - 2024,Individual,Ireland,0,0.993,0.007
2022,2023 - 2024,Individual,Israel,0.018,0.942,0.04
2022,2023 - 2024,Individual,Italy,0.002,0.96,0.038
2022,2023 - 2024,Individual,Jamaica,0.002,0.994,0.004
2022,2023 - 2024,Individual,Japan,0.012,0.941,0.048
2022,2023 - 2024,Individual,Jordan,0.093,0.803,0.114
2022,2023 - 2024,Individual,Kazakhstan,0.216,0.654,0.166
2022,2023 - 2024,Individual,Kenya,0.313,0.57,0.171
2022,2023 - 2024,Individual,Kosovo,0.301,0.617,0.118
2022,2023 - 2024,Individual,Kuwait,0.134,0.76,0.122
2022,2023 - 2024,Individual,Kyrgyzstan,0.254,0.593,0.206
2022,2023 - 2024,Individual,Laos,0.366,0.612,0.036
2022,2023 - 2024,Individual,Latvia,0,0.979,0.021
2022,2023 - 2024,Individual,Lebanon,0.266,0.675,0.08
2022,2023 - 2024,Individual,Lesotho,0.21,0.617,0.218
2022,2023 - 2024,Individual,Liberia,0.111,0.718,0.192
2022,2023 - 2024,Individual,Libya,0.285,0.477,0.333
2022,2023 - 2024,Individual,Lithuania,0.008,0.922,0.07
2022,2023 - 2024,Individual,Luxembourg,0,1,0
2022,2023 - 2024,Individual,Madagascar,0.166,0.759,0.09
2022,2023 - 2024,Individual,Malawi,0.242,0.614,0.19
2022,2023 - 2024,Individual,Malaysia,0.32,0.549,0.193
2022,2023 - 2024,Individual,Maldives,0.34,0.529,0.198
2022,2023 - 2024,Individual,Mali,0.439,0.347,0.383
2022,2023 - 2024,Individual,Mauritania,0.418,0.288,0.505
2022,2023 - 2024,Individual,Mauritius,0.316,0.34,0.503
2022,2023 - 2024,Individual,Mexico,0.227,0.579,0.251
2022,2023 - 2024,Individual,Moldova,0.059,0.725,0.23
2022,2023 - 2024,Individual,Mongolia,0.106,0.782,0.125
2022,2023 - 2024,Individual,Montenegro,0.258,0.54,0.272
2022,2023 - 2024,Individual,Morocco,0.128,0.78,0.106
2022,2023 - 2024,Individual,Mozambique,0.16,0.699,0.168
2022,2023 - 2024,Individual,Myanmar,0.358,0.569,0.114
2022,2023 - 2024,Individual,Namibia,0.056,0.852,0.098
2022,2023 - 2024,Individual,Nepal,0.134,0.607,0.299
2022,2023 - 2024,Individual,Netherlands,0.002,0.976,0.022
2022,2023 - 2024,Individual,New Zealand,0,0.978,0.022
2022,2023 - 2024,Individual,Nicaragua,0.305,0.419,0.397
2022,2023 - 2024,Individual,Niger,0.182,0.583,0.288
2022,2023 - 2024,Individual,Nigeria,0.188,0.676,0.168
2022,2023 - 2024,Individual,North Korea,0.056,0.944,0
2022,2023 - 2024,Individual,North Macedonia,0.146,0.757,0.114
2022,2023 - 2024,Individual,Norway,0,0.957,0.044
2022,2023 - 2024,Individual,Oman,0.012,0.971,0.018
2022,2023 - 2024,Individual,Pakistan,0.537,0.267,0.424
2022,2023 - 2024,Individual,Panama,0.062,0.742,0.209
2022,2023 - 2024,Individual,Papua New Guinea,0.172,0.76,0.083
2022,2023 - 2024,Individual,Paraguay,0.15,0.284,0.666
2022,2023 - 2024,Individual,Peru,0.168,0.415,0.501
2022,2023 - 2024,Individual,Philippines,0.376,0.465,0.254
2022,2023 - 2024,Individual,Poland,0.144,0.703,0.179
2022,2023 - 2024,Individual,Portugal,0.016,0.72,0.268
2022,2023 - 2024,Individual,Qatar,0.032,0.128,0.868
2022,2023 - 2024,Individual,Romania,0.152,0.684,0.194
2022,2023 - 2024,Individual,Russia,0.235,0.492,0.356
2022,2023 - 2024,Individual,Rwanda,0.208,0.401,0.494
2022,2023 - 2024,Individual,Saudi Arabia,0.02,0.933,0.048
2022,2023 - 2024,Individual,Senegal,0.312,0.619,0.1
2022,2023 - 2024,Individual,Serbia,0.159,0.663,0.211
2022,2023 - 2024,Individual,Sierra Leone,0.154,0.743,0.122
2022,2023 - 2024,Individual,Singapore,0.061,0.886,0.056
2022,2023 - 2024,Individual,Slovakia,0,0.962,0.038
2022,2023 - 2024,Individual,Slovenia,0.145,0.547,0.36
2022,2023 - 2024,Individual,Solomon Islands,0.348,0.578,0.114
2022,2023 - 2024,Individual,Somalia,0.258,0.549,0.261
2022,2023 - 2024,Individual,South Africa,0.064,0.749,0.2
2022,2023 - 2024,Individual,South Korea,0.007,0.958,0.035
2022,2023 - 2024,Individual,South Sudan,0.399,0.531,0.116
2022,2023 - 2024,Individual,Spain,0,0.924,0.076
2022,2023 - 2024,Individual,Sri Lanka,0.54,0.342,0.256
2022,2023 - 2024,Individual,Sudan,0.334,0.423,0.365
2022,2023 - 2024,Individual,Surinam,0.251,0.629,0.16
2022,2023 - 2024,Individual,Swaziland,0.07,0.17,0.817
2022,2023 - 2024,Individual,Sweden,0,0.974,0.026
2022,2023 - 2024,Individual,Switzerland,0,0.993,0.007
2022,2023 - 2024,Individual,Syria,0.206,0.736,0.074
2022,2023 - 2024,Individual,Taiwan,0,0.961,0.04
2022,2023 - 2024,Individual,Tajikistan,0.112,0.793,0.107
2022,2023 - 2024,Individual,Tanzania,0.345,0.563,0.141
2022,2023 - 2024,Individual,Thailand,0.3,0.454,0.352
2022,2023 - 2024,Individual,Togo,0.332,0.541,0.19
2022,2023 - 2024,Individual,Trinidad and Tobago,0.013,0.598,0.394
2022,2023 - 2024,Individual,Tunisia,0.45,0.365,0.336
2022,2023 - 2024,Individual,Turkey,0.15,0.744,0.125
2022,2023 - 2024,Individual,Turkmenistan,0.05,0.935,0.016
2022,2023 - 2024,Individual,UK,0.007,0.944,0.049
2022,2023 - 2024,Individual,USA,0.025,0.873,0.104
2022,2023 - 2024,Individual,Uganda,0.21,0.443,0.438
2022,2023 - 2024,Individual,Ukraine,0.647,0.212,0.399
2022,2023 - 2024,Individual,United Arab Emirates,0.026,0.084,0.914
2022,2023 - 2024,Individual,Uruguay,0.029,0.893,0.08
2022,2023 - 2024,Individual,Uzbekistan,0.181,0.763,0.068
2022,2023 - 2024,Individual,Venezuela,0.604,0.256,0.352
2022,2023 - 2024,Individual,Vietnam,0.272,0.514,0.294
2022,2023 - 2024,Individual,Yemen,0.201,0.642,0.196
2022,2023 - 2024,Individual,Zambia,0.277,0.491,0.32
2022,2023 - 2024,Individual,Zimbabwe,0.287,0.195,0.727
2022,2023 - 2024,Informational,Afghanistan,0.386,0.398,0.351
2022,2023 - 2024,Informational,Albania,0.199,0.593,0.26
2022,2023 - 2024,Informational,Algeria,0.212,0.322,0.592
2022,2023 - 2024,Informational,Angola,0.224,0.391,0.496
2022,2023 - 2024,Informational,Argentina,0.189,0.632,0.22
2022,2023 - 2024,Informational,Armenia,0.205,0.608,0.234
2022,2023 - 2024,Informational,Australia,0.002,0.982,0.016
2022,2023 - 2024,Informational,Austria,0.09,0.53,0.418
2022,2023 - 2024,Informational,Azerbaijan,0.142,0.786,0.084
2022,2023 - 2024,Informational,Bangladesh,0.206,0.551,0.307
2022,2023 - 2024,Informational,Barbados,0.02,0.964,0.016
2022,2023 - 2024,Informational,Belarus,0.276,0.421,0.418
2022,2023 - 2024,Informational,Belgium,0,0.986,0.015
2022,2023 - 2024,Informational,Benin,0.569,0.356,0.174
2022,2023 - 2024,Informational,Bhutan,0.492,0.353,0.304
2022,2023 - 2024,Informational,Bolivia,0.392,0.393,0.354
2022,2023 - 2024,Informational,Bosnia-Herzegovina,0.19,0.405,0.5
2022,2023 - 2024,Informational,Botswana,0.115,0.764,0.136
2022,2023 - 2024,Informational,Brazil,0.31,0.18,0.739
2022,2023 - 2024,Informational,Bulgaria,0.143,0.497,0.42
2022,2023 - 2024,Informational,Burkina Faso,0.246,0.604,0.199
2022,2023 - 2024,Informational,Burundi,0.281,0.601,0.164
2022,2023 - 2024,Informational,CAR,0.309,0.488,0.294
2022,2023 - 2024,Informational,Cambodia,0.188,0.713,0.122
2022,2023 - 2024,Informational,Cameroon,0.173,0.66,0.202
2022,2023 - 2024,Informational,Canada,0.03,0.858,0.114
2022,2023 - 2024,Informational,Cape Verde,0.028,0.851,0.124
2022,2023 - 2024,Informational,Chad,0.458,0.33,0.392
2022,2023 - 2024,Informational,Chile,0.142,0.644,0.249
2022,2023 - 2024,Informational,China,0.149,0.765,0.101
2022,2023 - 2024,Informational,Colombia,0.219,0.448,0.426
2022,2023 - 2024,Informational,Comoros,0.172,0.626,0.244
2022,2023 - 2024,Informational,Congo,0.225,0.601,0.224
2022,2023 - 2024,Informational,Costa Rica,0.007,0.92,0.074
2022,2023 - 2024,Informational,Cote D'Ivoire,0.208,0.698,0.12
2022,2023 - 2024,Informational,Croatia,0.172,0.661,0.202
2022,2023 - 2024,Informational,Cuba,0.279,0.674,0.066
2022,2023 - 2024,Informational,Cyprus,0.068,0.589,0.368
2022,2023 - 2024,Informational,Czech Republic,0.075,0.81,0.124
2022,2023 - 2024,Informational,DR Congo,0.343,0.459,0.301
2022,2023 - 2024,Informational,Denmark,0,0.985,0.015
2022,2023 - 2024,Informational,Djibouti,0.151,0.813,0.042
2022,2023 - 2024,Informational,Dominican Republic,0.383,0.511,0.171
2022,2023 - 2024,Informational,East Timor,0.036,0.881,0.086
2022,2023 - 2024,Informational,Ecuador,0.338,0.327,0.507
2022,2023 - 2024,Informational,Egypt,0.12,0.858,0.025
2022,2023 - 2024,Informational,El Salvador,0.366,0.351,0.446
2022,2023 - 2024,Informational,Equatorial Guinea,0.088,0.871,0.045
2022,2023 - 2024,Informational,Eritrea,0.06,0.913,0.029
2022,2023 - 2024,Informational,Estonia,0,0.99,0.011
2022,2023 - 2024,Informational,Ethiopia,0.316,0.375,0.453
2022,2023 - 2024,Informational,Fiji,0.324,0.587,0.131
2022,2023 - 2024,Informational,Finland,0,0.954,0.046
2022,2023 - 2024,Informational,France,0,0.869,0.132
2022,2023 - 2024,Informational,Gabon,0.194,0.704,0.126
2022,2023 - 2024,Informational,Gambia,0.163,0.506,0.395
2022,2023 - 2024,Informational,Georgia,0.105,0.791,0.116
2022,2023 - 2024,Informational,Germany,0.029,0.925,0.047
2022,2023 - 2024,Informational,Ghana,0.095,0.746,0.175
2022,2023 - 2024,Informational,Greece,0.203,0.42,0.473
2022,2023 - 2024,Informational,Guatemala,0.426,0.284,0.506
2022,2023 - 2024,Informational,Guinea,0.406,0.417,0.298
2022,2023 - 2024,Informational,Guinea-Bissau,0.162,0.654,0.219
2022,2023 - 2024,Informational,Guyana,0.23,0.664,0.138
2022,2023 - 2024,Informational,Haiti,0.366,0.371,0.415
2022,2023 - 2024,Informational,Honduras,0.162,0.647,0.228
2022,2023 - 2024,Informational,Hungary,0.254,0.485,0.35
2022,2023 - 2024,Informational,Iceland,0.022,0.893,0.087
2022,2023 - 2024,Informational,India,0.628,0.181,0.512
2022,2023 - 2024,Informational,Indonesia,0.182,0.602,0.264
2022,2023 - 2024,Informational,Iran,0.374,0.348,0.444
2022,2023 - 2024,Informational,Iraq,0.21,0.402,0.491
2022,2023 - 2024,Informational,Ireland,0,0.992,0.008
2022,2023 - 2024,Informational,Israel,0.054,0.839,0.113
2022,2023 - 2024,Informational,Italy,0.009,0.912,0.08
2022,2023 - 2024,Informational,Jamaica,0.002,0.989,0.01
2022,2023 - 2024,Informational,Japan,0.012,0.935,0.054
2022,2023 - 2024,Informational,Jordan,0.244,0.667,0.117
2022,2023 - 2024,Informational,Kazakhstan,0.362,0.481,0.246
2022,2023 - 2024,Informational,Kenya,0.091,0.764,0.16
2022,2023 - 2024,Informational,Kosovo,0.102,0.822,0.084
2022,2023 - 2024,Informational,Kuwait,0.136,0.75,0.132
2022,2023 - 2024,Informational,Kyrgyzstan,0.251,0.499,0.333
2022,2023 - 2024,Informational,Laos,0.082,0.918,0
2022,2023 - 2024,Informational,Latvia,0.009,0.956,0.036
2022,2023 - 2024,Informational,Lebanon,0.22,0.699,0.103
2022,2023 - 2024,Informational,Lesotho,0.12,0.718,0.184
2022,2023 - 2024,Informational,Liberia,0.032,0.886,0.085
2022,2023 - 2024,Informational,Libya,0.31,0.511,0.258
2022,2023 - 2024,Informational,Lithuania,0.021,0.877,0.104
2022,2023 - 2024,Informational,Luxembourg,0,0.995,0.005
2022,2023 - 2024,Informational,Madagascar,0.182,0.709,0.134
2022,2023 - 2024,Informational,Malawi,0.11,0.77,0.134
2022,2023 - 2024,Informational,Malaysia,0.326,0.299,0.556
2022,2023 - 2024,Informational,Maldives,0.259,0.575,0.224
2022,2023 - 2024,Informational,Mali,0.411,0.408,0.307
2022,2023 - 2024,Informational,Mauritania,0.4,0.29,0.516
2022,2023 - 2024,Informational,Mauritius,0.26,0.358,0.516
2022,2023 - 2024,Informational,Mexico,0.329,0.361,0.462
2022,2023 - 2024,Informational,Moldova,0.058,0.728,0.228
2022,2023 - 2024,Informational,Mongolia,0.158,0.477,0.434
2022,2023 - 2024,Informational,Montenegro,0.385,0.495,0.195
2022,2023 - 2024,Informational,Morocco,0.186,0.74,0.09
2022,2023 - 2024,Informational,Mozambique,0.128,0.774,0.112
2022,2023 - 2024,Informational,Myanmar,0.313,0.599,0.128
2022,2023 - 2024,Informational,Namibia,0.063,0.889,0.052
2022,2023 - 2024,Informational,Nepal,0.161,0.531,0.367
2022,2023 - 2024,Informational,Netherlands,0.01,0.939,0.052
2022,2023 - 2024,Informational,New Zealand,0.002,0.976,0.022
2022,2023 - 2024,Informational,Nicaragua,0.271,0.45,0.382
2022,2023 - 2024,Informational,Niger,0.138,0.647,0.249
2022,2023 - 2024,Informational,Nigeria,0.17,0.497,0.401
2022,2023 - 2024,Informational,North Korea,0.034,0.966,0
2022,2023 - 2024,Informational,North Macedonia,0.175,0.686,0.169
2022,2023 - 2024,Informational,Norway,0,0.945,0.055
2022,2023 - 2024,Informational,Oman,0.018,0.976,0.006
2022,2023 - 2024,Informational,Pakistan,0.596,0.244,0.398
2022,2023 - 2024,Informational,Panama,0.062,0.856,0.087
2022,2023 - 2024,Informational,Papua New Guinea,0.084,0.81,0.116
2022,2023 - 2024,Informational,Paraguay,0.12,0.71,0.192
2022,2023 - 2024,Informational,Peru,0.164,0.357,0.573
2022,2023 - 2024,Informational,Philippines,0.554,0.265,0.405
2022,2023 - 2024,Informational,Poland,0.194,0.246,0.695
2022,2023 - 2024,Informational,Portugal,0.011,0.872,0.118
2022,2023 - 2024,Informational,Qatar,0.048,0.941,0.012
2022,2023 - 2024,Informational,Romania,0.382,0.302,0.511
2022,2023 - 2024,Informational,Russia,0.259,0.484,0.346
2022,2023 - 2024,Informational,Rwanda,0.119,0.791,0.102
2022,2023 - 2024,Informational,Saudi Arabia,0.004,0.992,0.004
2022,2023 - 2024,Informational,Senegal,0.069,0.875,0.06
2022,2023 - 2024,Informational,Serbia,0.477,0.391,0.252
2022,2023 - 2024,Informational,Sierra Leone,0.053,0.827,0.126
2022,2023 - 2024,Informational,Singapore,0.118,0.844,0.043
2022,2023 - 2024,Informational,Slovakia,0.104,0.796,0.112
2022,2023 - 2024,Informational,Slovenia,0.174,0.497,0.398
2022,2023 - 2024,Informational,Solomon Islands,0.051,0.843,0.112
2022,2023 - 2024,Informational,Somalia,0.667,0.253,0.24
2022,2023 - 2024,Informational,South Africa,0.052,0.776,0.182
2022,2023 - 2024,Informational,South Korea,0.096,0.659,0.272
2022,2023 - 2024,Informational,South Sudan,0.239,0.593,0.221
2022,2023 - 2024,Informational,Spain,0.018,0.89,0.094
2022,2023 - 2024,Informational,Sri Lanka,0.248,0.498,0.338
2022,2023 - 2024,Informational,Sudan,0.397,0.408,0.324
2022,2023 - 2024,Informational,Surinam,0.251,0.697,0.069
2022,2023 - 2024,Informational,Swaziland,0.038,0.18,0.812
2022,2023 - 2024,Informational,Sweden,0,0.982,0.018
2022,2023 - 2024,Informational,Switzerland,0,0.995,0.005
2022,2023 - 2024,Informational,Syria,0.156,0.845,0
2022,2023 - 2024,Informational,Taiwan,0.035,0.741,0.232
2022,2023 - 2024,Informational,Tajikistan,0.103,0.715,0.202
2022,2023 - 2024,Informational,Tanzania,0.474,0.416,0.21
2022,2023 - 2024,Informational,Thailand,0.285,0.638,0.108
2022,2023 - 2024,Informational,Togo,0.208,0.385,0.514
2022,2023 - 2024,Informational,Trinidad and Tobago,0.388,0.584,0.047
2022,2023 - 2024,Informational,Tunisia,0.495,0.276,0.454
2022,2023 - 2024,Informational,Turkey,0.138,0.737,0.144
2022,2023 - 2024,Informational,Turkmenistan,0.05,0.95,0
2022,2023 - 2024,Informational,UK,0.011,0.935,0.056
2022,2023 - 2024,Informational,USA,0.048,0.748,0.214
2022,2023 - 2024,Informational,Uganda,0.222,0.494,0.366
2022,2023 - 2024,Informational,Ukraine,0.497,0.252,0.498
2022,2023 - 2024,Informational,United Arab Emirates,0.011,0.969,0.02
2022,2023 - 2024,Informational,Uruguay,0.08,0.66,0.284
2022,2023 - 2024,Informational,Uzbekistan,0.344,0.582,0.112
2022,2023 - 2024,Informational,Venezuela,0.226,0.558,0.278
2022,2023 - 2024,Informational,Vietnam,0.244,0.651,0.138
2022,2023 - 2024,Informational,Yemen,0.504,0.387,0.22
2022,2023 - 2024,Informational,Zambia,0.196,0.593,0.262
2022,2023 - 2024,Informational,Zimbabwe,0.29,0.626,0.118
