idnum idacr year pop source
2 USA 1816 8659 0
2 USA 1817 8899 0
2 USA 1818 9139 0
2 USA 1819 9379 0
2 USA 1820 9618 0
2 USA 1821 9939 0
2 USA 1822 10268 0
2 USA 1823 10596 0
2 USA 1824 10924 0
2 USA 1825 11252 0
2 USA 1826 11580 0
2 USA 1827 11909 0
2 USA 1828 12237 0
2 USA 1829 12565 0
2 USA 1830 12901 0
2 USA 1831 13321 0
2 USA 1832 13742 0
2 USA 1833 14162 0
2 USA 1834 14582 0
2 USA 1835 15003 0
2 USA 1836 15423 0
2 USA 1837 15843 0
2 USA 1838 16264 0
2 USA 1839 16684 0
2 USA 1840 17120 0
2 USA 1841 17733 0
2 USA 1842 18345 0
2 USA 1843 18957 0
2 USA 1844 19569 0
2 USA 1845 20182 0
2 USA 1846 20794 0
2 USA 1847 21406 0
2 USA 1848 22018 0
2 USA 1849 22631 0
2 USA 1850 23261 0
2 USA 1851 24086 0
2 USA 1852 24911 0
2 USA 1853 25736 0
2 USA 1854 26561 0
2 USA 1855 27386 0
2 USA 1856 28212 0
2 USA 1857 29037 0
2 USA 1858 29862 0
2 USA 1859 30687 0
2 USA 1860 31513 0
2 USA 1861 32351 0
2 USA 1862 33188 0
2 USA 1863 34026 0
2 USA 1864 34863 0
2 USA 1865 35701 0
2 USA 1866 36538 0
2 USA 1867 37376 0
2 USA 1868 38213 0
2 USA 1869 39051 0
2 USA 1870 39905 0
2 USA 1871 40938 0
2 USA 1872 41972 0
2 USA 1873 43006 0
2 USA 1874 44040 0
2 USA 1875 45073 0
2 USA 1876 46107 0
2 USA 1877 47141 0
2 USA 1878 48174 0
2 USA 1879 49208 0
2 USA 1880 50262 0
2 USA 1881 51542 0
2 USA 1882 52821 0
2 USA 1883 54100 0
2 USA 1884 55379 0
2 USA 1885 56658 0
2 USA 1886 57938 0
2 USA 1887 59217 0
2 USA 1888 60496 0
2 USA 1889 61775 0
2 USA 1890 63056 0
2 USA 1891 64361 0
2 USA 1892 65666 0
2 USA 1893 66970 0
2 USA 1894 68275 0
2 USA 1895 69580 0
2 USA 1896 70885 0
2 USA 1897 72189 0
2 USA 1898 73494 0
2 USA 1899 74799 0
2 USA 1900 76094 0
2 USA 1901 77584 0
2 USA 1902 79163 0
2 USA 1903 80632 0
2 USA 1904 82166 0
2 USA 1905 83822 0
2 USA 1906 85450 0
2 USA 1907 87008 0
2 USA 1908 88710 0
2 USA 1909 90490 0
2 USA 1910 92407 0
2 USA 1911 93863 0
2 USA 1912 95335 0
2 USA 1913 97225 0
2 USA 1914 99111 0
2 USA 1915 100546 0
2 USA 1916 101961 0
2 USA 1917 103268 0
2 USA 1918 103208 0
2 USA 1919 104514 0
2 USA 1920 106461 0
2 USA 1921 108538 0
2 USA 1922 110049 0
2 USA 1923 111947 0
2 USA 1924 114109 0
2 USA 1925 115829 0
2 USA 1926 117397 0
2 USA 1927 119035 0
2 USA 1928 120509 0
2 USA 1929 121767 0
2 USA 1930 123188 0
2 USA 1931 124149 0
2 USA 1932 124949 0
2 USA 1933 125690 0
2 USA 1934 126485 0
2 USA 1935 127362 0
2 USA 1936 128181 0
2 USA 1937 128961 0
2 USA 1938 129969 0
2 USA 1939 131028 0
2 USA 1940 132122 0
2 USA 1941 133402 0
2 USA 1942 134860 0
2 USA 1943 136739 0
2 USA 1944 138397 0
2 USA 1945 139928 0
2 USA 1946 141389 0
2 USA 1947 144126 0
2 USA 1948 147208 0
2 USA 1949 149767 0
2 USA 1950 152271 0
2 USA 1951 154878 0
2 USA 1952 157553 0
2 USA 1953 160184 0
2 USA 1954 163026 0
2 USA 1955 165931 0
2 USA 1956 168903 0
2 USA 1957 171984 0
2 USA 1958 174882 0
2 USA 1959 177830 0
2 USA 1960 180671 0
2 USA 1961 183691 0
2 USA 1962 186538 0
2 USA 1963 189242 0
2 USA 1964 191889 0
2 USA 1965 194303 0
2 USA 1966 196560 0
2 USA 1967 198712 0
2 USA 1968 200706 0
2 USA 1969 202677 0
2 USA 1970 205052 0
2 USA 1971 207661 0
2 USA 1972 209896 0
2 USA 1973 211909 0
2 USA 1974 213854 0
2 USA 1975 215973 0
2 USA 1976 218035 0
2 USA 1977 220239 0
2 USA 1978 222585 0
2 USA 1979 225055 0
2 USA 1980 227726 0
2 USA 1981 229966 0
2 USA 1982 232188 0
2 USA 1983 234307 0
2 USA 1984 236348 0
2 USA 1985 238466 0
2 USA 1986 240651 0
2 USA 1987 242804 0
2 USA 1988 245021 0
2 USA 1989 247342 0
2 USA 1990 249907 0
2 USA 1991 252618 0
2 USA 1992 255391 0
2 USA 1993 258132 0
2 USA 1994 260602 0
2 USA 1995 262755 0
2 USA 1996 265284 0
2 USA 1997 267901 0
2 USA 1998 274028 0
2 USA 1999 276218 0
2 USA 2000 278357 0
2 USA 2001 285112 0
2 USA 2002 287888 0
2 USA 2003 290448 0
2 USA 2004 293192 0
2 USA 2005 295896 0
2 USA 2006 298755 0
2 USA 2007 301621 0
2 USA 2008 304375 0
2 USA 2009 307007 0
2 USA 2010 309051 0
2 USA 2011 311108.61 3
2 USA 2012 313179.92 3
20 CAN 1867 3463 1
20 CAN 1868 3511 1
20 CAN 1869 3565 1
20 CAN 1870 3625 1
20 CAN 1871 3688.94 2
20 CAN 1872 3754 1
20 CAN 1873 3826 1
20 CAN 1874 3895 1
20 CAN 1875 3954 1
20 CAN 1876 4009 1
20 CAN 1877 4064 1
20 CAN 1878 4120 1
20 CAN 1879 4185 1
20 CAN 1880 4255 1
20 CAN 1881 4314.58 2
20 CAN 1882 4375 1
20 CAN 1883 4430 1
20 CAN 1884 4487 1
20 CAN 1885 4537 1
20 CAN 1886 4580 1
20 CAN 1887 4626 1
20 CAN 1888 4678 1
20 CAN 1889 4729 1
20 CAN 1890 4779 1
20 CAN 1891 4830.72 2
20 CAN 1892 4883 1
20 CAN 1893 4931 1
20 CAN 1894 4979 1
20 CAN 1895 5026 1
20 CAN 1896 5074 1
20 CAN 1897 5122 1
20 CAN 1898 5175 1
20 CAN 1899 5235 1
20 CAN 1900 5301 1
20 CAN 1901 5396.64 2
20 CAN 1902 5494 1
20 CAN 1903 5651 1
20 CAN 1904 5827 1
20 CAN 1905 6002 1
20 CAN 1906 6097 1
20 CAN 1907 6411 1
20 CAN 1908 6625 1
20 CAN 1909 6800 1
20 CAN 1910 6988 1
20 CAN 1911 7174.12 2
20 CAN 1912 7365.2 1
20 CAN 1913 7527.2 1
20 CAN 1914 7692.8 1
20 CAN 1915 7862.1 1
20 CAN 1916 8035.6 1
20 CAN 1917 8180.2 1
20 CAN 1918 8328.4 1
20 CAN 1919 8478.5 1
20 CAN 1920 8556 0
20 CAN 1921 8788 0
20 CAN 1922 8919 0
20 CAN 1923 9010 0
20 CAN 1924 9143 0
20 CAN 1925 9294 0
20 CAN 1926 9451 0
20 CAN 1927 9637 0
20 CAN 1928 9835 0
20 CAN 1929 10029 0
20 CAN 1930 10208 0
20 CAN 1931 10377 0
20 CAN 1932 10510 0
20 CAN 1933 10633 0
20 CAN 1934 10741 0
20 CAN 1935 10845 0
20 CAN 1936 10950 0
20 CAN 1937 11045 0
20 CAN 1938 11152 0
20 CAN 1939 11267 0
20 CAN 1940 11381 0
20 CAN 1941 11507 0
20 CAN 1942 11654 0
20 CAN 1943 11795 0
20 CAN 1944 11946 0
20 CAN 1945 12072 0
20 CAN 1946 12292 0
20 CAN 1947 12551 0
20 CAN 1948 13167 0
20 CAN 1949 13475 0
20 CAN 1950 13737 0
20 CAN 1951 14050 0
20 CAN 1952 14496 0
20 CAN 1953 14886 0
20 CAN 1954 15330 0
20 CAN 1955 15736 0
20 CAN 1956 16123 0
20 CAN 1957 16677 0
20 CAN 1958 17120 0
20 CAN 1959 17522 0
20 CAN 1960 17909 0
20 CAN 1961 18238 0
20 CAN 1962 18614 0
20 CAN 1963 18964 0
20 CAN 1964 19325 0
20 CAN 1965 19678 0
20 CAN 1966 20048 0
20 CAN 1967 20412 0
20 CAN 1968 20729 0
20 CAN 1969 21028 0
20 CAN 1970 21297 0
20 CAN 1971 22962 0
20 CAN 1972 22220 0
20 CAN 1973 22494 0
20 CAN 1974 22808 0
20 CAN 1975 23142 0
20 CAN 1976 23450 0
20 CAN 1977 23726 0
20 CAN 1978 23964 0
20 CAN 1979 24202 0
20 CAN 1980 24516 0
20 CAN 1981 24820 0
20 CAN 1982 25117 0
20 CAN 1983 25367 0
20 CAN 1984 25608 0
20 CAN 1985 25843 0
20 CAN 1986 26101 0
20 CAN 1987 26450 0
20 CAN 1988 26798 0
20 CAN 1989 27286 0
20 CAN 1990 27701 0
20 CAN 1991 28031 0
20 CAN 1992 28377 0
20 CAN 1993 28703 0
20 CAN 1994 29036 0
20 CAN 1995 29354 0
20 CAN 1996 29672 0
20 CAN 1997 30004 0
20 CAN 1998 30563 0
20 CAN 1999 30857 0
20 CAN 2000 31147 0
20 CAN 2001 31021 0
20 CAN 2002 31373 0
20 CAN 2003 31676 0
20 CAN 2004 31995 0
20 CAN 2005 32312 0
20 CAN 2006 32649 0
20 CAN 2007 32976 0
20 CAN 2008 33316 0
20 CAN 2009 33720 0
20 CAN 2010 34109 0
20 CAN 2011 34502.49 3
20 CAN 2012 34900.51 3
31 BHM 1973 181 0
31 BHM 1974 185 0
31 BHM 1975 189 0
31 BHM 1976 193 0
31 BHM 1977 197 0
31 BHM 1978 201 0
31 BHM 1979 206 0
31 BHM 1980 210 0
31 BHM 1981 214 0
31 BHM 1982 218 0
31 BHM 1983 223 0
31 BHM 1984 227 0
31 BHM 1985 232 0
31 BHM 1986 236 0
31 BHM 1987 241 0
31 BHM 1988 246 0
31 BHM 1989 251 0
31 BHM 1990 255 0
31 BHM 1991 260 0
31 BHM 1992 264 0
31 BHM 1993 269 0
31 BHM 1994 274 0
31 BHM 1995 279 0
31 BHM 1996 284 0
31 BHM 1997 289 0
31 BHM 1998 296 0
31 BHM 1999 301 0
31 BHM 2000 307 0
31 BHM 2001 308 0
31 BHM 2002 312 0
31 BHM 2003 317 0
31 BHM 2004 321 0
31 BHM 2005 325 0
31 BHM 2006 330 0
31 BHM 2007 334 0
31 BHM 2008 338 0
31 BHM 2009 342 0
31 BHM 2010 347 0
31 BHM 2011 352.07 3
31 BHM 2012 357.22 3
40 CUB 1902 1760 0
40 CUB 1903 1840 0
40 CUB 1904 1880 0
40 CUB 1905 1930 0
40 CUB 1906 1980 0
40 CUB 1907 2034.72 2
40 CUB 1908 2092 1
40 CUB 1909 2150 0
40 CUB 1910 2220 0
40 CUB 1911 2290 0
40 CUB 1912 2360 0
40 CUB 1913 2410 0
40 CUB 1914 2510 0
40 CUB 1915 2590 0
40 CUB 1916 2660 0
40 CUB 1917 2750 0
40 CUB 1918 2830 0
40 CUB 1919 2910 0
40 CUB 1920 3000 0
40 CUB 1921 3080 0
40 CUB 1922 3180 0
40 CUB 1923 3260 0
40 CUB 1924 3350 0
40 CUB 1925 3430 0
40 CUB 1926 3520 0
40 CUB 1927 3610 0
40 CUB 1928 3510 0
40 CUB 1929 3580 0
40 CUB 1930 3650 0
40 CUB 1931 3960 0
40 CUB 1932 3960 0
40 CUB 1933 3960 0
40 CUB 1934 4040 0
40 CUB 1935 4070 0
40 CUB 1936 4110 0
40 CUB 1937 4170 0
40 CUB 1938 4230 0
40 CUB 1939 4250 0
40 CUB 1940 4290 0
40 CUB 1941 4330 0
40 CUB 1942 4370 0
40 CUB 1943 4780 0
40 CUB 1944 4850 0
40 CUB 1945 4930 0
40 CUB 1946 5040 0
40 CUB 1947 5150 0
40 CUB 1948 5287 0
40 CUB 1949 5399 0
40 CUB 1950 5858 0
40 CUB 1951 5638 0
40 CUB 1952 5759 0
40 CUB 1953 6129 0
40 CUB 1954 6254 0
40 CUB 1955 6426 0
40 CUB 1956 6513 0
40 CUB 1957 6641 0
40 CUB 1958 6763 0
40 CUB 1959 6901 0
40 CUB 1960 7029 0
40 CUB 1961 7134 0
40 CUB 1962 7254 0
40 CUB 1963 7415 0
40 CUB 1964 7612 0
40 CUB 1965 7809 0
40 CUB 1966 7985 0
40 CUB 1967 8139 0
40 CUB 1968 8284 0
40 CUB 1969 8421 0
40 CUB 1970 8546 0
40 CUB 1971 8678 0
40 CUB 1972 8041 0
40 CUB 1973 9011 0
40 CUB 1974 9162 0
40 CUB 1975 9299 0
40 CUB 1976 9430 0
40 CUB 1977 9547 0
40 CUB 1978 9644 0
40 CUB 1979 9720 0
40 CUB 1980 9724 0
40 CUB 1981 9724 0
40 CUB 1982 9801 0
40 CUB 1983 9897 0
40 CUB 1984 9994 0
40 CUB 1985 10098 0
40 CUB 1986 10199 0
40 CUB 1987 10301 0
40 CUB 1988 10412 0
40 CUB 1989 10523 0
40 CUB 1990 10624 0
40 CUB 1991 10744 0
40 CUB 1992 10831 0
40 CUB 1993 10904 0
40 CUB 1994 10950 0
40 CUB 1995 10980 0
40 CUB 1996 11019 0
40 CUB 1997 11059 0
40 CUB 1998 11116 0
40 CUB 1999 11160 0
40 CUB 2000 11201 0
40 CUB 2001 11157 0
40 CUB 2002 11184 0
40 CUB 2003 11215 0
40 CUB 2004 11236 0
40 CUB 2005 11243 0
40 CUB 2006 11241 0
40 CUB 2007 11238 0
40 CUB 2008 11236 0
40 CUB 2009 11239 0
40 CUB 2010 11242 0
40 CUB 2011 11245 3
40 CUB 2012 11248 3
41 HAI 1816 440.26 3
41 HAI 1817 442.99 3
41 HAI 1818 445.73 3
41 HAI 1819 448.49 3
41 HAI 1820 451.26 3
41 HAI 1821 454.05 3
41 HAI 1822 456.86 3
41 HAI 1823 459.69 3
41 HAI 1824 462.53 3
41 HAI 1825 465.4 3
41 HAI 1826 468.28 3
41 HAI 1827 471.17 3
41 HAI 1828 474.09 3
41 HAI 1829 477.02 3
41 HAI 1830 479.97 3
41 HAI 1831 482.94 3
41 HAI 1832 485.93 3
41 HAI 1833 488.94 3
41 HAI 1834 491.97 3
41 HAI 1835 495.01 3
41 HAI 1836 498.07 3
41 HAI 1837 501.15 3
41 HAI 1838 504.26 3
41 HAI 1839 507.38 3
41 HAI 1840 510.52 3
41 HAI 1841 513.67 3
41 HAI 1842 516.85 3
41 HAI 1843 520.05 3
41 HAI 1844 523.27 3
41 HAI 1845 526.51 3
41 HAI 1846 529.77 3
41 HAI 1847 533.04 3
41 HAI 1848 536.34 3
41 HAI 1849 539.66 3
41 HAI 1850 543 1
41 HAI 1851 546.36 2
41 HAI 1852 549.74 2
41 HAI 1853 553.14 2
41 HAI 1854 556.56 2
41 HAI 1855 560 1
41 HAI 1856 561.7 2
41 HAI 1857 563.4 2
41 HAI 1858 565.11 2
41 HAI 1859 465 0
41 HAI 1860 476 0
41 HAI 1861 487 0
41 HAI 1862 499 0
41 HAI 1863 511 0
41 HAI 1864 524 0
41 HAI 1865 537 0
41 HAI 1866 550 0
41 HAI 1867 564 0
41 HAI 1868 578 0
41 HAI 1869 592 0
41 HAI 1870 607 0
41 HAI 1871 622 0
41 HAI 1872 637 0
41 HAI 1873 653 0
41 HAI 1874 669 0
41 HAI 1875 686 0
41 HAI 1876 703 0
41 HAI 1877 720 0
41 HAI 1878 738 0
41 HAI 1879 756 0
41 HAI 1880 775 0
41 HAI 1881 794 0
41 HAI 1882 814 0
41 HAI 1883 834 0
41 HAI 1884 855 0
41 HAI 1885 876 0
41 HAI 1886 898 0
41 HAI 1887 920 0
41 HAI 1888 943 0
41 HAI 1889 966 0
41 HAI 1890 990 0
41 HAI 1891 1014 0
41 HAI 1892 1039 0
41 HAI 1893 1065 0
41 HAI 1894 1092 0
41 HAI 1895 1119 0
41 HAI 1896 1146 0
41 HAI 1897 1175 0
41 HAI 1898 1204 0
41 HAI 1899 1233 0
41 HAI 1900 1250 0
41 HAI 1901 1290 0
41 HAI 1902 1340 0
41 HAI 1903 1380 0
41 HAI 1904 1430 0
41 HAI 1905 1470 0
41 HAI 1906 1510 0
41 HAI 1907 1560 0
41 HAI 1908 1560 0
41 HAI 1909 1640 0
41 HAI 1910 1730 0
41 HAI 1911 1770 0
41 HAI 1912 1820 0
41 HAI 1913 1860 0
41 HAI 1914 1910 0
41 HAI 1915 1950 0
41 HAI 1934 1990 0
41 HAI 1935 2040 0
41 HAI 1936 2080 0
41 HAI 1937 2120 0
41 HAI 1938 2150 0
41 HAI 1939 2790 0
41 HAI 1940 2830 0
41 HAI 1941 2880 0
41 HAI 1942 2940 0
41 HAI 1943 2980 0
41 HAI 1944 3030 0
41 HAI 1945 3090 0
41 HAI 1946 3140 0
41 HAI 1947 3200 0
41 HAI 1948 3233 0
41 HAI 1949 3293 0
41 HAI 1950 3097 0
41 HAI 1951 3149 0
41 HAI 1952 3200 0
41 HAI 1953 3251 0
41 HAI 1954 3302 0
41 HAI 1955 3354 0
41 HAI 1956 3407 0
41 HAI 1957 3460 0
41 HAI 1958 3514 0
41 HAI 1959 3568 0
41 HAI 1960 3804 0
41 HAI 1961 3872 0
41 HAI 1962 3940 0
41 HAI 1963 4008 0
41 HAI 1964 4075 0
41 HAI 1965 4143 0
41 HAI 1966 4219 0
41 HAI 1967 4294 0
41 HAI 1968 4370 0
41 HAI 1969 4445 0
41 HAI 1970 4520 0
41 HAI 1971 4600 0
41 HAI 1972 4680 0
41 HAI 1973 4760 0
41 HAI 1974 4840 0
41 HAI 1975 4920 0
41 HAI 1976 5007 0
41 HAI 1977 5093 0
41 HAI 1978 5180 0
41 HAI 1979 5266 0
41 HAI 1980 5353 0
41 HAI 1981 5455 0
41 HAI 1982 5558 0
41 HAI 1983 5660 0
41 HAI 1984 5762 0
41 HAI 1985 5865 0
41 HAI 1986 5989 0
41 HAI 1987 6113 0
41 HAI 1988 6238 0
41 HAI 1989 6362 0
41 HAI 1990 6486 0
41 HAI 1991 6625 0
41 HAI 1992 6764 0
41 HAI 1993 6903 0
41 HAI 1994 7041 0
41 HAI 1995 7180 0
41 HAI 1996 7336 0
41 HAI 1997 7492 0
41 HAI 1998 7952 0
41 HAI 1999 8087 0
41 HAI 2000 8222 0
41 HAI 2001 8132 0
41 HAI 2002 8954 0
41 HAI 2003 9105 0
41 HAI 2004 9257 0
41 HAI 2005 9410 0
41 HAI 2006 9564 0
41 HAI 2007 9720 0
41 HAI 2008 9762 0
41 HAI 2009 9923 0
41 HAI 2010 10085 0
41 HAI 2011 10249.64 3
41 HAI 2012 10416.98 3
42 DOM 1844 108.52 3
42 DOM 1845 112.75 3
42 DOM 1846 117.14 3
42 DOM 1847 121.71 3
42 DOM 1848 126.45 3
42 DOM 1849 131.38 3
42 DOM 1850 136.5 1
42 DOM 1851 141.82 2
42 DOM 1852 147.34 2
42 DOM 1853 153.07 2
42 DOM 1854 159.03 2
42 DOM 1855 165.23 2
42 DOM 1856 171.66 2
42 DOM 1857 178.34 2
42 DOM 1858 185.29 2
42 DOM 1859 192.5 2
42 DOM 1860 200 1
42 DOM 1861 207.57 2
42 DOM 1862 215.43 2
42 DOM 1863 223.58 2
42 DOM 1864 232.05 2
42 DOM 1865 240.83 2
42 DOM 1866 249.95 2
42 DOM 1867 259.41 2
42 DOM 1868 269.23 2
42 DOM 1869 279.42 2
42 DOM 1870 290 1
42 DOM 1871 282.91 2
42 DOM 1872 276 2
42 DOM 1873 269.26 2
42 DOM 1874 262.68 2
42 DOM 1875 256.26 2
42 DOM 1876 250 1
42 DOM 1877 261.66 2
42 DOM 1878 273.86 2
42 DOM 1879 286.63 2
42 DOM 1880 300 1
42 DOM 1881 318.69 2
42 DOM 1882 338.55 2
42 DOM 1883 359.64 2
42 DOM 1884 382.05 2
42 DOM 1885 405.85 2
42 DOM 1886 431.14 2
42 DOM 1887 458 1
42 DOM 1888 610 1
42 DOM 1889 617 1
42 DOM 1890 340 1
42 DOM 1891 351.23 2
42 DOM 1892 362.84 2
42 DOM 1893 374.82 2
42 DOM 1894 504 0
42 DOM 1895 523 0
42 DOM 1896 540 0
42 DOM 1897 556 0
42 DOM 1898 571 0
42 DOM 1899 585 0
42 DOM 1900 600 0
42 DOM 1901 610 0
42 DOM 1902 630 0
42 DOM 1903 640 0
42 DOM 1904 660 0
42 DOM 1905 670 0
42 DOM 1906 680 0
42 DOM 1907 700 0
42 DOM 1908 710 0
42 DOM 1909 730 0
42 DOM 1910 740 0
42 DOM 1911 750 0
42 DOM 1912 770 0
42 DOM 1913 780 0
42 DOM 1914 800 0
42 DOM 1915 810 0
42 DOM 1916 820 0
42 DOM 1917 837 1
42 DOM 1918 851 1
42 DOM 1919 865 1
42 DOM 1920 879 1
42 DOM 1921 911.88 2
42 DOM 1922 946 1
42 DOM 1923 981 1
42 DOM 1924 1011 0
42 DOM 1925 1050 0
42 DOM 1926 1090 0
42 DOM 1927 1130 0
42 DOM 1928 1170 0
42 DOM 1929 1210 0
42 DOM 1930 1260 0
42 DOM 1931 1300 0
42 DOM 1932 1350 0
42 DOM 1933 1390 0
42 DOM 1934 1440 0
42 DOM 1935 1480 0
42 DOM 1936 1520 0
42 DOM 1937 1560 0
42 DOM 1938 1600 0
42 DOM 1939 1630 0
42 DOM 1940 1760 0
42 DOM 1941 1800 0
42 DOM 1942 1840 0
42 DOM 1943 1890 0
42 DOM 1944 1930 0
42 DOM 1945 1980 0
42 DOM 1946 2030 0
42 DOM 1947 2080 0
42 DOM 1948 2130 0
42 DOM 1949 2190 0
42 DOM 1950 2240 0
42 DOM 1951 2310 0
42 DOM 1952 2297 0
42 DOM 1953 2379 0
42 DOM 1954 2464 0
42 DOM 1955 2554 0
42 DOM 1956 2644 0
42 DOM 1957 2740 0
42 DOM 1958 2839 0
42 DOM 1959 2941 0
42 DOM 1960 3231 0
42 DOM 1961 3341 0
42 DOM 1962 3453 0
42 DOM 1963 3569 0
42 DOM 1964 3687 0
42 DOM 1965 3806 0
42 DOM 1966 3926 0
42 DOM 1967 4049 0
42 DOM 1968 4173 0
42 DOM 1969 4222 0
42 DOM 1970 4062 0
42 DOM 1971 4182 0
42 DOM 1972 4305 0
42 DOM 1973 4432 0
42 DOM 1974 4562 0
42 DOM 1975 4697 0
42 DOM 1976 4835 0
42 DOM 1977 5303 0
42 DOM 1978 5431 0
42 DOM 1979 5562 0
42 DOM 1980 5697 0
42 DOM 1981 5836 0
42 DOM 1982 5978 0
42 DOM 1983 6123 0
42 DOM 1984 6269 0
42 DOM 1985 6416 0
42 DOM 1986 6565 0
42 DOM 1987 6716 0
42 DOM 1988 6867 0
42 DOM 1989 7019 0
42 DOM 1990 7170 0
42 DOM 1991 7320 0
42 DOM 1992 7471 0
42 DOM 1993 7620 0
42 DOM 1994 7769 0
42 DOM 1995 7915 0
42 DOM 1996 8052 0
42 DOM 1997 8097 0
42 DOM 1998 8232 0
42 DOM 1999 8364 0
42 DOM 2000 8495 0
42 DOM 2001 8688 0
42 DOM 2002 8823 0
42 DOM 2003 8958 0
42 DOM 2004 9093 0
42 DOM 2005 9226 0
42 DOM 2006 9360 0
42 DOM 2007 9493 0
42 DOM 2008 9625 0
42 DOM 2009 9756 0
42 DOM 2010 9884 0
42 DOM 2011 10013.68 3
42 DOM 2012 10145.06 3
51 JAM 1962 1660 0
51 JAM 1963 1696 0
51 JAM 1964 1739 0
51 JAM 1965 1760 0
51 JAM 1966 1783 0
51 JAM 1967 1804 0
51 JAM 1968 1824 0
51 JAM 1969 1844 0
51 JAM 1970 1810 0
51 JAM 1971 1890 0
51 JAM 1972 1930 0
51 JAM 1973 1960 0
51 JAM 1974 1990 0
51 JAM 1975 2030 0
51 JAM 1976 2050 0
51 JAM 1977 2074 0
51 JAM 1978 2100 0
51 JAM 1979 2120 0
51 JAM 1980 2140 0
51 JAM 1981 2180 0
51 JAM 1982 2190 0
51 JAM 1983 2241 0
51 JAM 1984 2280 0
51 JAM 1985 2311 0
51 JAM 1986 2340 0
51 JAM 1987 2350 0
51 JAM 1988 2360 0
51 JAM 1989 2390 0
51 JAM 1990 2415 0
51 JAM 1991 2366 0
51 JAM 1992 2424 0
51 JAM 1993 2446 0
51 JAM 1994 2473 0
51 JAM 1995 2500 0
51 JAM 1996 2515 0
51 JAM 1997 2554 0
51 JAM 1998 2538 0
51 JAM 1999 2560 0
51 JAM 2000 2583 0
51 JAM 2001 2604 0
51 JAM 2002 2615 0
51 JAM 2003 2626 0
51 JAM 2004 2638 0
51 JAM 2005 2650 0
51 JAM 2006 2663 0
51 JAM 2007 2676 0
51 JAM 2008 2687 0
51 JAM 2009 2696 0
51 JAM 2010 2702 0
51 JAM 2011 2708.01 3
51 JAM 2012 2714.04 3
52 TRI 1962 900 0
52 TRI 1963 924 0
52 TRI 1964 951 0
52 TRI 1965 974 0
52 TRI 1966 995 0
52 TRI 1967 1010 0
52 TRI 1968 1021 0
52 TRI 1969 1028 0
52 TRI 1970 971 0
52 TRI 1971 978 0
52 TRI 1972 988 0
52 TRI 1973 997 0
52 TRI 1974 1004 0
52 TRI 1975 1012 0
52 TRI 1976 1023 0
52 TRI 1977 1035 0
52 TRI 1978 1049 0
52 TRI 1979 1064 0
52 TRI 1980 1082 0
52 TRI 1981 1094 0
52 TRI 1982 1116 0
52 TRI 1983 1139 0
52 TRI 1984 1170 0
52 TRI 1985 1178 0
52 TRI 1986 1195 0
52 TRI 1987 1193 0
52 TRI 1988 1208 0
52 TRI 1989 1206 0
52 TRI 1990 1215 0
52 TRI 1991 1225 0
52 TRI 1992 1240 0
52 TRI 1993 1247 0
52 TRI 1994 1250 0
52 TRI 1995 1260 0
52 TRI 1996 1264 0
52 TRI 1997 1307 0
52 TRI 1998 1283 0
52 TRI 1999 1289 0
52 TRI 2000 1295 0
52 TRI 2001 1267 0
52 TRI 2002 1276 0
52 TRI 2003 1282 0
52 TRI 2004 1291 0
52 TRI 2005 1294 0
52 TRI 2006 1298 0
52 TRI 2007 1303 0
52 TRI 2008 1309 0
52 TRI 2009 1310 0
52 TRI 2010 1318 0
52 TRI 2011 1326.05 3
52 TRI 2012 1334.15 3
53 BAR 1966 247 0
53 BAR 1967 249 0
53 BAR 1968 252 0
53 BAR 1969 253 0
53 BAR 1970 239 0
53 BAR 1971 240 0
53 BAR 1972 242 0
53 BAR 1973 243 0
53 BAR 1974 244 0
53 BAR 1975 246 0
53 BAR 1976 246 0
53 BAR 1977 247 0
53 BAR 1978 248 0
53 BAR 1979 248 0
53 BAR 1980 249 0
53 BAR 1981 250 0
53 BAR 1982 250 0
53 BAR 1983 251 0
53 BAR 1984 252 0
53 BAR 1985 253 0
53 BAR 1986 253 0
53 BAR 1987 254 0
53 BAR 1988 254 0
53 BAR 1989 255 0
53 BAR 1990 257 0
53 BAR 1991 258 0
53 BAR 1992 263 0
53 BAR 1993 264 0
53 BAR 1994 264 0
53 BAR 1995 264 0
53 BAR 1996 264 0
53 BAR 1997 262 0
53 BAR 1998 268 0
53 BAR 1999 269 0
53 BAR 2000 270 0
53 BAR 2001 270 0
53 BAR 2002 271 0
53 BAR 2003 272 0
53 BAR 2004 272 0
53 BAR 2005 273 0
53 BAR 2006 273 0
53 BAR 2007 274 0
53 BAR 2008 275 0
53 BAR 2009 275.5 0
53 BAR 2010 276 0
53 BAR 2011 276.5 3
53 BAR 2012 277 3
54 DMA 1978 81 0
54 DMA 1979 77 0
54 DMA 1980 74 0
54 DMA 1981 74 0
54 DMA 1982 76 0
54 DMA 1983 76 0
54 DMA 1984 75 0
54 DMA 1985 75 0
54 DMA 1986 74 0
54 DMA 1987 73 0
54 DMA 1988 73 0
54 DMA 1989 72 0
54 DMA 1990 72 0
54 DMA 1991 71 0
54 DMA 1992 72 0
54 DMA 1993 73 0
54 DMA 1994 74 0
54 DMA 1995 71 0
54 DMA 1996 74 0
54 DMA 1997 71 0
54 DMA 1998 71 0
54 DMA 1999 71 0
54 DMA 2000 71 0
54 DMA 2001 71 0
54 DMA 2002 70 0
