idnum idacr year pop source
210 NTH 1992 15184 0
210 NTH 1993 15290 0
210 NTH 1994 15383 0
210 NTH 1995 15459 0
210 NTH 1996 15531 0
210 NTH 1997 15604 0
210 NTH 1998 15678 0
210 NTH 1999 15735 0
210 NTH 2000 15786 0
210 NTH 2001 16046 0
210 NTH 2002 16149 0
210 NTH 2003 16225 0
210 NTH 2004 16282 0
210 NTH 2005 16320 0
210 NTH 2006 16346 0
210 NTH 2007 16382 0
210 NTH 2008 16446 0
210 NTH 2009 16530 0
210 NTH 2010 16615 0
210 NTH 2011 16700.44 3
210 NTH 2012 16786.31 3
211 BEL 1830 4077 0
211 BEL 1831 4090 0
211 BEL 1832 4103 0
211 BEL 1833 4150 0
211 BEL 1834 4197 0
211 BEL 1835 4209 0
211 BEL 1836 4243 0
211 BEL 1837 4273 0
211 BEL 1838 4318 0
211 BEL 1839 4035 0
211 BEL 1840 4073 0
211 BEL 1841 4138 0
211 BEL 1842 4173 0
211 BEL 1843 4214 0
211 BEL 1844 4258 0
211 BEL 1845 4299 0
211 BEL 1846 4337 0
211 BEL 1847 4338 0
211 BEL 1848 4359 0
211 BEL 1849 4380 0
211 BEL 1850 4426 0
211 BEL 1851 4473 0
211 BEL 1852 4516 0
211 BEL 1853 4549 0
211 BEL 1854 4585 0
211 BEL 1855 4607 0
211 BEL 1856 4529 0
211 BEL 1857 4577 0
211 BEL 1858 4623 0
211 BEL 1859 4671 0
211 BEL 1860 4732 0
211 BEL 1861 4782 0
211 BEL 1862 4837 0
211 BEL 1863 4893 0
211 BEL 1864 4940 0
211 BEL 1865 4984 0
211 BEL 1866 4828 0
211 BEL 1867 4898 0
211 BEL 1868 4962 0
211 BEL 1869 5021 0
211 BEL 1870 5088 0
211 BEL 1871 5114 0
211 BEL 1872 5175 0
211 BEL 1873 5254 0
211 BEL 1874 5337 0
211 BEL 1875 5403 0
211 BEL 1876 5336 0
211 BEL 1877 5413 0
211 BEL 1878 5477 0
211 BEL 1879 5537 0
211 BEL 1880 5520 0
211 BEL 1881 5586 0
211 BEL 1882 5655 0
211 BEL 1883 5721 0
211 BEL 1884 5785 0
211 BEL 1885 5853 0
211 BEL 1886 5910 0
211 BEL 1887 5975 0
211 BEL 1888 6030 0
211 BEL 1889 6094 0
211 BEL 1890 6069 0
211 BEL 1891 6136 0
211 BEL 1892 6195 0
211 BEL 1893 6262 0
211 BEL 1894 6342 0
211 BEL 1895 6411 0
211 BEL 1896 6496 0
211 BEL 1897 6587 0
211 BEL 1898 6670 0
211 BEL 1899 6745 0
211 BEL 1900 6694 0
211 BEL 1901 6800 0
211 BEL 1902 6896 0
211 BEL 1903 6985 0
211 BEL 1904 7075 0
211 BEL 1905 7161 0
211 BEL 1906 7239 0
211 BEL 1907 7318 0
211 BEL 1908 7386 0
211 BEL 1909 7452 0
211 BEL 1910 7424 0
211 BEL 1911 7490 0
211 BEL 1912 7571 0
211 BEL 1913 7639 0
211 BEL 1914 7684 0
211 BEL 1915 7709 0
211 BEL 1916 7692 0
211 BEL 1917 7642 0
211 BEL 1918 7556 0
211 BEL 1919 7577 0
211 BEL 1920 7406 0
211 BEL 1921 7482 0
211 BEL 1922 7540 0
211 BEL 1923 7607 0
211 BEL 1924 7684 0
211 BEL 1925 7812 0
211 BEL 1926 7875 0
211 BEL 1927 7932 0
211 BEL 1928 8003 0
211 BEL 1929 8060 0
211 BEL 1930 8092 0
211 BEL 1931 8159 0
211 BEL 1932 8213 0
211 BEL 1933 8248 0
211 BEL 1934 8276 0
211 BEL 1935 8300 0
211 BEL 1936 8331 0
211 BEL 1937 8361 0
211 BEL 1938 8387 0
211 BEL 1939 8396 0
211 BEL 1940 8295 0
211 BEL 1941 8327.4 2
211 BEL 1942 8257.4 1
211 BEL 1943 8238.4 1
211 BEL 1944 8242.9 1
211 BEL 1945 8344 0
211 BEL 1946 8389 0
211 BEL 1947 8512 0
211 BEL 1948 8557 0
211 BEL 1949 8614 0
211 BEL 1950 8639 0
211 BEL 1951 8678 0
211 BEL 1952 8730 0
211 BEL 1953 8778 0
211 BEL 1954 8819 0
211 BEL 1955 8868 0
211 BEL 1956 8924 0
211 BEL 1957 8989 0
211 BEL 1958 9053 0
211 BEL 1959 9104 0
211 BEL 1960 9153 0
211 BEL 1961 9217 0
211 BEL 1962 9221 0
211 BEL 1963 9290 0
211 BEL 1964 9378 0
211 BEL 1965 9464 0
211 BEL 1966 9528 0
211 BEL 1967 9581 0
211 BEL 1968 9619 0
211 BEL 1969 9646 0
211 BEL 1970 9656 0
211 BEL 1971 9673 0
211 BEL 1972 9709 0
211 BEL 1973 9738 0
211 BEL 1974 9768 0
211 BEL 1975 9795 0
211 BEL 1976 9811 0
211 BEL 1977 9822 0
211 BEL 1978 9830 0
211 BEL 1979 9837 0
211 BEL 1980 9847 0
211 BEL 1981 9852 0
211 BEL 1982 9856 0
211 BEL 1983 9856 0
211 BEL 1984 9855 0
211 BEL 1985 9858 0
211 BEL 1986 9862 0
211 BEL 1987 9870 0
211 BEL 1988 9902 0
211 BEL 1989 9938 0
211 BEL 1990 9967 0
211 BEL 1991 9979 0
211 BEL 1992 10055 0
211 BEL 1993 10084 0
211 BEL 1994 10116 0
211 BEL 1995 10137 0
211 BEL 1996 10159 0
211 BEL 1997 10188 0
211 BEL 1998 10141 0
211 BEL 1999 10152 0
211 BEL 2000 10161 0
211 BEL 2001 10287 0
211 BEL 2002 10333 0
211 BEL 2003 10372 0
211 BEL 2004 10417 0
211 BEL 2005 10473 0
211 BEL 2006 10542 0
211 BEL 2007 10623 0
211 BEL 2008 10710 0
211 BEL 2009 10796 0
211 BEL 2010 10879 0
211 BEL 2011 10962.64 3
211 BEL 2012 11046.92 3
212 LUX 1867 198.17 2
212 LUX 1868 198.96 2
212 LUX 1869 199.76 2
212 LUX 1870 200.56 2
212 LUX 1871 201.37 2
212 LUX 1872 202.18 2
212 LUX 1873 202.99 2
212 LUX 1874 203.8 2
212 LUX 1875 204.62 2
212 LUX 1876 205.44 2
212 LUX 1877 206.27 2
212 LUX 1878 207.1 2
212 LUX 1879 207.93 2
212 LUX 1880 208.76 2
212 LUX 1881 209.6 1
212 LUX 1882 210.33 2
212 LUX 1883 211.07 2
212 LUX 1884 211.81 2
212 LUX 1885 212.55 2
212 LUX 1886 213.3 1
212 LUX 1887 213.73 2
212 LUX 1888 214.15 2
212 LUX 1889 214.58 2
212 LUX 1890 215.01 2
212 LUX 1891 215.44 2
212 LUX 1892 215.87 2
212 LUX 1893 216.3 2
212 LUX 1894 216.73 2
212 LUX 1895 217.17 2
212 LUX 1896 217.6 1
212 LUX 1897 221.26 2
212 LUX 1898 224.97 2
212 LUX 1899 228.75 2
212 LUX 1900 232.59 2
212 LUX 1901 236.5 1
212 LUX 1902 240 1
212 LUX 1903 242 1
212 LUX 1904 244 1
212 LUX 1905 245.25 2
212 LUX 1906 246.5 1
212 LUX 1907 252 1
212 LUX 1908 255 1
212 LUX 1909 258 1
212 LUX 1910 258.95 2
212 LUX 1911 259.9 1
212 LUX 1912 261 1
212 LUX 1913 263 1
212 LUX 1914 265.8 1
212 LUX 1915 264 1
212 LUX 1916 263.9 2
212 LUX 1917 263.8 1
212 LUX 1918 264 1
212 LUX 1919 264 1
212 LUX 1920 261 0
212 LUX 1921 261 0
212 LUX 1922 261 0
212 LUX 1923 263 0
212 LUX 1924 266 0
212 LUX 1925 268 0
212 LUX 1926 270 0
212 LUX 1927 278 0
212 LUX 1928 287 0
212 LUX 1929 292 0
212 LUX 1930 297 0
212 LUX 1931 300 0
212 LUX 1932 301 0
212 LUX 1933 302 0
212 LUX 1934 304 0
212 LUX 1935 301 0
212 LUX 1936 297 0
212 LUX 1937 299 0
212 LUX 1938 301 0
212 LUX 1939 298 0
212 LUX 1940 296 0
212 LUX 1941 290.2 1
212 LUX 1942 290 1
212 LUX 1943 290 1
212 LUX 1944 286 0
212 LUX 1945 283 0
212 LUX 1946 286 0
212 LUX 1947 289 0
212 LUX 1948 292 0
212 LUX 1949 294 0
212 LUX 1950 296 0
212 LUX 1951 297 0
212 LUX 1952 299 0
212 LUX 1953 301 0
212 LUX 1954 303 0
212 LUX 1955 305 0
212 LUX 1956 307 0
212 LUX 1957 308 0
212 LUX 1958 310 0
212 LUX 1959 312 0
212 LUX 1960 314 0
212 LUX 1961 317 0
212 LUX 1962 321 0
212 LUX 1963 324 0
212 LUX 1964 328 0
212 LUX 1965 332 0
212 LUX 1966 334 0
212 LUX 1967 335 0
212 LUX 1968 336 0
212 LUX 1969 338 0
212 LUX 1970 339 0
212 LUX 1971 342 0
212 LUX 1972 347 0
212 LUX 1973 350 0
212 LUX 1974 355 0
212 LUX 1975 359 0
212 LUX 1976 361 0
212 LUX 1977 361 0
212 LUX 1978 362 0
212 LUX 1979 363 0
212 LUX 1980 364 0
212 LUX 1981 365 0
212 LUX 1982 366 0
212 LUX 1983 366 0
212 LUX 1984 366 0
212 LUX 1985 367 0
212 LUX 1986 368 0
212 LUX 1987 371 0
212 LUX 1988 374 0
212 LUX 1989 378 0
212 LUX 1990 382 0
212 LUX 1991 387 0
212 LUX 1992 390 0
212 LUX 1993 398 0
212 LUX 1994 404 0
212 LUX 1995 410 0
212 LUX 1996 416 0
212 LUX 1997 417 0
212 LUX 1998 422 0
212 LUX 1999 426 0
212 LUX 2000 431 0
212 LUX 2001 442 0
212 LUX 2002 446 0
212 LUX 2003 452 0
212 LUX 2004 458 0
212 LUX 2005 465 0
212 LUX 2006 473 0
212 LUX 2007 480 0
212 LUX 2008 489 0
212 LUX 2009 498 0
212 LUX 2010 507 0
212 LUX 2011 516.16 3
212 LUX 2012 525.49 3
220 FRN 1816 29480 0
220 FRN 1817 29700 0
220 FRN 1818 29880 0
220 FRN 1819 30060 0
220 FRN 1820 30250 0
220 FRN 1821 30450 0
220 FRN 1822 30700 0
220 FRN 1823 30940 0
220 FRN 1824 31190 0
220 FRN 1825 31410 0
220 FRN 1826 31600 0
220 FRN 1827 31800 0
220 FRN 1828 32000 0
220 FRN 1829 32280 0
220 FRN 1830 32370 0
220 FRN 1831 32570 0
220 FRN 1832 32730 0
220 FRN 1833 32890 0
220 FRN 1834 33070 0
220 FRN 1835 33260 0
220 FRN 1836 33540 0
220 FRN 1837 33690 0
220 FRN 1838 33790 0
220 FRN 1839 33940 0
220 FRN 1840 34080 0
220 FRN 1841 34230 0
220 FRN 1842 34450 0
220 FRN 1843 34660 0
220 FRN 1844 34900 0
220 FRN 1845 35160 0
220 FRN 1846 35400 0
220 FRN 1847 35470 0
220 FRN 1848 35520 0
220 FRN 1849 35550 0
220 FRN 1850 35630 0
220 FRN 1851 35800 0
220 FRN 1852 35950 0
220 FRN 1853 36070 0
220 FRN 1854 36230 0
220 FRN 1855 36080 0
220 FRN 1856 36190 0
220 FRN 1857 36300 0
220 FRN 1858 36340 0
220 FRN 1859 36500 0
220 FRN 1860 36510 0
220 FRN 1861 37390 0
220 FRN 1862 37520 0
220 FRN 1863 37710 0
220 FRN 1864 37860 0
220 FRN 1865 38020 0
220 FRN 1866 38080 0
220 FRN 1867 38230 0
220 FRN 1868 38330 0
220 FRN 1869 38390 0
220 FRN 1870 38440 0
220 FRN 1871 36190 0
220 FRN 1872 36140 0
220 FRN 1873 36340 0
220 FRN 1874 36490 0
220 FRN 1875 36660 0
220 FRN 1876 36830 0
220 FRN 1877 37000 0
220 FRN 1878 37180 0
220 FRN 1879 37320 0
220 FRN 1880 37450 0
220 FRN 1881 37590 0
220 FRN 1882 37730 0
220 FRN 1883 37860 0
220 FRN 1884 38010 0
220 FRN 1885 38110 0
220 FRN 1886 38230 0
220 FRN 1887 38260 0
220 FRN 1888 38290 0
220 FRN 1889 38370 0
220 FRN 1890 38380 0
220 FRN 1891 38350 0
220 FRN 1892 38360 0
220 FRN 1893 38380 0
220 FRN 1894 38420 0
220 FRN 1895 38460 0
220 FRN 1896 38550 0
220 FRN 1897 38700 0
220 FRN 1898 38820 0
220 FRN 1899 38890 0
220 FRN 1900 38940 0
220 FRN 1901 38980 0
220 FRN 1902 39050 0
220 FRN 1903 39120 0
220 FRN 1904 39190 0
220 FRN 1905 39220 0
220 FRN 1906 39270 0
220 FRN 1907 39270 0
220 FRN 1908 39370 0
220 FRN 1909 39430 0
220 FRN 1910 39540 0
220 FRN 1911 39620 0
220 FRN 1912 39670 0
220 FRN 1913 39770 0
220 FRN 1914 33220 0
220 FRN 1915 33380 0
220 FRN 1916 32850 0
220 FRN 1917 32500 0
220 FRN 1918 32830 0
220 FRN 1919 31970 0
220 FRN 1920 39000 0
220 FRN 1921 39240 0
220 FRN 1922 39420 0
220 FRN 1923 39880 0
220 FRN 1924 40310 0
220 FRN 1925 40610 0
220 FRN 1926 40870 0
220 FRN 1927 40940 0
220 FRN 1928 41050 0
220 FRN 1929 41230 0
220 FRN 1930 41610 0
220 FRN 1931 41860 0
220 FRN 1932 41860 0
220 FRN 1933 41890 0
220 FRN 1934 41950 0
220 FRN 1935 41940 0
220 FRN 1936 41910 0
220 FRN 1937 41930 0
220 FRN 1938 41960 0
220 FRN 1939 41900 0
220 FRN 1940 41000 0
220 FRN 1941 8000 0
220 FRN 1942 8000 0
220 FRN 1943 8000 3
220 FRN 1944 38900 0
220 FRN 1945 39700 0
220 FRN 1946 40280 0
220 FRN 1947 40640 0
220 FRN 1948 41044 0
220 FRN 1949 41400 0
220 FRN 1950 41736 0
220 FRN 1951 42056 0
220 FRN 1952 42360 0
220 FRN 1953 42652 0
220 FRN 1954 43057 0
220 FRN 1955 43428 0
220 FRN 1956 43843 0
220 FRN 1957 44311 0
220 FRN 1958 44789 0
220 FRN 1959 45240 0
220 FRN 1960 45684 0
220 FRN 1961 46163 0
220 FRN 1962 46998 0
220 FRN 1963 47816 0
220 FRN 1964 48310 0
220 FRN 1965 48758 0
220 FRN 1966 49164 0
220 FRN 1967 49548 0
220 FRN 1968 49914 0
220 FRN 1969 50315 0
220 FRN 1970 50768 0
220 FRN 1971 51249 0
220 FRN 1972 51703 0
220 FRN 1973 52131 0
220 FRN 1974 52492 0
220 FRN 1975 52699 0
220 FRN 1976 52909 0
220 FRN 1977 53145 0
220 FRN 1978 53376 0
220 FRN 1979 53606 0
220 FRN 1980 53880 0
220 FRN 1981 54182 0
220 FRN 1982 54480 0
220 FRN 1983 54728 0
220 FRN 1984 55026 0
220 FRN 1985 55284 0
220 FRN 1986 55547 0
220 FRN 1987 55824 0
220 FRN 1988 56118 0
220 FRN 1989 56423 0
220 FRN 1990 56735 0
220 FRN 1991 57055 0
220 FRN 1992 57374 0
220 FRN 1993 57654 0
220 FRN 1994 57900 0
220 FRN 1995 58139 0
220 FRN 1996 58375 0
220 FRN 1997 58607 0
220 FRN 1998 58683 0
220 FRN 1999 58886 0
220 FRN 2000 59080 0
220 FRN 2001 59454 0
220 FRN 2002 59863 0
220 FRN 2003 60264 0
220 FRN 2004 60643 0
220 FRN 2005 60996 0
220 FRN 2006 61353 0
220 FRN 2007 61707 0
220 FRN 2008 62300 0
220 FRN 2009 62621 0
220 FRN 2010 62968 0
220 FRN 2011 63316.92 3
220 FRN 2012 63667.78 3
221 MNC 1816 0.32 3
221 MNC 1817 0.34 3
221 MNC 1818 0.36 3
221 MNC 1819 0.37 3
221 MNC 1820 0.39 3
221 MNC 1821 0.41 3
221 MNC 1822 0.44 3
221 MNC 1823 0.46 3
221 MNC 1824 0.48 3
221 MNC 1825 0.51 3
221 MNC 1826 0.53 3
221 MNC 1827 0.56 3
221 MNC 1828 0.59 3
221 MNC 1829 0.62 3
221 MNC 1830 0.65 3
221 MNC 1831 0.68 3
221 MNC 1832 0.72 3
221 MNC 1833 0.76 3
221 MNC 1834 0.8 3
221 MNC 1835 0.84 3
221 MNC 1836 0.88 3
221 MNC 1837 0.93 3
221 MNC 1838 0.97 3
221 MNC 1839 1.02 3
221 MNC 1840 1.08 3
221 MNC 1841 1.13 3
221 MNC 1842 1.19 3
221 MNC 1843 1.25 3
221 MNC 1844 1.32 3
221 MNC 1845 1.39 3
221 MNC 1846 1.46 3
221 MNC 1847 1.53 3
221 MNC 1848 1.61 3
221 MNC 1849 1.69 3
221 MNC 1850 1.78 3
221 MNC 1851 1.87 3
221 MNC 1852 1.97 3
221 MNC 1853 2.07 3
221 MNC 1854 2.18 3
221 MNC 1855 2.29 3
221 MNC 1856 2.41 3
221 MNC 1857 2.53 3
221 MNC 1858 2.67 3
221 MNC 1859 2.8 3
221 MNC 1860 2.95 3
221 MNC 1861 3.1 1
221 MNC 1862 3.26 2
221 MNC 1863 3.43 2
221 MNC 1864 3.61 2
221 MNC 1865 3.8 2
221 MNC 1866 4 2
221 MNC 1867 4.2 2
221 MNC 1868 4.42 2
221 MNC 1869 4.65 2
221 MNC 1870 4.89 2
221 MNC 1871 5.15 2
221 MNC 1872 5.42 2
221 MNC 1873 5.7 1
221 MNC 1874 5.96 2
221 MNC 1875 6.22 2
221 MNC 1876 6.5 2
221 MNC 1877 6.79 2
221 MNC 1878 7.1 1
221 MNC 1879 7.55 2
221 MNC 1880 8.04 2
221 MNC 1881 8.55 2
221 MNC 1882 9.1 1
221 MNC 1883 10.1 1
221 MNC 1884 10.84 2
221 MNC 1885 11.64 2
221 MNC 1886 12.5 1
221 MNC 1887 12.89 2
221 MNC 1888 13.3 1
221 MNC 1889 15.04 2
221 MNC 1890 17 1
221 MNC 1891 17.2 2
221 MNC 1892 17.39 2
221 MNC 1893 17.59 2
221 MNC 1894 17.8 2
221 MNC 1895 18 1
221 MNC 1896 17.4 2
221 MNC 1897 16.82 2
221 MNC 1898 16.26 2
221 MNC 1899 15.72 2
221 MNC 1900 15.2 1
221 MNC 1901 15.72 2
221 MNC 1902 16.26 2
221 MNC 1903 16.82 2
221 MNC 1904 17.4 2
221 MNC 1905 18 1
221 MNC 1906 19.1 1
221 MNC 1907 19.07 2
221 MNC 1908 19.05 2
221 MNC 1909 19.02 2
221 MNC 1910 19 1
221 MNC 1911 20.25 2
221 MNC 1912 21.58 2
221 MNC 1913 23 1
221 MNC 1914 20.9 2
221 MNC 1915 19 1
221 MNC 1916 18.2 2
221 MNC 1917 17.44 2
221 MNC 1918 16.7 2
221 MNC 1919 16 1
221 MNC 1920 20 1
221 MNC 1921 21.63 2
221 MNC 1922 23.4 1
221 MNC 1923 22.2 1
221 MNC 1924 21.07 2
221 MNC 1925 20 1
221 MNC 1926 24.9 1
221 MNC 1927 24.9 2
221 MNC 1928 24.9 1
221 MNC 1929 22.32 2
221 MNC 1930 20 1
221 MNC 1931 20.98 2
221 MNC 1932 22.02 2
221 MNC 1933 23.1 1
221 MNC 1934 22.2 1
221 MNC 1935 21 1
221 MNC 1936 21 2
221 MNC 1937 21 2
221 MNC 1938 21 2
221 MNC 1939 21 2
221 MNC 1940 21 1
221 MNC 1941 21.2 2
221 MNC 1942 21.39 2
221 MNC 1943 21.59 2
221 MNC 1944 21.8 2
221 MNC 1945 22 1
221 MNC 1946 21.66 2
221 MNC 1947 21.33 2
221 MNC 1948 21 1
221 MNC 1949 19.2 1
221 MNC 1950 22 1
221 MNC 1951 18 1
221 MNC 1952 18 1
221 MNC 1953 18 1
221 MNC 1954 18 1
221 MNC 1955 18 1
221 MNC 1956 18.49 2
221 MNC 1957 19 1
221 MNC 1958 19 1
221 MNC 1959 20 1
221 MNC 1960 21 1
221 MNC 1961 21 1
221 MNC 1962 21.8 1
221 MNC 1963 22 1
221 MNC 1964 22 1
221 MNC 1965 22 1
221 MNC 1966 23 1
221 MNC 1967 23 1
221 MNC 1968 23 1
221 MNC 1969 23 1
221 MNC 1970 23 1
221 MNC 1971 23 1
221 MNC 1972 23 1
221 MNC 1973 24 1
221 MNC 1974 24 1
221 MNC 1975 25 1
221 MNC 1976 25 1
221 MNC 1977 25 1
221 MNC 1978 26 1
221 MNC 1979 26 1
221 MNC 1980 26 1
221 MNC 1981 27 1
221 MNC 1982 27.1 1
221 MNC 1983 27 1
221 MNC 1984 27 1
221 MNC 1985 28 1
221 MNC 1986 28 1
221 MNC 1987 28 1
221 MNC 1988 29 1
221 MNC 1989 29 1
221 MNC 1990 29.5 2
221 MNC 1991 30 1
221 MNC 1992 30 1
221 MNC 1993 31 0
221 MNC 1994 31 0
221 MNC 1995 32 0
221 MNC 1996 32 0
221 MNC 1997 32 0
221 MNC 1998 33 0
221 MNC 1999 33 0
221 MNC 2000 34 0
221 MNC 2001 32 0
221 MNC 2002 32 0
221 MNC 2003 32 0
221 MNC 2004 32 0
221 MNC 2005 32 0
221 MNC 2006 33 0
221 MNC 2007 33 0
221 MNC 2008 33 3
221 MNC 2009 33 3
221 MNC 2010 33 3
221 MNC 2011 33 3
221 MNC 2012 33 3
223 LIE 1816 6 2
223 LIE 1817 5.89 2
223 LIE 1818 5.79 2
223 LIE 1819 5.7 2
223 LIE 1820 5.6 1
223 LIE 1821 5.72 2
223 LIE 1822 5.84 2
223 LIE 1823 5.97 2
223 LIE 1824 6.1 2
223 LIE 1825 6.23 2
223 LIE 1826 6.36 2
223 LIE 1827 6.5 1
223 LIE 1828 6.58 2
223 LIE 1829 6.65 2
223 LIE 1830 6.73 2
223 LIE 1831 6.81 2
223 LIE 1832 6.89 2
223 LIE 1833 6.97 2
223 LIE 1834 7.05 2
223 LIE 1835 7.13 2
223 LIE 1836 7.22 2
223 LIE 1837 7.3 1
223 LIE 1838 7.33 2
223 LIE 1839 7.36 2
223 LIE 1840 7.39 2
223 LIE 1841 7.42 2
223 LIE 1842 7.45 2
223 LIE 1843 7.48 2
223 LIE 1844 7.51 2
223 LIE 1845 7.54 2
223 LIE 1846 7.57 2
223 LIE 1847 7.6 1
223 LIE 1848 7.72 2
223 LIE 1849 7.83 2
223 LIE 1850 7.95 2
223 LIE 1851 8.08 2
223 LIE 1852 8.2 1
223 LIE 1853 8.17 2
223 LIE 1854 8.13 2
223 LIE 1855 8.1 1
223 LIE 1856 7.98 2
223 LIE 1857 7.86 2
223 LIE 1858 7.74 2
223 LIE 1859 7.63 2
223 LIE 1860 7.51 2
223 LIE 1861 7.4 1
223 LIE 1862 7.2 1
223 LIE 1863 7.41 2
223 LIE 1864 7.62 2
223 LIE 1865 7.84 2
223 LIE 1866 8.07 2
223 LIE 1867 8.3 1
223 LIE 1868 7.5 1
223 LIE 1869 7.52 2
223 LIE 1870 7.53 2
223 LIE 1871 7.55 2
223 LIE 1872 7.57 2
223 LIE 1873 7.58 2
223 LIE 1874 7.6 1
223 LIE 1875 8.13 2
223 LIE 1876 8.7 1
223 LIE 1877 8.55 2
223 LIE 1878 8.39 2
223 LIE 1879 8.25 2
223 LIE 1880 8.1 1
223 LIE 1881 7.95 2
223 LIE 1882 7.81 2
223 LIE 1883 7.67 2
223 LIE 1884 7.53 2
223 LIE 1885 7.4 1
223 LIE 1886 9.6 1
223 LIE 1887 9.55 2
223 LIE 1888 9.5 2
223 LIE 1889 9.45 2
223 LIE 1890 9.4 1
223 LIE 1891 7.9 1
223 LIE 1892 8.38 2
223 LIE 1893 8.89 2
223 LIE 1894 9.43 2
223 LIE 1895 10 1
223 LIE 1896 10 2
223 LIE 1897 10 2
223 LIE 1898 10 2
223 LIE 1899 10 2
223 LIE 1900 10 1
223 LIE 1901 9.5 1
223 LIE 1902 9.62 2
223 LIE 1903 9.75 2
223 LIE 1904 9.87 2
223 LIE 1905 10 1
223 LIE 1906 9.7 1
223 LIE 1907 9.77 2
223 LIE 1908 9.83 2
223 LIE 1909 9.9 1
223 LIE 1910 11 1
223 LIE 1911 10.7 1
223 LIE 1912 11.01 2
223 LIE 1913 11.33 2
223 LIE 1914 11.66 2
223 LIE 1915 12 1
223 LIE 1916 11.1 1
223 LIE 1917 11.32 2
223 LIE 1918 11.54 2
223 LIE 1919 11.77 2
223 LIE 1920 12 1
223 LIE 1921 11.5 1
223 LIE 1922 11.86 2
223 LIE 1923 12.23 2
223 LIE 1924 12.61 2
223 LIE 1925 13 1
223 LIE 1926 12.38 2
223 LIE 1927 11.8 2
223 LIE 1928 11.24 2
223 LIE 1929 10.71 2
223 LIE 1930 10.2 1
223 LIE 1931 10.71 2
223 LIE 1932 11.24 2
223 LIE 1933 11.8 2
223 LIE 1934 12.38 2
223 LIE 1935 13 1
223 LIE 1936 13 2
223 LIE 1937 13 2
223 LIE 1938 13 1
223 LIE 1939 13 2
223 LIE 1940 13 1
223 LIE 1941 11.1 1
223 LIE 1942 11.35 2
223 LIE 1943 11.61 2
223 LIE 1944 11.88 2
223 LIE 1945 12.15 2
223 LIE 1946 12.43 2
223 LIE 1947 12.71 2
223 LIE 1948 13 1
223 LIE 1949 13 1
223 LIE 1950 13.8 1
223 LIE 1951 14 1
223 LIE 1952 14 1
223 LIE 1953 14 1
223 LIE 1954 14 1
223 LIE 1955 14.9 1
223 LIE 1956 15 1
223 LIE 1957 15 1
223 LIE 1958 15.8 1
223 LIE 1959 16.3 1
223 LIE 1960 16.7 2
223 LIE 1961 17.1 1
223 LIE 1962 17.8 1
223 LIE 1963 18.4 1
223 LIE 1964 19.1 1
223 LIE 1965 19.3 1
223 LIE 1966 19.9 1
223 LIE 1967 20.4 1
223 LIE 1968 21.2 1
223 LIE 1969 20.9 1
223 LIE 1970 21.39 2
223 LIE 1971 21.9 1
223 LIE 1972 22.4 1
223 LIE 1973 23.2 1
223 LIE 1974 23.7 1
223 LIE 1975 23.9 1
223 LIE 1976 24.2 1
223 LIE 1977 24.7 1
223 LIE 1978 25.3 1
223 LIE 1979 25.8 1
223 LIE 1980 26.31 3
223 LIE 1981 26.83 3
223 LIE 1982 27.36 3
223 LIE 1983 27.9 3
223 LIE 1984 28.45 3
223 LIE 1985 29 3
223 LIE 1986 29 3
223 LIE 1987 29 3
223 LIE 1988 29 3
223 LIE 1989 29 3
223 LIE 1990 29 0
223 LIE 1991 29 0
223 LIE 1992 30 0
223 LIE 1993 30 0
223 LIE 1994 31 0
223 LIE 1995 31 0
223 LIE 1996 31 0
223 LIE 1997 32 0
223 LIE 1998 32 0
223 LIE 1999 32 0
223 LIE 2000 33 0
223 LIE 2001 33 0
223 LIE 2002 34 0
223 LIE 2003 34 0
223 LIE 2004 34 0
223 LIE 2005 35 0
223 LIE 2006 35 0
223 LIE 2007 35 0
223 LIE 2008 35 0
223 LIE 2009 36 0
223 LIE 2010 36 0
223 LIE 2011 36 3
223 LIE 2012 36 3
225 SWZ 1816 1898 0
225 SWZ 1817 1911 0
225 SWZ 1818 1924 0
225 SWZ 1819 1937 0
225 SWZ 1820 1950 0
225 SWZ 1821 1963 0
225 SWZ 1822 1977 0
225 SWZ 1823 1990 0
225 SWZ 1824 2004 0
225 SWZ 1825 2018 0
225 SWZ 1826 2032 0
225 SWZ 1827 2045 0
225 SWZ 1828 2059 0
225 SWZ 1829 2074 0
225 SWZ 1830 2088 0
225 SWZ 1831 2102 0
225 SWZ 1832 2116 0
225 SWZ 1833 2131 0
225 SWZ 1834 2146 0
225 SWZ 1835 2160 0
225 SWZ 1836 2175 0
225 SWZ 1837 2190 0
225 SWZ 1838 2205 0
225 SWZ 1839 2220 0
225 SWZ 1840 2235 0
225 SWZ 1841 2251 0
225 SWZ 1842 2266 0
225 SWZ 1843 2281 0
225 SWZ 1844 2297 0
225 SWZ 1845 2313 0
225 SWZ 1846 2329 0
225 SWZ 1847 2345 0
225 SWZ 1848 2361 0
225 SWZ 1849 2377 0
225 SWZ 1850 2393 0
225 SWZ 1851 2404 0
225 SWZ 1852 2415 0
225 SWZ 1853 2427 0
225 SWZ 1854 2438 0
225 SWZ 1855 2449 0
225 SWZ 1856 2461 0
225 SWZ 1857 2472 0
225 SWZ 1858 2484 0
225 SWZ 1859 2495 0
225 SWZ 1860 2507 0
225 SWZ 1861 2522 0
225 SWZ 1862 2538 0
225 SWZ 1863 2553 0
